Mean_Heart_Rate,Min_Heart_Rate,Max_Heart_Rate,Mean_HR_std,Min_HR_std,Max_HR_std,Mode_Sound,Mode_Light,Mode_Attention
75.0,70.0,91.0,-0.375770504462,-1.62283457666,3.28134997692,2.0,1.0,2.0
77.0,70.0,87.0,0.103749763002,-1.62283457666,2.34721958577,2.0,1.0,3.0
78.0,74.0,82.0,0.41979721201,-0.688704185498,1.17955659682,4.0,1.0,3.0
75.0,69.0,83.0,-0.377327388445,-1.85636717444,1.41308919461,4.0,2.0,3.0
77.0,71.0,90.0,0.201833454073,-1.38930197887,3.04781737913,1.0,2.0,1.0
79.0,77.0,83.0,0.569258074595,0.0118936078709,1.41308919461,1.0,1.0,1.0
77.0,72.0,82.0,0.18626461422,-1.15576938108,1.17955659682,1.0,1.0,1.0
76.0,73.0,81.0,-0.213854569992,-0.922236783287,0.946023999029,1.0,1.0,1.0
73.0,68.0,82.0,-0.78990164454,-2.08989977223,1.17955659682,1.0,1.0,1.0
