Mean_Heart_Rate,Min_Heart_Rate,Max_Heart_Rate,Mean_HR_std,Min_HR_std,Max_HR_std,Mode_Sound,Mode_Light,Mode_Attention
62.0,60.0,66.0,-0.232251568476,-0.8266732191,0.751437357778,1.0,1.0,3.0
64.0,59.0,108.0,0.235921235997,-1.08969164858,11.7982113959,1.0,1.0,3.0
61.0,59.0,64.0,-0.383048801378,-1.08969164858,0.225400498818,1.0,1.0,3.0
60.0,57.0,67.0,-0.688150179574,-1.61572850754,1.01445578726,1.0,1.0,1.0
64.0,59.0,73.0,0.351649344969,-1.08969164858,2.59256636413,2.0,1.0,3.0
62.0,59.0,67.0,-0.0498921240365,-1.08969164858,1.01445578726,2.0,1.0,2.0
63.0,60.0,67.0,-0.00605571912346,-0.8266732191,1.01445578726,2.0,1.0,1.0
61.0,60.0,62.0,-0.52858566569,-0.8266732191,-0.300636360141,2.0,1.0,1.0
65.0,61.0,70.0,0.523488052229,-0.56365478962,1.8035110757,2.0,1.0,1.0
65.0,62.0,70.0,0.74617698919,-0.300636360141,1.8035110757,2.0,1.0,3.0
64.0,60.0,70.0,0.367430450738,-0.8266732191,1.8035110757,2.0,1.0,3.0
