Mean_Heart_Rate,Min_Heart_Rate,Max_Heart_Rate,Mean_HR_std,Min_HR_std,Max_HR_std,Mode_Sound,Mode_Light,Mode_Attention
72.0,72.0,72.0,-1.15576938108,-1.15576938108,-1.15576938108,2.0,1.0,2.0
72.0,72.0,74.0,-1.04678750211,-1.15576938108,-0.688704185498,2.0,1.0,2.0
85.0,74.0,91.0,2.05141162856,-0.688704185498,3.28134997692,2.0,1.0,2.0
86.0,84.0,89.0,2.2382377068,1.6466217924,2.81428478134,2.0,1.0,2.0
76.0,73.0,84.0,-0.0815194312445,-0.922236783287,1.6466217924,2.0,1.0,2.0
71.0,70.0,73.0,-1.17133822093,-1.62283457666,-0.922236783287,2.0,1.0,2.0
70.0,70.0,73.0,-1.42043965858,-1.62283457666,-0.922236783287,2.0,1.0,2.0
73.0,73.0,73.0,-0.922236783287,-0.922236783287,-0.922236783287,2.0,1.0,2.0
72.0,72.0,73.0,-1.09349402167,-1.15576938108,-0.922236783287,2.0,1.0,2.0
72.0,72.0,72.0,-1.15576938108,-1.15576938108,-1.15576938108,2.0,1.0,2.0
72.0,70.0,73.0,-1.03121866226,-1.62283457666,-0.922236783287,2.0,1.0,2.0
71.0,70.0,73.0,-1.34259545931,-1.62283457666,-0.922236783287,2.0,1.0,2.0
73.0,73.0,75.0,-0.719841865203,-0.922236783287,-0.455171587708,4.0,1.0,2.0
73.0,73.0,73.0,-0.922236783287,-0.922236783287,-0.922236783287,2.0,1.0,2.0
80.0,73.0,84.0,0.82147328021,-0.922236783287,1.6466217924,2.0,1.0,2.0
75.0,75.0,77.0,-0.330620868887,-0.455171587708,0.0118936078709,2.0,1.0,3.0
76.0,76.0,80.0,-0.11265711095,-0.221638989919,0.712491401239,2.0,1.0,3.0
82.0,80.0,85.0,1.17955659682,0.712491401239,1.88015439019,2.0,1.0,3.0
86.0,85.0,87.0,2.12925582783,1.88015439019,2.34721958577,3.0,1.0,3.0
82.0,79.0,86.0,1.36638267505,0.47895880345,2.11368698798,4.0,1.0,3.0
79.0,79.0,81.0,0.54123416286,0.47895880345,0.946023999029,4.0,1.0,3.0
80.0,80.0,81.0,0.852610959913,0.712491401239,0.946023999029,4.0,1.0,3.0
76.0,74.0,80.0,-0.11265711095,-0.688704185498,0.712491401239,4.0,1.0,3.0
76.0,74.0,80.0,-0.128225950803,-0.688704185498,0.712491401239,4.0,1.0,3.0
