Time_Val,Time_sec,Heart_Rate,Sound,Light,Phone_Active,Trust Factor,User_Attention
23:09:42,63,88,49,12,0,1,1
23:09:43,64,88,48,12,0,1,1
23:09:44,65,88,53,36,0,1,1
23:09:45,66,88,50,79,0,1,1
23:09:46,67,88,50,79,0,1,1
23:09:47,68,88,46,79,0,1,1
23:09:48,69,88,50,79,0,1,1
23:09:49,70,88,49,79,0,1,1
23:09:50,71,88,47,79,0,1,1
23:09:51,72,88,46,79,0,1,1
23:09:52,73,87,49,79,0,1,1
23:09:53,74,87,48,79,0,1,1
23:09:54,75,87,48,79,0,1,1
23:09:55,76,87,47,79,0,1,1
23:09:56,77,87,45,79,0,1,1
23:09:57,78,87,48,79,0,1,1
23:09:58,79,87,50,79,0,1,1
23:09:59,80,87,49,79,0,1,1
23:10:00,81,87,49,79,0,1,1
23:10:01,82,87,50,79,0,1,1
23:10:02,83,87,49,79,0,1,1
23:10:03,84,87,48,79,0,1,1
23:10:04,85,87,52,84,0,1,1
23:10:05,86,87,51,84,0,1,1
23:10:06,87,87,48,84,0,1,1
23:10:07,88,87,49,84,0,1,1
23:10:08,89,87,48,84,0,1,1
23:10:09,90,87,42,84,0,1,1
23:10:10,91,86,36,84,0,1,1
23:10:11,92,86,35,84,0,1,1
23:10:12,93,86,39,84,0,1,1
23:10:13,94,86,37,84,0,1,1
23:10:14,95,86,40,84,0,1,1
23:10:15,96,86,33,84,0,1,1
23:10:16,97,86,34,84,0,1,1
23:10:17,98,86,43,84,0,1,1
23:10:18,99,86,33,84,0,1,1
23:10:19,100,86,32,84,0,1,1
23:10:20,101,96,36,84,0,1,1
23:10:21,102,96,36,84,0,1,1
23:10:22,103,96,36,84,0,1,1
23:10:23,104,96,36,84,0,1,1
23:10:24,105,96,44,84,0,1,1
23:10:25,106,96,40,84,0,1,1
23:10:26,107,96,45,84,0,1,1
23:10:27,108,96,52,84,0,1,1
23:10:28,109,96,47,84,0,1,1
23:10:29,110,96,42,84,0,1,1
23:10:30,111,94,44,84,0,1,1
23:10:31,112,94,47,84,0,1,1
23:10:32,113,94,49,84,0,1,1
23:10:33,114,94,50,84,0,1,1
23:10:34,115,94,52,84,0,1,1
23:10:35,116,94,47,84,0,1,1
23:10:36,117,94,38,84,0,1,1
23:10:37,118,94,38,84,0,1,1
23:10:38,119,94,39,84,0,1,1
23:10:39,120,94,42,84,0,1,1
23:10:40,121,86,49,84,0,1,1
23:10:41,122,86,50,84,0,1,1
23:10:42,123,85,50,84,0,1,1
23:10:43,124,85,51,84,0,1,1
23:10:44,125,85,51,84,0,1,1
23:10:45,126,85,49,84,0,1,1
23:10:46,127,84,49,84,0,1,1
23:10:47,128,84,49,84,0,1,1
23:10:48,129,83,50,84,0,1,1
23:10:49,130,82,49,84,0,1,1
23:10:50,131,82,49,84,0,1,1
23:10:51,132,81,50,84,0,1,1
23:10:52,133,80,48,84,0,1,1
23:10:53,134,80,53,84,0,1,1
23:10:54,135,79,54,84,0,1,1
23:10:55,136,79,49,84,0,1,1
23:10:56,137,78,52,84,0,1,1
23:10:57,138,78,51,84,0,1,1
23:10:58,139,79,51,84,0,1,1
23:10:59,140,80,49,84,0,1,1
23:11:00,141,95,50,84,0,1,1
23:11:01,142,95,51,84,0,1,1
23:11:02,143,99,52,84,0,1,1
23:11:03,144,100,52,84,0,1,1
23:11:04,145,101,55,84,0,1,1
23:11:05,146,101,51,84,0,1,1
23:11:06,147,101,51,84,0,1,1
23:11:07,148,101,50,84,0,1,1
23:11:08,149,101,36,84,0,1,1
23:11:09,150,101,37,84,0,1,1
23:11:10,151,102,39,84,0,1,1
23:11:11,152,102,36,84,0,1,1
23:11:12,153,102,55,84,0,1,1
23:11:13,154,102,54,84,0,1,1
23:11:14,155,102,53,84,0,1,1
23:11:15,156,102,51,84,0,1,1
23:11:16,157,97,51,84,0,1,1
23:11:17,158,97,50,84,0,1,1
23:11:18,159,97,49,84,0,1,1
23:11:19,160,97,50,84,0,1,1
23:11:20,161,97,45,84,0,1,1
23:11:21,162,97,44,84,0,1,1
23:11:22,163,97,44,84,0,1,1
23:11:23,164,97,48,84,0,1,1
23:11:24,165,97,44,84,0,1,1
23:11:25,166,97,46,84,0,1,1
23:11:26,167,97,44,84,0,1,1
23:11:27,168,97,44,84,0,1,1
23:11:28,169,97,40,84,0,1,1
23:11:29,170,97,51,84,0,1,1
23:11:30,171,94,47,84,0,1,1
23:11:31,172,94,38,84,0,1,1
23:11:32,173,94,45,84,0,1,1
23:11:33,174,94,44,84,0,1,1
23:11:34,175,94,46,84,0,1,1
23:11:35,176,94,50,84,0,1,1
23:11:36,177,94,49,84,0,1,1
23:11:37,178,94,46,84,0,1,1
23:11:38,179,94,45,84,0,1,1
23:11:39,180,94,46,84,0,1,1
23:11:40,181,103,33,84,0,1,1
23:11:41,182,103,42,84,0,1,1
23:11:42,183,103,48,84,0,1,1
23:11:43,184,103,50,84,0,1,1
23:11:44,185,103,40,84,0,1,1
23:11:45,186,103,45,84,0,1,1
23:11:46,187,103,46,84,0,1,1
23:11:47,188,103,51,84,0,1,1
23:11:48,189,103,47,84,0,1,1
23:11:49,190,103,41,84,0,1,1
23:11:50,191,96,38,84,0,1,1
23:11:51,192,96,37,84,0,1,1
23:11:52,193,96,44,84,0,1,1
23:11:53,194,96,42,84,0,1,1
23:11:54,195,96,42,84,0,1,1
23:11:55,196,96,43,84,0,1,1
23:11:56,197,96,36,84,0,1,1
23:11:57,198,96,33,84,0,1,1
23:11:58,199,96,46,84,0,1,1
23:11:59,200,96,41,84,0,1,1
23:12:00,201,103,36,84,0,1,1
23:12:01,202,103,34,84,0,1,1
23:12:02,203,103,47,84,0,1,1
23:12:03,204,103,39,84,0,1,1
23:12:04,205,102,43,84,0,1,1
23:12:05,206,101,36,84,0,1,1
23:12:06,207,102,47,84,0,1,1
23:12:07,208,102,47,84,0,1,1
23:12:08,209,102,44,84,0,1,1
23:12:09,210,104,51,84,0,1,1
23:12:10,211,104,48,84,0,1,1
23:12:11,212,104,45,84,0,1,1
23:12:12,213,104,51,84,0,1,1
23:12:13,214,104,46,84,0,1,1
23:12:14,215,104,48,84,0,1,1
23:12:15,216,104,49,84,0,1,1
23:12:16,217,104,48,84,0,1,1
23:12:17,218,104,53,84,0,1,1
23:12:18,219,103,41,84,0,1,1
23:12:19,220,103,45,84,0,1,1
23:12:20,221,103,53,84,0,1,1
23:12:21,222,102,40,84,0,1,1
23:12:22,223,102,40,84,0,1,1
23:12:23,224,102,43,84,0,1,1
23:12:24,225,102,38,84,0,1,1
23:12:25,226,102,41,84,0,1,1
23:12:26,227,102,50,84,0,1,1
23:12:27,228,103,48,84,0,1,1
23:12:28,229,103,51,84,0,1,1
23:12:29,230,103,54,84,0,1,1
23:12:30,231,104,50,84,0,1,1
23:12:31,232,104,45,84,0,1,1
23:12:32,233,104,36,84,0,1,1
23:12:33,234,104,34,84,0,1,1
23:12:34,235,104,35,84,0,1,1
23:12:35,236,104,35,84,0,1,1
23:12:36,237,104,36,84,0,1,1
23:12:37,238,104,36,84,0,1,1
23:12:38,239,104,35,84,0,1,1
23:12:39,240,104,36,84,0,1,1
23:12:40,241,99,35,84,0,1,1
23:12:41,242,99,36,84,0,1,1
23:12:42,243,99,36,84,0,1,1
23:12:43,244,99,49,84,0,1,1
23:12:44,245,99,47,84,0,1,1
23:12:45,246,99,51,84,0,1,1
23:12:46,247,99,54,84,0,1,1
23:12:47,248,99,49,84,0,1,1
23:12:48,249,99,50,84,0,1,1
23:12:49,250,99,50,84,0,1,1
23:12:50,251,101,47,84,0,1,1
23:12:51,252,101,52,84,0,1,1
23:12:52,253,101,50,84,0,1,1
23:12:53,254,101,51,84,0,1,1
23:12:54,255,101,51,84,0,1,1
23:12:55,256,101,51,84,0,1,1
23:12:56,257,101,50,84,0,1,1
23:12:57,258,101,51,84,0,1,1
23:12:58,259,101,51,84,0,1,1
23:12:59,260,101,51,84,0,1,1
23:13:00,261,105,52,84,0,1,1
23:13:01,262,105,51,84,0,1,1
23:13:02,263,105,51,84,0,1,1
23:13:03,264,105,52,84,0,1,1
23:13:04,265,105,52,84,0,1,1
23:13:05,266,105,53,84,0,1,1
23:13:06,267,105,51,84,0,1,1
23:13:07,268,105,54,84,0,1,1
23:13:08,269,105,51,84,0,1,1
23:13:09,270,105,51,84,0,1,1
23:13:10,271,105,45,84,0,1,1
23:13:11,272,105,39,84,0,1,1
23:13:12,273,105,41,84,0,1,1
23:13:13,274,105,44,84,0,1,1
23:13:14,275,105,36,84,0,1,1
23:13:15,276,105,34,84,0,1,1
23:13:16,277,105,33,84,0,1,1
23:13:17,278,105,33,84,0,1,1
23:13:18,279,105,33,84,0,1,1
23:13:19,280,105,35,84,0,1,1
23:13:20,281,105,35,84,0,1,1
23:13:21,282,105,44,84,0,1,1
23:13:22,283,105,35,84,0,1,1
23:13:23,284,105,43,84,0,1,1
23:13:24,285,105,44,84,0,1,1
23:13:25,286,105,45,84,0,1,1
23:13:26,287,105,35,84,0,1,1
23:13:27,288,105,41,84,0,1,1
23:13:28,289,105,41,84,0,1,1
23:13:29,290,105,44,84,0,1,1
23:13:30,291,105,46,84,0,1,1
23:13:31,292,105,48,84,0,1,1
23:13:32,293,105,43,84,0,1,1
23:13:33,294,105,42,84,0,1,1
23:13:34,295,105,45,84,0,1,1
23:13:35,296,105,48,84,0,1,1
23:13:36,297,105,51,84,0,1,1
23:13:37,298,105,58,84,0,1,1
23:13:38,299,104,58,84,0,1,1
23:13:39,300,104,58,84,0,1,1
