Time_Val,Time_sec,Heart_Rate,Sound,Light,Phone_Active,User_Attention,Trust Factor
15:52:43,145,66,24,51,0,5,1
15:52:44,146,66,22,52,0,5,1
15:52:45,147,65,42,51,0,5,1
15:52:46,148,65,39,51,0,5,1
15:52:47,149,65,44,52,0,5,1
15:52:48,150,65,44,51,0,5,1
15:52:49,151,65,32,51,0,5,1
15:52:50,152,64,26,52,0,5,1
15:52:51,153,64,25,51,0,5,1
15:52:52,154,64,24,51,0,5,1
15:52:53,155,64,27,52,0,5,1
15:52:54,156,64,24,51,0,5,1
15:52:55,157,64,25,51,0,5,1
15:52:56,158,64,25,51,0,5,1
15:52:57,159,64,23,52,0,5,1
15:52:58,160,64,21,51,0,5,1
15:52:59,161,64,26,52,0,5,1
15:53:00,162,65,16,51,0,5,1
15:53:01,163,65,19,51,0,5,1
15:53:02,164,65,35,52,0,5,1
15:53:03,165,65,33,52,0,5,1
15:53:04,166,65,18,52,0,5,1
15:53:05,167,65,19,52,0,5,1
15:53:06,168,65,16,52,0,5,1
15:53:07,169,65,19,52,0,5,1
15:53:08,170,65,19,52,0,5,1
15:53:09,171,65,35,52,0,5,1
15:53:10,172,66,36,52,0,5,1
15:53:11,173,66,39,52,0,5,1
15:53:12,174,66,38,51,0,5,1
15:53:13,175,66,28,52,0,5,1
15:53:14,176,66,23,52,0,5,1
15:53:15,177,66,23,52,0,5,1
15:53:16,178,66,21,52,0,5,1
15:53:17,179,66,17,52,0,5,1
15:53:18,180,66,16,52,0,5,1
15:53:19,181,66,17,52,0,5,1
15:53:20,182,66,17,53,0,5,1
15:53:21,183,66,17,52,0,5,1
15:53:22,184,66,16,52,0,5,1
15:53:23,185,66,16,52,0,5,1
15:53:24,186,66,16,53,0,5,1
15:53:25,187,66,32,53,0,5,1
15:53:26,188,66,34,52,0,5,1
15:53:27,189,66,37,52,0,5,1
15:53:28,190,66,30,52,0,5,1
15:53:29,191,66,29,52,0,5,1
15:53:30,192,65,28,53,0,5,1
15:53:31,193,65,29,52,0,5,1
15:53:32,194,65,30,53,0,5,1
15:53:33,195,65,20,52,0,5,1
15:53:34,196,65,20,52,0,5,1
15:53:35,197,65,55,52,0,5,1
15:53:36,198,65,45,52,0,5,1
15:53:37,199,65,50,52,0,5,1
15:53:38,200,65,19,52,0,5,1
15:53:39,201,65,29,52,0,5,1
15:53:40,202,65,32,53,0,5,1
15:53:41,203,65,28,52,0,5,1
15:53:42,204,65,26,52,0,5,1
15:53:43,205,66,38,52,0,5,1
15:53:44,206,66,76,51,0,5,1
15:53:45,207,66,33,52,0,5,1
15:53:46,208,66,35,51,0,5,1
15:53:47,209,66,73,52,0,5,1
15:53:48,210,66,54,51,0,5,1
15:53:49,211,66,37,52,0,5,1
15:53:50,212,65,75,52,0,5,1
15:53:51,213,65,25,52,0,5,1
15:53:52,214,65,43,52,0,5,1
15:53:53,215,65,55,52,0,5,1
15:53:54,216,65,56,52,0,5,1
15:53:55,217,65,69,52,0,5,1
15:53:56,218,65,45,52,0,5,1
15:53:57,219,65,68,52,0,5,1
15:53:58,220,64,20,52,0,5,1
15:53:59,221,64,40,52,0,5,1
15:54:00,222,65,55,52,0,5,1
15:54:01,223,70,74,52,0,5,1
15:54:02,224,71,72,52,0,5,1
15:54:03,225,71,16,52,0,5,1
15:54:04,226,72,28,52,0,5,1
15:54:05,227,72,39,52,0,5,1
15:54:06,228,72,55,53,0,5,1
15:54:07,229,72,42,52,0,5,1
15:54:08,230,72,59,53,0,5,1
15:54:09,231,72,53,52,0,5,1
15:54:10,232,71,60,52,0,5,1
15:54:11,233,71,31,52,0,5,1
15:54:12,234,71,26,52,0,5,1
15:54:13,235,71,54,51,0,5,1
15:54:14,236,71,23,52,0,5,1
15:54:15,237,71,63,51,0,5,1
15:54:16,238,71,17,52,0,5,1
15:54:17,239,71,57,51,0,5,1
15:54:18,240,71,59,52,0,5,1
15:54:19,241,71,37,52,0,5,1
15:54:20,242,71,54,52,0,5,1
15:54:21,243,72,55,52,0,5,1
15:54:22,244,72,59,52,0,5,1
15:54:23,245,72,61,52,0,5,1
15:54:24,246,72,51,53,0,5,1
15:54:25,247,72,63,53,0,5,1
15:54:26,248,71,61,52,0,5,1
15:54:27,249,71,63,52,0,5,1
15:54:28,250,71,72,52,0,5,1
15:54:29,251,71,71,52,0,5,1
15:54:30,252,72,64,52,0,5,1
15:54:31,253,72,60,51,0,5,1
15:54:32,254,72,67,51,0,5,1
15:54:33,255,72,67,51,0,5,1
15:54:34,256,72,70,52,0,5,1
15:54:35,257,71,73,51,0,5,1
15:54:36,258,71,67,52,0,5,1
15:54:37,259,71,50,52,0,5,1
15:54:38,260,70,49,51,0,5,1
15:54:39,261,70,46,52,0,5,1
15:54:40,262,70,53,51,0,5,1
15:54:41,263,70,62,52,0,5,1
15:54:42,264,70,70,52,0,5,1
15:54:43,265,70,71,52,0,5,1
15:54:44,266,70,67,51,0,5,1
15:54:45,267,70,65,52,0,5,1
15:54:46,268,70,66,52,0,5,1
15:54:47,269,70,68,53,0,5,1
15:54:48,270,70,65,52,0,5,1
15:54:49,271,70,66,52,0,5,1
15:54:50,272,70,62,52,0,5,1
15:54:51,273,70,64,52,0,5,1
15:54:52,274,70,64,52,0,5,1
15:54:53,275,70,62,52,0,5,1
15:54:54,276,70,70,52,0,5,1
15:54:55,277,70,74,53,0,5,1
15:54:56,278,70,72,52,0,5,1
15:54:57,279,70,68,52,0,5,1
15:54:58,280,70,71,53,0,5,1
15:54:59,281,70,69,52,0,5,1
15:55:00,282,73,69,52,0,5,1
15:55:01,283,73,63,52,0,5,1
15:55:02,284,73,67,52,0,5,1
15:55:03,285,73,65,52,0,5,1
15:55:04,286,73,66,53,0,5,1
15:55:05,287,73,72,53,0,5,1
15:55:06,288,73,68,53,0,5,1
15:55:07,289,73,66,52,0,5,1
15:55:08,290,73,69,52,0,5,1
15:55:09,291,73,47,53,0,5,1
15:55:10,292,74,21,53,0,5,1
15:55:11,293,74,25,52,0,5,1
15:55:12,294,74,15,53,0,5,1
15:55:13,295,74,70,52,0,5,1
15:55:14,296,74,75,53,0,5,1
15:55:15,297,74,73,53,0,5,1
15:55:16,298,74,63,52,0,5,1
15:55:17,299,74,67,52,0,5,1
15:55:18,300,74,63,52,0,5,1
15:55:19,301,74,61,53,0,5,1
15:55:20,302,70,63,53,0,5,1
15:55:21,303,70,61,53,0,5,1
15:55:22,304,70,59,53,0,5,1
15:55:23,305,70,62,54,0,5,1
15:55:24,306,70,66,53,0,5,1
15:55:25,307,70,54,53,0,5,1
15:55:26,308,70,56,53,0,5,1
15:55:27,309,70,54,53,0,5,1
15:55:28,310,70,53,52,0,5,1
15:55:29,311,70,44,53,0,5,1
15:55:30,312,70,62,52,0,5,1
15:55:31,313,70,59,53,0,5,1
15:55:32,314,70,46,53,0,5,1
15:55:33,315,70,56,53,0,5,1
15:55:34,316,70,42,52,0,5,1
15:55:35,317,70,63,53,0,5,1
15:55:36,318,70,67,52,0,5,1
15:55:37,319,70,59,53,0,5,1
15:55:38,320,70,59,52,0,5,1
15:55:39,321,70,59,52,0,5,1
15:55:40,322,71,59,51,0,5,1
15:55:41,323,71,18,52,0,5,1
15:55:42,324,71,56,51,0,5,1
15:55:43,325,71,60,52,0,5,1
15:55:44,326,71,61,52,0,5,1
15:55:45,327,71,50,53,0,5,1
15:55:46,328,71,61,52,0,5,1
15:55:47,329,71,31,52,0,5,1
15:55:48,330,71,65,52,0,5,1
15:55:49,331,71,57,53,0,5,1
15:55:50,332,71,42,53,0,5,1
15:55:51,333,71,34,52,0,5,1
15:55:52,334,71,20,53,0,5,1
15:55:53,335,71,57,53,0,5,1
15:55:54,336,71,51,53,0,5,1
15:55:55,337,71,34,53,0,5,1
15:55:56,338,71,52,52,0,5,1
15:55:57,339,71,48,53,0,5,1
15:55:58,340,71,15,53,0,5,1
15:55:59,341,70,52,53,0,5,1
15:56:00,342,70,52,53,0,5,1
15:56:01,343,70,54,53,0,5,1
15:56:02,344,70,18,53,0,5,1
15:56:03,345,70,64,53,0,5,1
15:56:04,346,70,44,53,0,5,1
15:56:05,347,71,49,52,0,5,1
15:56:06,348,71,23,53,0,5,1
15:56:07,349,71,59,52,0,5,1
15:56:08,350,71,60,53,0,5,1
15:56:09,351,71,56,53,0,5,1
15:56:10,352,70,71,52,0,4,1
15:56:11,353,70,62,53,0,4,1
15:56:12,354,70,46,53,0,4,1
15:56:13,355,70,68,53,0,4,1
15:56:14,356,70,66,52,0,4,1
15:56:15,357,70,60,53,0,4,1
15:56:16,358,70,57,53,0,4,1
15:56:17,359,70,60,53,0,4,1
15:56:18,360,70,71,52,0,4,1
15:56:19,361,70,55,53,0,4,1
15:56:20,362,67,62,52,0,4,1
15:56:21,363,67,74,52,0,4,1
15:56:22,364,67,52,53,0,4,1
15:56:23,365,67,59,52,0,4,1
15:56:24,366,67,48,53,0,4,1
15:56:25,367,67,50,53,0,4,1
15:56:26,368,67,29,52,0,4,1
15:56:27,369,67,17,53,0,4,1
15:56:28,370,67,68,53,0,4,1
15:56:29,371,67,67,53,0,4,1
15:56:30,372,66,73,53,0,4,1
15:56:31,373,66,70,53,0,4,1
15:56:32,374,66,57,53,0,4,1
15:56:33,375,66,15,52,0,4,1
15:56:34,376,66,15,52,0,4,1
15:56:35,377,66,16,53,0,4,1
15:56:36,378,66,15,53,0,4,1
15:56:37,379,66,15,52,0,4,1
15:56:38,380,66,15,53,0,4,1
15:56:39,381,66,15,53,0,4,1
15:56:40,382,66,15,53,0,4,1
15:56:41,383,66,15,53,0,4,1
15:56:42,384,66,15,52,0,4,1
15:56:43,385,66,17,52,0,4,1
15:56:44,386,66,38,53,0,4,1
15:56:45,387,66,16,53,0,4,1
15:56:46,388,66,15,53,0,4,1
15:56:47,389,66,18,53,0,4,1
15:56:48,390,67,59,53,0,4,1
15:56:49,391,67,16,52,0,4,1
15:56:50,392,67,15,52,0,4,1
15:56:51,393,66,15,52,0,4,1
15:56:52,394,66,15,53,0,4,1
15:56:53,395,66,41,52,0,4,1
15:56:54,396,67,29,53,0,4,1
15:56:55,397,67,37,53,0,4,1
15:56:56,398,67,15,52,0,4,1
15:56:57,399,67,15,52,0,4,1
15:56:58,400,67,15,53,0,4,1
15:56:59,401,67,15,53,0,4,1
15:57:00,402,70,15,53,0,4,1
15:57:01,403,70,15,52,0,4,1
15:57:02,404,70,15,52,0,4,1
15:57:03,405,70,15,53,0,4,1
15:57:04,406,70,15,52,0,4,1
15:57:05,407,70,15,53,0,4,1
15:57:06,408,70,54,53,0,4,1
15:57:07,409,70,15,52,0,4,1
15:57:08,410,69,15,53,0,4,1
15:57:09,411,69,31,53,0,4,1
15:57:10,412,69,39,53,0,4,1
15:57:11,413,68,15,52,0,4,1
15:57:12,414,68,15,53,0,4,1
15:57:13,415,68,15,52,0,4,1
15:57:14,416,68,15,52,0,4,1
15:57:15,417,68,16,53,0,4,1
15:57:16,418,68,15,53,0,4,1
15:57:17,419,68,15,53,0,4,1
15:57:18,420,68,37,53,0,4,1
15:57:19,421,68,29,52,0,4,1
15:57:20,422,69,15,53,0,4,1
15:57:21,423,69,22,53,0,4,1
15:57:22,424,69,15,53,0,4,1
15:57:23,425,69,15,53,0,4,1
15:57:24,426,69,15,53,0,4,1
15:57:25,427,69,15,53,0,4,1
15:57:26,428,69,15,54,0,4,1
15:57:27,429,69,15,53,0,4,1
15:57:28,430,69,15,53,0,4,1
15:57:29,431,69,15,53,0,4,1
15:57:30,432,69,15,53,0,4,1
15:57:31,433,69,16,54,0,4,1
15:57:32,434,69,35,53,0,4,1
15:57:33,435,69,56,53,0,4,1
15:57:34,436,69,52,53,0,4,1
15:57:35,437,69,51,53,0,4,1
15:57:36,438,69,31,53,0,4,1
15:57:37,439,69,46,53,0,4,1
15:57:38,440,69,50,53,0,4,1
15:57:39,441,69,54,53,0,4,1
15:57:40,442,69,60,53,0,4,1
15:57:41,443,69,59,53,0,4,1
15:57:42,444,69,60,53,0,4,1
15:57:43,445,69,62,53,0,4,1
15:57:44,446,69,57,53,0,4,1
15:57:45,447,69,50,53,0,4,1
15:57:46,448,69,57,53,0,4,1
15:57:47,449,69,71,53,0,4,1
15:57:48,450,69,67,53,0,4,1
15:57:49,451,69,65,53,0,4,1
15:57:50,452,69,61,52,0,4,1
15:57:51,453,69,60,52,0,4,1
15:57:52,454,69,62,52,0,4,1
15:57:53,455,69,60,53,0,4,1
15:57:54,456,69,62,52,0,4,1
15:57:55,457,69,61,53,0,4,1
15:57:56,458,69,62,52,0,4,1
15:57:57,459,69,50,53,0,4,1
15:57:58,460,69,48,53,0,4,1
15:57:59,461,69,58,53,0,4,1
15:58:00,462,72,66,53,0,4,1
15:58:01,463,72,62,52,0,4,1
15:58:02,464,72,62,53,0,4,1
15:58:03,465,72,61,53,0,4,1
15:58:04,466,72,65,52,0,4,1
15:58:05,467,72,66,53,0,4,1
15:58:06,468,72,67,53,0,4,1
15:58:07,469,72,69,52,0,4,1
15:58:08,470,72,68,53,0,4,1
15:58:09,471,72,69,53,0,4,1
15:58:10,472,70,56,52,0,4,1
15:58:11,473,70,65,53,0,4,1
15:58:12,474,70,68,52,0,4,1
15:58:13,475,70,69,52,0,4,1
15:58:14,476,70,61,53,0,4,1
15:58:15,477,70,68,53,0,4,1
15:58:16,478,70,65,52,0,4,1
15:58:17,479,70,68,53,0,4,1
15:58:18,480,70,58,52,0,4,1
15:58:19,481,70,68,52,0,4,1
15:58:20,482,69,68,53,0,4,1
15:58:21,483,69,63,53,0,4,1
15:58:22,484,69,62,53,0,4,1
15:58:23,485,69,66,54,0,4,1
15:58:24,486,69,61,54,0,4,1
15:58:25,487,69,62,53,0,4,1
15:58:26,488,69,64,54,0,4,1
15:58:27,489,69,65,53,0,4,1
15:58:28,490,69,63,53,0,4,1
15:58:29,491,69,65,53,0,4,1
15:58:30,492,68,65,52,0,4,1
15:58:31,493,68,67,52,0,4,1
15:58:32,494,68,67,53,0,4,1
15:58:33,495,68,68,54,0,4,1
15:58:34,496,68,69,53,0,4,1
15:58:35,497,68,71,53,0,4,1
15:58:36,498,68,67,53,0,4,1
15:58:37,499,68,67,53,0,4,1
15:58:38,500,68,67,52,0,4,1
15:58:39,501,68,64,53,0,4,1
15:58:40,502,68,68,52,0,4,1
15:58:41,503,68,65,52,0,4,1
15:58:42,504,68,70,53,0,4,1
15:58:43,505,68,59,53,0,4,1
15:58:44,506,68,70,53,0,4,1
15:58:45,507,68,69,52,0,4,1
15:58:46,508,68,70,53,0,4,1
15:58:47,509,67,60,53,0,4,1
15:58:48,510,67,65,53,0,4,1
15:58:49,511,67,64,52,0,4,1
15:58:50,512,67,67,52,0,4,1
15:58:51,513,68,66,53,0,4,1
15:58:52,514,68,67,52,0,4,1
15:58:53,515,68,70,53,0,4,1
15:58:54,516,69,70,53,0,4,1
15:58:55,517,69,66,53,0,4,1
15:58:56,518,70,72,53,0,4,1
15:58:57,519,70,68,53,0,4,1
15:58:58,520,71,71,53,0,4,1
15:58:59,521,71,69,53,0,4,1
15:59:00,522,72,72,53,0,4,1
15:59:01,523,72,69,53,0,4,1
15:59:02,524,73,69,53,0,4,1
15:59:03,525,74,70,53,0,4,1
15:59:04,526,74,66,52,0,4,1
15:59:05,527,74,66,53,0,4,1
15:59:06,528,74,61,52,0,4,1
15:59:07,529,74,66,53,0,4,1
15:59:08,530,74,68,53,0,4,1
15:59:09,531,74,65,52,0,4,1
15:59:10,532,74,63,53,0,4,1
15:59:11,533,74,66,52,0,4,1
15:59:12,534,74,49,53,0,4,1
15:59:13,535,74,52,53,0,4,1
15:59:14,536,74,62,52,0,4,1
15:59:15,537,74,66,52,0,4,1
15:59:16,538,74,70,53,0,4,1
15:59:17,539,74,70,52,0,4,1
15:59:18,540,73,68,53,0,4,1
15:59:19,541,73,67,53,0,4,1
15:59:20,542,73,63,53,0,4,1
15:59:21,543,73,67,52,0,4,1
15:59:22,544,73,68,53,0,4,1
15:59:23,545,73,70,53,0,4,1
15:59:24,546,73,68,54,0,4,1
15:59:25,547,73,64,53,0,4,1
15:59:26,548,73,64,53,0,4,1
15:59:27,549,73,68,53,0,4,1
15:59:28,550,73,68,53,0,4,1
15:59:29,551,73,64,54,0,4,1
15:59:30,552,73,66,53,0,4,1
15:59:31,553,73,69,53,0,4,1
15:59:32,554,73,68,54,0,4,1
15:59:33,555,73,64,53,0,4,1
15:59:34,556,73,68,53,0,4,1
15:59:35,557,73,68,53,0,4,1
15:59:36,558,73,68,54,0,4,1
15:59:37,559,73,65,53,0,4,1
15:59:38,560,72,66,54,0,4,1
15:59:39,561,72,65,52,0,4,1
15:59:40,562,72,65,52,0,4,1
15:59:41,563,72,61,53,0,4,1
15:59:42,564,72,62,52,0,4,1
15:59:43,565,73,63,53,0,4,1
15:59:44,566,74,63,53,0,4,1
15:59:45,567,75,65,52,0,4,1
15:59:46,568,75,65,53,0,4,1
15:59:47,569,75,65,53,0,4,1
15:59:48,570,75,69,52,0,4,1
15:59:49,571,75,69,53,0,4,1
15:59:50,572,75,68,52,0,4,1
15:59:51,573,75,66,53,0,4,1
15:59:52,574,75,66,52,0,4,1
15:59:53,575,75,15,53,0,4,1
15:59:54,576,75,15,52,0,4,1
15:59:55,577,75,45,52,0,4,1
15:59:56,578,75,15,53,0,4,1
15:59:57,579,75,15,52,0,4,1
15:59:58,580,75,15,52,0,4,1
15:59:59,581,75,15,52,0,4,1
16:00:00,582,75,68,53,0,4,1
16:00:01,583,75,77,52,0,4,1
16:00:02,584,75,75,52,0,4,1
16:00:03,585,75,74,53,0,4,1
16:00:04,586,75,77,53,0,4,1
16:00:05,587,75,77,54,0,4,1
16:00:06,588,75,77,53,0,4,1
16:00:07,589,75,78,49,0,4,1
16:00:08,590,75,76,44,0,4,1
16:00:09,591,75,72,209,0,4,1
16:00:10,592,75,15,10,0,4,1
16:00:11,593,75,15,25,0,4,1
16:00:12,594,74,67,35,0,4,1
16:00:13,595,74,64,13,0,4,1
16:00:14,596,74,67,3,0,4,1
16:00:15,597,74,57,5,0,4,1
16:00:16,598,74,19,6,0,4,1
16:00:17,599,74,15,4,0,4,1
16:00:18,600,74,65,4,1,4,1
16:00:19,601,74,45,5,0,4,1
16:00:20,602,74,45,11,0,4,1
16:00:21,603,73,56,38,0,4,1
16:00:22,604,73,28,48,0,4,1
16:00:23,605,73,38,48,0,4,1
16:00:24,606,73,16,48,0,4,1
16:00:25,607,72,58,48,0,4,1
16:00:26,608,72,52,48,0,4,1
16:00:27,609,72,51,49,0,4,1
16:00:28,610,73,15,48,0,4,1
16:00:29,611,73,17,48,0,4,1
16:00:30,612,72,15,48,0,4,1
16:00:31,613,71,52,48,0,4,1
16:00:32,614,71,15,48,0,4,1
16:00:33,615,71,53,48,0,4,1
16:00:34,616,70,35,48,0,4,1
16:00:35,617,70,15,48,0,4,1
16:00:36,618,70,46,48,0,4,1
16:00:37,619,70,15,48,0,4,1
16:00:38,620,70,15,48,0,4,1
16:00:39,621,70,15,48,0,4,1
16:00:40,622,70,15,49,0,4,1
16:00:41,623,70,15,48,0,4,1
16:00:42,624,69,62,49,0,4,1
16:00:43,625,68,62,48,0,4,1
16:00:44,626,68,15,49,0,4,1
16:00:45,627,67,15,49,0,4,1
16:00:46,628,66,33,48,0,4,1
16:00:47,629,66,15,48,0,4,1
16:00:48,630,66,40,48,0,4,1
16:00:49,631,66,43,48,0,4,1
16:00:50,632,66,44,48,0,4,1
16:00:51,633,66,15,48,0,4,1
16:00:52,634,66,15,48,0,4,1
16:00:53,635,66,15,48,0,4,1
16:00:54,636,66,15,48,0,4,1
16:00:55,637,66,15,48,0,4,1
16:00:56,638,66,50,48,0,4,1
16:00:57,639,66,53,47,0,4,1
16:00:58,640,66,47,48,0,4,1
16:00:59,641,66,15,47,0,4,1
16:01:00,642,66,15,48,0,4,1
16:01:01,643,66,15,48,0,4,1
16:01:02,644,66,15,49,0,4,1
16:01:03,645,66,15,48,0,4,1
16:01:04,646,66,15,48,0,4,1
16:01:05,647,66,15,47,0,4,1
16:01:06,648,66,15,48,0,4,1
16:01:07,649,65,15,48,0,4,1
16:01:08,650,65,15,48,0,4,1
16:01:09,651,65,15,48,0,4,1
16:01:10,652,65,33,48,0,4,1
16:01:11,653,65,17,48,0,4,1
16:01:12,654,65,15,49,0,4,1
16:01:13,655,65,66,48,0,4,1
16:01:14,656,66,67,49,0,4,1
16:01:15,657,66,60,48,0,4,1
16:01:16,658,67,57,48,0,4,1
16:01:17,659,67,62,48,0,4,1
16:01:18,660,67,69,48,0,4,1
16:01:19,661,67,52,49,0,4,1
16:01:20,662,67,57,48,0,4,1
16:01:21,663,67,55,49,0,4,1
16:01:22,664,66,76,48,0,4,1
16:01:23,665,66,77,48,0,4,1
16:01:24,666,66,74,49,0,4,1
16:01:25,667,66,70,49,0,4,1
16:01:26,668,66,56,49,0,4,1
16:01:27,669,66,67,48,0,4,1
16:01:28,670,66,66,49,0,4,1
16:01:29,671,66,58,49,0,4,1
16:01:30,672,66,66,49,0,4,1
16:01:31,673,66,65,49,0,4,1
16:01:32,674,66,66,49,0,4,1
16:01:33,675,66,65,48,0,4,1
16:01:34,676,66,68,48,0,4,1
16:01:35,677,66,62,49,0,4,1
16:01:36,678,66,55,49,0,4,1
16:01:37,679,66,60,49,0,4,1
16:01:38,680,66,50,49,0,4,1
16:01:39,681,66,53,49,0,4,1
16:01:40,682,66,62,49,0,4,1
16:01:41,683,66,62,49,0,4,1
16:01:42,684,66,59,49,0,4,1
16:01:43,685,66,66,49,0,4,1
16:01:44,686,66,59,49,0,4,1
16:01:45,687,66,52,49,0,4,1
16:01:46,688,66,57,49,0,4,1
16:01:47,689,66,60,49,0,4,1
16:01:48,690,66,59,49,0,4,1
16:01:49,691,66,31,48,0,4,1
16:01:50,692,66,48,49,0,4,1
16:01:51,693,66,68,48,0,4,1
16:01:52,694,66,57,48,0,4,1
16:01:54,695,66,58,48,0,4,1
16:01:54,696,66,57,48,0,4,1
16:01:55,697,66,60,49,0,4,1
16:01:56,698,66,56,48,0,4,1
16:01:57,699,66,63,48,0,4,1
16:01:58,700,66,67,48,0,4,1
16:01:59,701,66,64,48,0,4,1
16:02:00,702,60,65,47,0,4,1
16:02:01,703,60,66,48,0,4,1
16:02:02,704,60,59,48,0,4,1
16:02:03,705,60,62,47,0,4,1
16:02:04,706,60,60,48,0,4,1
16:02:05,707,60,23,47,0,4,1
16:02:06,708,60,15,48,0,4,1
16:02:07,709,60,44,48,0,4,1
16:02:08,710,60,53,48,0,4,1
16:02:09,711,60,45,48,0,4,1
16:02:10,712,59,37,47,0,4,1
16:02:11,713,59,15,48,0,4,1
16:02:12,714,59,47,48,0,4,1
16:02:13,715,59,57,47,0,4,1
16:02:14,716,59,62,48,0,4,1
16:02:15,717,59,63,48,0,4,1
16:02:16,718,59,60,48,0,4,1
16:02:17,719,59,63,47,0,4,1
16:02:18,720,59,59,48,0,4,1
16:02:19,721,59,54,47,0,4,1
16:02:20,722,60,35,49,0,4,1
16:02:21,723,60,44,48,0,4,1
16:02:22,724,60,48,48,0,4,1
16:02:23,725,60,61,48,0,4,1
16:02:24,726,60,62,47,0,4,1
16:02:25,727,60,67,48,0,4,1
16:02:26,728,60,49,47,0,4,1
16:02:27,729,60,56,47,0,4,1
16:02:28,730,60,62,48,0,4,1
16:02:29,731,60,68,48,0,4,1
16:02:30,732,61,66,48,0,4,1
16:02:31,733,61,57,48,0,4,1
16:02:32,734,61,61,48,0,4,1
16:02:33,735,61,61,48,0,4,1
16:02:34,736,61,57,48,0,4,1
16:02:35,737,61,66,48,0,4,1
16:02:36,738,61,60,48,0,4,1
16:02:37,739,61,61,48,0,4,1
16:02:38,740,61,62,48,0,4,1
16:02:39,741,61,57,48,0,4,1
16:02:40,742,61,71,48,0,4,1
16:02:41,743,61,66,48,0,4,1
16:02:42,744,61,60,47,0,4,1
16:02:43,745,61,62,47,0,4,1
16:02:44,746,61,60,46,0,4,1
16:02:45,747,61,57,46,0,4,1
16:02:46,748,61,60,47,0,4,1
16:02:47,749,61,60,47,0,4,1
16:02:48,750,61,56,46,0,4,1
16:02:49,751,61,58,47,0,4,1
16:02:50,752,60,60,47,0,4,1
16:02:51,753,60,59,48,0,4,1
16:02:52,754,60,61,47,0,4,1
16:02:53,755,60,61,47,0,4,1
16:02:54,756,60,63,47,0,4,1
16:02:55,757,60,60,48,0,4,1
16:02:56,758,60,62,47,0,4,1
16:02:57,759,60,62,48,0,4,1
16:02:58,760,60,57,47,0,4,1
16:02:59,761,60,65,48,0,4,1
16:03:00,762,61,67,48,0,4,1
16:03:01,763,61,53,48,0,4,1
16:03:02,764,61,63,47,0,4,1
16:03:03,765,60,56,48,0,4,1
