LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z,LIGHT (lux),PROXIMITY (i),SOUND LEVEL (dB),YYYY-MO-DD HH-MI-SS_SSS
0.0145,0.0121,0.0023,46.5791,2,15.393,15:34:58:135
6.00E-04,-0.0107,-0.012,47.4201,2,15.685,15:34:59:135
0.0187,0.0125,-0.007,47.584,2,15.702,15:35:00:134
-0.0123,-0.0303,-0.0636,47.5729,2,15.847,15:35:01:133
-0.01,0.0263,0.049,47.5707,2,15.504,15:35:02:135
-0.0079,-0.0105,0.0166,47.5798,2,15.352,15:35:03:136
0.0086,0.024,0.0199,47.5806,2,15.356,15:35:04:135
0.029,-0.0206,-0.0543,47.1566,2,15.336,15:35:05:134
-0.023,-0.0426,0.0443,47.5798,2,15.268,15:35:06:136
0.0137,0.0304,0.006,47.42,2,15.382,15:35:07:135
-0.0085,-0.0347,-0.007,47.4208,2,15.361,15:35:08:135
-0.0166,-0.0042,-0.049,47.8184,2,15.427,15:35:09:134
0.0167,-0.0316,0.0292,47.5819,2,15.475,15:35:10:135
0.0011,-0.0405,-0.0312,47.4193,2,15.513,15:35:11:136
-0.0102,-0.0375,0.0027,48.1569,2,17.1,15:35:12:135
-0.0148,-0.0233,0.0219,48.4178,2,15.569,15:35:13:135
0.0087,0.0268,-0.028,48.1593,2,23.398,15:35:14:135
-0.0247,-0.0133,-0.0438,47.8398,2,20.914,15:35:15:136
0.0211,0.0373,-0.0369,48.1628,2,15.365,15:35:16:135
-0.0143,0.0038,-0.0422,47.5837,2,15.377,15:35:17:135
0.0185,0.0104,-0.0163,47.5787,2,19.25,15:35:18:135
0.003,0.0178,0.0753,47.4259,2,15.432,15:35:19:134
-0.0082,-0.0152,-0.0122,46.8429,2,15.453,15:35:20:134
-7.00E-04,-0.051,-0.0067,47.5803,2,15.459,15:35:21:134
-0.0152,6.00E-04,0.0078,47.4162,2,15.504,15:35:22:134
0.0195,-0.0047,0.0286,47,2,15.44,15:35:23:134
-0.0233,-0.0268,-0.0271,47.5803,2,15.335,15:35:24:134
0.0094,-0.0165,-0.0133,47.5789,2,16.758,15:35:25:135
-0.0048,0.0021,-0.0256,47,2,16.524,15:35:26:135
-0.0084,0.0258,-0.0187,47.1582,2,15.955,15:35:27:134
-0.014,-7.00E-04,0.0551,47,2,15.807,15:35:28:135
0.0063,-0.0103,0.0142,47.58,2,15.417,15:35:29:135
0.0141,0.0113,0.0157,47.1583,2,15.414,15:35:30:134
-0.012,0.0394,0.0506,46.8391,2,29.59,15:35:31:136
-0.03,0.0035,-0.048,47.5795,2,15.367,15:35:32:134
-0.0168,0.0082,-0.019,47.1608,2,15.348,15:35:33:135
0.0232,-0.0223,-0.091,46,2,15.342,15:35:34:135
0.0474,-1.00E-04,-0.0212,47.5889,2,39.257,15:35:35:135
0.0058,0.0071,0.0267,47.1669,2,15.455,15:35:36:134
-0.0032,-0.0273,0.0564,47.4208,2,15.538,15:35:37:135
-0.0144,-0.011,0.0066,47.5656,2,16.671,15:35:38:134
-0.0376,-0.0356,0.0581,47.1714,2,50.866,15:35:39:134
0.0251,-0.0258,-0.0097,46.8392,2,22.09,15:35:40:135
-0.0033,0.0438,-0.0508,47.5807,2,15.302,15:35:41:134
-0.0301,-0.0215,-0.0855,46.858,2,16.641,15:35:42:134
-0.0175,-0.0037,-0.0088,46,2,15.419,15:35:43:134
0.0144,-0.0011,-0.0592,47.5758,2,15.941,15:35:44:135
0.008,0.0051,0.0112,47.1519,2,16.666,15:35:45:134
-0.02,0.0117,0.009,46.8471,2,15.421,15:35:46:135
0.0026,-7.00E-04,0.0363,47.5702,2,15.373,15:35:47:134
-0.0032,-0.0222,-0.0378,47.5819,2,15.315,15:35:48:135
-0.017,0.0153,0.0494,47.1483,2,15.438,15:35:49:150
-0.0098,-0.0021,0.0138,47.4253,2,15.579,15:35:50:134
-0.0177,0.0086,-0.0288,48,2,15.503,15:35:51:134
0.0234,-0.0554,-0.0016,46,2,15.593,15:35:52:134
0.0084,0.0142,0.0374,47.5659,2,15.509,15:35:53:135
0.0334,0.01,-0.0259,47.4197,2,15.414,15:35:54:135
-0.0061,0.0206,-0.0353,47.1328,2,34.771,15:35:55:133
-0.0083,-0.0202,0.0028,47.4198,2,15.965,15:35:56:134
0.0195,0.0064,-0.0416,47.579,2,15.529,15:35:57:134
0.0097,-0.0179,0.0496,46.819,2,17.568,15:35:58:135
-0.0057,-0.013,-0.0714,47.4205,2,15.302,15:35:59:135
-0.005,-0.0214,0.019,47.5768,2,15.541,15:36:00:135
-0.0103,0.0266,0.0281,47.4174,2,15.408,15:36:01:134
-0.0165,-0.0194,0.0319,47.4272,2,15.408,15:36:02:134
0.0121,-0.0032,0.0071,47.5806,2,15.342,15:36:03:134
0.0072,-0.0155,-0.0151,47.1353,2,24.431,15:36:04:136
0.0034,0.0341,0.0014,47.4127,2,15.575,15:36:05:134
-0.0078,-0.0334,-0.0406,47.5864,2,15.621,15:36:06:135
-0.0229,0.0343,0.0238,46.8308,2,15.355,15:36:07:135
-0.0047,-0.0328,-0.0125,46.8363,2,15.378,15:36:08:134
0.0177,-0.0035,-0.0169,47.5803,2,15.643,15:36:09:135
0.0025,0.0522,0.0263,46.4189,2,18.195,15:36:10:134
0.0085,-0.0448,-5.00E-04,47.1595,2,15.999,15:36:11:134
0.0048,-0.0025,0.0117,47.4341,2,30.933,15:36:12:134
-0.0157,0.0087,0.0077,47.579,2,44.99,15:36:13:135
0.0195,-0.0614,0.0245,46.8425,2,15.4,15:36:14:135
-0.0054,0.0251,-0.014,47.4211,2,32.667,15:36:15:134
0.0114,0.0129,-0.0156,47.5798,2,15.425,15:36:16:134
-0.0233,0.046,0.0259,46.84,2,15.945,15:36:17:136
-0.0111,0.0173,0.0074,47.1654,2,15.423,15:36:18:134
0.0075,-0.0198,0.0608,47.566,2,15.394,15:36:19:134
-0.0292,4.00E-04,0.0095,47.1731,2,15.487,15:36:20:134
0.0039,0.0258,-0.0652,47.4166,2,15.403,15:36:21:137
-0.0374,0.0129,0.0156,47,2,15.456,15:36:22:134
-0.0044,-0.0059,-0.0072,46.8528,2,15.419,15:36:23:133
-0.0139,-0.0187,0.054,46.5788,2,15.47,15:36:24:135
3.00E-04,-0.0133,0.0216,47,2,15.584,15:36:25:134
0.0032,-0.016,0.0258,46.8429,2,15.9,15:36:26:134
-0.0023,-0.0177,0.0407,47.4156,2,15.462,15:36:27:134
-0.0099,-0.0242,-0.0507,47,2,15.398,15:36:28:136
0.0145,-4.00E-04,0.0319,47.1589,2,15.362,15:36:29:139
0.0029,-0.0338,0.0601,47.4212,2,15.443,15:36:30:134
0.0017,-0.01,0.0377,47,2,15.425,15:36:31:135
0.0363,-0.015,0.002,47.1373,2,15.465,15:36:32:134
0.012,0.0133,0.0786,46.5844,2,15.471,15:36:33:136
0.0046,0.0052,-0.0095,46.4207,2,19.298,15:36:34:134
-0.0093,-0.0219,-0.0382,47.1621,2,15.575,15:36:35:135
-0.0253,-0.0093,-0.011,46,2,15.497,15:36:36:134
-0.0133,0.0037,0.0964,47,2,15.516,15:36:37:135
0.004,-0.0178,0.0041,46.4234,2,15.46,15:36:38:135
-0.0049,0.0022,0.0121,46.5789,2,18.942,15:36:39:134
-0.0087,-0.0202,0.0432,46.4331,2,15.847,15:36:40:134
0.01,-0.0511,-0.002,47.1317,2,16.005,15:36:41:133
-0.0298,0.0233,0.0455,46.8694,2,15.678,15:36:42:133
-0.0178,0.0074,0.0016,47.4347,2,16.05,15:36:43:134
-0.0327,-0.0224,0.0246,46.5705,2,18.616,15:36:44:133
-0.0397,-0.0033,-0.0093,47.1306,2,15.429,15:36:45:134
-0.0277,0.0108,-0.0098,46.5653,2,15.624,15:36:46:133
-0.013,-0.0689,0.0471,46.4344,2,15.384,15:36:47:133
-0.0155,-0.0176,-0.0162,45.8691,2,15.428,15:36:48:134
-0.0527,-0.0251,-0.0209,46.5653,2,15.47,15:36:49:133
-0.0436,-0.0175,0.0484,46.4345,2,15.436,15:36:50:133
-0.0426,-0.0227,-0.0044,46.5661,2,15.433,15:36:51:134
-0.0451,-0.0198,-0.0417,46.4344,2,26.031,15:36:52:133
-0.0217,-0.03,-0.0656,48,2,15.512,15:36:53:133
-0.0611,-0.0044,-0.028,47.1406,2,15.749,15:36:54:133
-0.0352,0.0113,-0.0719,47.5766,2,16.005,15:36:55:135
-0.0368,-0.0158,0.001,47.4142,2,15.377,15:36:56:135
-0.0388,-0.0456,0.0804,47,2,15.654,15:36:57:134
-0.0346,0.0049,0.122,47.1624,2,15.551,15:36:58:135
-0.0137,-0.0214,0.0565,47.4203,2,16.227,15:36:59:135
-0.0591,-0.0127,-0.0542,47.4199,2,15.509,15:37:00:134
-0.0254,-0.0385,0.0057,47.1582,2,15.444,15:37:01:135
-0.0334,-0.0283,0.006,47.4321,2,24.598,15:37:02:134
-0.0421,0.0183,-0.0243,47.1575,2,15.468,15:37:03:134
-0.0337,-0.0032,-0.0064,47.5824,2,15.334,15:37:04:135
-0.0568,0.0086,-0.0275,46.8358,2,15.378,15:37:05:134
0.0064,0.0431,-0.0697,47.1586,2,15.517,15:37:06:135
-0.0424,0.0112,-0.0107,48,2,15.457,15:37:07:134
0.0084,-0.024,-0.0078,47.16,2,15.466,15:37:08:135
-0.0282,-0.0175,-0.0765,46.8122,2,15.408,15:37:09:136
-0.0155,0.0125,0.0573,47.5806,2,15.35,15:37:10:145
-0.0141,0.0215,-0.0324,46.8397,2,15.387,15:37:11:135
-0.0077,-0.0128,0.0156,46,2,16.547,15:37:12:134
-0.0103,0.0057,-0.0327,46,2,17.799,15:37:13:134
-0.018,0.0043,0.0333,47,2,15.815,15:37:14:134
9.00E-04,-0.0037,-0.0169,47,2,15.752,15:37:15:136
-0.0227,-0.0289,0.052,46.8639,2,15.564,15:37:16:133
-0.0138,-0.0126,0.0622,47,2,15.604,15:37:17:135
0.0052,0.0079,0.0103,47.5784,2,20.5,15:37:18:134
0.0071,-0.0143,0.0429,46,2,39.738,15:37:19:134
-0.0015,0.0109,-0.0633,46.5795,2,15.49,15:37:20:134
0.0121,-0.0085,-0.0211,47.5817,2,15.407,15:37:21:134
-0.0046,-0.0244,4.00E-04,47,2,45.781,15:37:22:133
-0.0066,-0.027,0.0203,47.1594,2,35.949,15:37:23:134
-0.0203,0.0194,0.0082,47.4237,2,15.582,15:37:24:135
-0.0099,0.0213,-0.0344,47.1724,2,15.534,15:37:25:135
-0.0255,0.0027,-0.0348,46.4202,2,15.388,15:37:26:135
-0.0207,0.0267,0.1298,46.5793,2,15.726,15:37:27:134
0.0138,-0.0154,-0.0183,46.8617,2,15.381,15:37:28:134
-0.0184,-0.0131,0.0206,46.8369,2,31.065,15:37:29:134
0.0096,-0.0114,0.0625,46.5791,2,51.242,15:37:30:134
-0.0126,-0.0314,0.0097,46.4143,2,22.66,15:37:31:134
0.0188,-0.0109,-0.0051,47.1492,2,17.434,15:37:32:133
-0.0028,0.0295,0.004,47.1575,2,25.699,15:37:33:134
-0.0262,0.0614,-0.0341,46.4207,2,62.234,15:37:34:134
-0.0085,-0.0073,0.0154,46.4184,2,56.157,15:37:35:136
0.0169,-0.0198,-0.0501,46.8403,2,15.416,15:37:36:136
0.0153,0.0458,-0.0564,47,2,15.793,15:37:37:134
0.009,-0.042,0.0309,46.4209,2,42.201,15:37:38:135
0.0041,-0.0121,-0.0847,46.5804,2,15.511,15:37:39:134
-0.0269,0.0318,-0.0251,46.5791,2,15.641,15:37:40:134
0.008,0.0133,0.0108,46.418,2,15.478,15:37:41:134
-0.0105,0.0208,0.0199,46.8492,2,15.568,15:37:42:134
0.0074,0.0156,-0.0038,46.4316,2,15.504,15:37:43:133
0.0035,-0.0197,0.0057,46.434,2,15.449,15:37:44:133
-0.0132,-0.0062,0.0321,47,2,15.487,15:37:45:135
0.0073,0.0276,-0.0205,47.159,2,15.392,15:37:46:134
-0.0245,-0.0044,0.0386,47.1548,2,15.795,15:37:47:134
0.032,0.0322,0.0197,46.4329,2,15.557,15:37:48:134
-0.0123,-0.0209,0.0516,47.4222,2,15.604,15:37:49:134
-0.0163,-0.0025,-0.0123,46.5741,2,15.424,15:37:50:134
0.0047,0.0012,0.0094,46.4309,2,15.301,15:37:51:134
-0.0016,-0.0442,-0.0188,46.8573,2,15.355,15:37:52:135
-0.0167,0.0036,0.033,47.1574,2,15.455,15:37:53:137
0.0105,0.0059,-0.0036,46.4285,2,15.425,15:37:54:134
-0.0032,-0.0205,-0.0044,46.5724,2,15.406,15:37:55:134
0.0039,0.0353,0.0578,46.5802,2,15.437,15:37:56:134
0.0285,0.0033,-4.00E-04,46.5723,2,15.537,15:37:57:134
-0.0159,-0.0228,-0.0283,46.4242,2,15.522,15:37:58:134
0.0262,-0.0131,-0.0233,46.8519,2,15.537,15:37:59:134
0.0098,-0.0383,-0.0757,46.4165,2,15.827,15:38:00:134
0.0141,-0.0033,0.0657,46.8416,2,39.788,15:38:01:135
-0.0124,0.0087,0.0472,47.1454,2,15.643,15:38:02:134
0.0088,5.00E-04,-0.0146,46.5802,2,15.266,15:38:03:135
-0.0266,0.0026,0.0796,46.4211,2,15.356,15:38:04:134
-0.0175,0.0017,-0.0365,46.8445,2,15.335,15:38:05:134
-0.0049,0.0152,0.0159,46.4179,2,15.673,15:38:06:134
-0.0071,0.0039,-0.0178,46.4217,2,15.775,15:38:07:135
-0.0123,0.0218,0.0029,46.579,2,15.403,15:38:08:134
-0.0227,-0.0134,-0.0226,46.4275,2,16.418,15:38:09:135
-0.0051,-0.0242,0.0454,47.1585,2,15.411,15:38:10:135
0.0031,0.0283,-0.1,46.4176,2,15.523,15:38:11:137
-0.0055,-0.0287,0.002,46.4325,2,15.474,15:38:12:135
-0.0081,-0.0121,0.0404,46.5802,2,15.444,15:38:13:136
0.0391,0.0096,0.0466,46.4264,2,15.572,15:38:14:135
0.0386,-0.0143,-0.0517,47,2,15.547,15:38:15:134
-0.017,-0.0327,-0.0153,47.1324,2,15.541,15:38:16:134
-0.008,0.0031,-0.0383,47,2,15.578,15:38:17:134
-0.0186,-0.0026,0.0604,46.4193,2,15.532,15:38:18:135
0.0017,-0.0132,-0.0018,46.5789,2,15.52,15:38:19:135
0.022,-0.0412,0.0586,46.4035,2,15.48,15:38:20:134
0.0071,-0.0106,0.0161,46.5677,2,15.438,15:38:21:135
0.0015,0.0128,0.0199,47,2,15.359,15:38:22:133
0.0013,-0.0036,-0.0039,47.5801,2,15.461,15:38:23:135
0.0077,0.0142,-0.0689,46.4198,2,15.313,15:38:24:134
-0.0314,-0.0159,-0.0403,47,2,15.396,15:38:25:136
0.0117,-0.0198,-0.027,46.4191,2,15.405,15:38:26:134
-0.0091,0.0198,-0.0464,47.4338,2,15.383,15:38:27:134
0.0145,0.0029,0.0227,46.5804,2,15.355,15:38:28:135
0.0392,-0.018,0.0588,47.4192,2,15.388,15:38:29:135
-0.0166,0.0196,0.0172,47.1577,2,15.28,15:38:30:134
-0.0288,0.025,0.0376,47.1342,2,15.356,15:38:31:135
0.0213,-0.0345,-0.0079,47.4322,2,15.473,15:38:32:135
-0.0123,0.0072,0.0278,46.5814,2,15.319,15:38:33:135
0.0029,0.0078,0.0329,46.8359,2,15.389,15:38:34:134
-0.0287,0.0251,0.09,47,2,15.391,15:38:35:134
-0.0041,-0.0184,0.0129,47.1631,2,15.344,15:38:36:134
-1.00E-04,-0.0208,0.0141,47.4179,2,15.359,15:38:37:135
-0.0124,-0.0012,0.0238,46.839,2,15.439,15:38:38:136
0.014,0.0084,-0.0396,48,2,18.501,15:38:39:134
0.006,0.0326,-0.0296,47.1604,2,15.458,15:38:40:135
-0.0128,-0.0032,-0.0258,46,2,15.343,15:38:41:135
0.001,0.0211,-0.008,47.5806,2,15.417,15:38:42:135
0.0195,-0.0248,0.0295,47.1619,2,15.569,15:38:43:135
-0.0288,-7.00E-04,-0.0617,47.1575,2,15.486,15:38:44:134
-0.0052,0.017,0.0161,46.8364,2,15.569,15:38:45:135
-0.0053,-0.0207,-0.0454,47.1539,2,15.432,15:38:46:135
0.0012,0.0011,-0.0314,46.8602,2,15.441,15:38:47:134
-0.0018,-0.0065,-0.0183,47.1604,2,38.74,15:38:48:134
-0.0276,0.0217,0.0184,47,2,15.477,15:38:49:134
-0.0156,-0.0123,-0.0128,46.8561,2,15.557,15:38:50:134
0.0058,0.0217,-0.0415,47,2,15.618,15:38:51:134
0.0167,0.0211,0.0089,46.4218,2,15.637,15:38:52:134
-5.00E-04,0.0141,-0.0091,46.4272,2,15.52,15:38:53:134
0.0228,0.0055,0.0209,46.428,2,15.516,15:38:54:134
-0.0139,-0.0091,0.0109,48,2,16.336,15:38:55:134
-0.0501,0.0052,-0.0116,46.429,2,15.598,15:38:56:135
0.0188,-0.0183,-0.0131,46.4307,2,15.574,15:38:57:134
-0.0068,0.0382,-0.0543,47.1486,2,15.448,15:38:58:134
-0.0281,-0.0069,0.0416,46.4262,2,15.513,15:38:59:134
0.011,-3.00E-04,-0.0398,46.853,2,15.457,15:39:00:134
-9.00E-04,0.006,-0.0446,47.1511,2,15.545,15:39:01:134
-0.0211,4.00E-04,0.0116,48,2,16.159,15:39:02:134
0.0213,0.0485,0.0515,46.4249,2,17.377,15:39:03:134
-0.0029,0.0151,0.0131,47,2,16.563,15:39:04:134
0.0385,-0.0237,-0.0115,46.8604,2,15.422,15:39:05:134
0.0252,-0.032,0.0085,47,2,37.786,15:39:06:134
0.0179,0.0355,0.0487,46.4309,2,15.394,15:39:07:135
-0.0375,-0.0198,-0.0239,46.576,2,15.955,15:39:08:134
-0.0106,0.0499,-0.0087,46.4227,2,15.77,15:39:09:134
-0.0152,0.0197,0.034,46.5758,2,15.531,15:39:10:134
-0.0087,-6.00E-04,0.0058,46.4276,2,15.447,15:39:11:134
-0.0042,8.00E-04,-0.0039,48,2,15.462,15:39:12:134
-0.0128,-0.0055,-0.0476,46.5747,2,15.395,15:39:13:135
-0.0048,-0.0176,-0.0096,46.4205,2,15.384,15:39:14:134
0.0365,-0.0428,0.0079,46.5811,2,15.352,15:39:15:135
0.0079,0.0247,0.0215,46.4208,2,15.323,15:39:16:135
0.0093,-0.0256,-0.0292,46.4251,2,15.461,15:39:17:135
0.0056,0.0023,-0.0511,46.5735,2,15.682,15:39:18:135
0.0121,0.0085,-0.0652,46.4197,2,15.258,15:39:19:134
0.0217,-0.0015,0.0136,46.5847,2,15.424,15:39:20:134
0.0176,0.0342,0.0023,46,2,15.335,15:39:21:135
0.0255,-0.0433,-0.0074,47.4286,2,15.467,15:39:22:134
0.0178,0.0139,-0.0248,46.4142,2,15.477,15:39:23:135
-0.0026,-0.0129,-0.0108,46.8604,2,15.509,15:39:24:135
0.0023,0.0108,-0.001,46.4309,2,15.502,15:39:25:134
-0.0063,-0.0255,-0.0098,47.1527,2,15.475,15:39:26:134
-0.0281,-0.0021,0.0336,47.5783,2,15.487,15:39:27:135
0.0318,-0.0307,-0.018,47.1466,2,15.534,15:39:28:134
0.0377,1.00E-04,0.0268,46.5808,2,15.55,15:39:29:135
-0.0022,0.0142,0.0546,46.4182,2,15.426,15:39:30:134
-0.0151,-0.0147,-0.0438,46.8409,2,15.627,15:39:31:135
0.0076,0.0146,-0.0483,46.4195,2,15.472,15:39:32:133
-0.0012,-0.0033,0.0102,46.8402,2,15.451,15:39:33:135
0.0328,-0.0209,-0.0334,46.4126,2,15.669,15:39:34:135
-0.0168,0.0051,-0.0186,46.4201,2,15.59,15:39:35:135
0.003,-0.0258,0.0126,46.5757,2,15.546,15:39:36:135
-0.0183,0.0087,0.0018,46.8357,2,15.523,15:39:37:134
0.0065,-0.0137,0.0203,46.8435,2,15.542,15:39:38:135
0.0274,-0.0085,-0.0181,47,2,15.434,15:39:39:135
0.0226,0.0265,-0.033,48,2,15.511,15:39:40:134
0.0334,0.0304,0.0407,46.4196,2,15.35,15:39:41:134
-0.0104,0.0029,-0.0031,46.4161,2,15.385,15:39:42:134
0.0017,0.0075,-0.0323,46.5876,2,15.472,15:39:43:135
-0.004,0.0208,-0.079,47.16,2,15.45,15:39:44:134
-0.0213,0.0153,0.0085,46.5851,2,15.556,15:39:45:134
-0.0161,0.0034,-0.0309,46.4209,2,15.391,15:39:46:136
0.0072,-0.0053,-0.0228,48,2,15.388,15:39:47:136
0.0293,0.0228,0.0177,47.4218,2,15.402,15:39:48:135
-0.0163,0.0093,-0.0131,46.8411,2,15.387,15:39:49:134
-0.0165,-0.0039,0.0109,47.162,2,15.467,15:39:50:134
0.002,-0.0393,0.0161,46.4283,2,15.348,15:39:51:134
-0.0079,0.0281,0.0337,47.1602,2,15.348,15:39:52:134
0.0037,0.0026,0.0338,46.8382,2,15.324,15:39:53:135
-0.0178,-0.017,-0.0106,47,2,15.269,15:39:54:134
0.0047,-0.0307,-0.0566,47.1584,2,15.372,15:39:55:135
0.0162,-0.001,0.0195,46.4189,2,15.468,15:39:56:134
0.0211,-0.007,0.0163,46.8321,2,15.371,15:39:57:134
-0.0025,-0.0062,0.0343,46.4253,2,15.36,15:39:58:134
0.0041,-0.0217,-0.0244,46.8204,2,15.432,15:39:59:134
-0.0314,-0.0317,0.0144,46.5797,2,15.359,15:40:00:135
-0.0469,0.0107,-0.0143,46.4252,2,15.464,15:40:01:135
0.0108,0.0042,-0.0161,46.417,2,15.417,15:40:02:134
0.0027,0.0203,-0.0359,46.8402,2,15.586,15:40:03:134
-0.0284,-1.00E-04,0.0301,47.421,2,15.397,15:40:04:136
-0.0052,0.0403,0.0552,46.8312,2,15.426,15:40:05:135
0.0077,0.0211,0.0577,47.4141,2,15.317,15:40:06:135
0.0116,-0.0044,0.0342,46.5815,2,15.355,15:40:07:135
-0.0194,-0.0033,-0.0221,46.5796,2,15.378,15:40:08:134
0.0155,-0.0142,-0.0192,46.8426,2,15.357,15:40:09:134
-0.0034,-0.0305,0.0221,47.1636,2,15.319,15:40:10:133
-0.0419,-0.0108,0.0182,46.4193,2,15.387,15:40:11:134
-0.0218,-9.00E-04,0.0031,47.1541,2,15.337,15:40:12:133
0.0093,-0.0393,0.0257,47,2,15.44,15:40:13:135
-0.017,-0.0046,0.0072,47.5825,2,15.355,15:40:14:136
-0.0224,0.0471,-0.0025,47.4209,2,15.404,15:40:15:134
-0.014,0.0107,0.0339,47.1855,2,15.417,15:40:16:135
0.0028,0.0149,0.0841,46.5796,2,15.403,15:40:17:134
-0.0284,-0.0058,0.006,46.4214,2,15.384,15:40:18:135
-0.0073,-0.0028,0.0447,46.5984,2,15.432,15:40:19:134
0.0029,0.0407,-0.02,46.4194,2,15.469,15:40:20:136
-0.0829,-0.0196,0.0324,46.5814,2,15.347,15:40:21:135
0.023,0.0178,-0.0201,46.4228,2,15.442,15:40:22:134
0.0104,0.011,0.0277,46.5839,2,15.396,15:40:23:135
0.0045,0.0064,-0.0086,46.4192,2,15.317,15:40:24:134
0.0078,-0.0021,-0.047,47.1567,2,17.384,15:40:25:134
0.0068,-0.0178,-0.0053,46.4227,2,30.935,15:40:26:134
0.05,-0.0155,-0.0131,46.8553,2,24.682,15:40:27:134
-0.0093,-0.0059,-0.0361,47.5733,2,17.486,15:40:28:134
-0.0095,0.0049,0.0255,47.8649,2,16.021,15:40:29:134
-0.0086,-0.0025,-2.00E-04,47.5841,2,15.511,15:40:30:134
0.007,0.0145,0.0063,46.8459,2,15.421,15:40:31:134
-0.0155,0.0283,-0.0434,47.5672,2,15.284,15:40:32:135
-0.0283,-0.0127,0.0488,47.1705,2,15.464,15:40:33:136
-0.0114,-0.0318,0.0043,47,2,15.422,15:40:34:134
0.0254,-0.0029,-0.0069,47.1544,2,15.528,15:40:35:134
0.008,-0.0206,-0.0286,47.4128,2,15.326,15:40:36:135
-0.0437,0.0086,0.0141,47.1601,2,15.294,15:40:37:134
0.0051,-0.0228,-0.059,47,2,15.292,15:40:38:135
-0.0048,0.0561,-0.0286,47.1741,2,15.4,15:40:39:135
0.0525,-0.029,0.0427,46.4193,2,15.308,15:40:40:134
-0.0234,-0.0161,0.0204,47.149,2,15.433,15:40:41:135
6.00E-04,0.0111,0.023,46.4187,2,15.677,15:40:42:134
0.0163,4.00E-04,0.003,48,2,15.426,15:40:43:135
-0.0133,0.0057,0.0425,47,2,21.712,15:40:44:134
-0.0101,0.0027,0.0656,46.8407,2,24.238,15:40:45:135
-0.0026,0.0186,0.0143,46.4193,2,17.303,15:40:46:135
-0.0132,0.0329,-0.0391,46.862,2,16.331,15:40:47:134
0.0213,0.011,0.0094,46.5662,2,40.023,15:40:48:134
0.0106,0.008,-0.0941,45.8433,2,17.491,15:40:49:134
-0.0234,0.0407,0.0374,46.4181,2,22.488,15:40:50:134
-0.0201,0.021,-0.0113,46.1617,2,15.909,15:40:51:137
-0.0089,-0.0096,0.0468,45.5736,2,30.06,15:40:52:134
-0.0529,0.0377,0.0121,45.4216,2,17.428,15:40:53:134
-0.0216,-0.0064,-3.00E-04,45.5857,2,17.937,15:40:54:136
-0.0091,0.0219,-0.0127,45.4198,2,15.882,15:40:55:135
-0.039,0.0194,0.0511,45.5802,2,15.537,15:40:56:135
0.0411,-0.0028,-0.0255,45.5811,2,15.513,15:40:57:133
-5.00E-04,-0.0269,-0.027,45.1556,2,15.436,15:40:58:134
-0.0107,0.0032,0.0397,45,2,18.714,15:40:59:135
0.0125,-4.00E-04,0.0061,44.8373,2,15.999,15:41:00:135
0.002,0.0166,-0.0213,45.5788,2,15.563,15:41:01:134
0.064,0.0115,-0.0497,45.177,2,15.382,15:41:02:134
-0.0182,-0.0075,-0.0471,45.5668,2,15.391,15:41:03:133
0.0059,0.0298,-0.009,45.1508,2,15.279,15:41:04:134
-0.0011,0.0065,0.0342,45.4133,2,15.409,15:41:05:135
0.0058,-0.0022,0.0043,45.5736,2,15.274,15:41:06:134
-0.0119,0,0.012,45.5788,2,15.498,15:41:07:135
0.0049,0.0106,0.0202,45.4216,2,15.416,15:41:08:134
-0.019,-0.0148,-0.008,45.5739,2,15.303,15:41:09:135
-0.0061,0.0232,0.0364,45.4198,2,15.272,15:41:10:134
-0.0136,0.0062,-0.0142,45.5746,2,15.316,15:41:11:134
-0.0221,-0.0249,-0.0563,45,2,15.51,15:41:12:134
-0.02,0.0299,0.0109,45.5772,2,15.224,15:41:13:134
-0.0039,-0.0098,-0.0441,45.4273,2,15.421,15:41:14:135
-0.0125,-0.0169,-0.041,46.1461,2,15.366,15:41:15:135
-3.00E-04,0.0269,0.0399,45.4273,2,15.4,15:41:16:134
0.0374,-0.0538,-0.015,45.5748,2,25.056,15:41:17:134
0.0094,0.027,-0.0619,45.4209,2,15.371,15:41:18:149
0.0127,-0.0245,0.0144,46.1575,2,15.377,15:41:19:134
0.0029,-0.041,0.021,45.4224,2,15.374,15:41:20:134
0.0131,0.0318,-0.015,46,2,15.317,15:41:21:135
-0.0208,-0.026,0.0042,45.4075,2,15.275,15:41:22:133
-0.0018,0.0025,-0.0899,45.842,2,15.303,15:41:23:135
-0.0173,0.0356,0.0049,46.1605,2,15.274,15:41:24:136
0.0301,-0.004,-0.0399,46.1583,2,15.355,15:41:25:134
3.00E-04,-0.0206,-0.0499,46,2,15.28,15:41:26:134
-0.0225,-0.022,0.0087,46.1543,2,15.336,15:41:27:134
0.0232,0.0021,-0.0285,46.4219,2,15.28,15:41:28:134
-0.0117,-0.0066,-0.0032,47,2,15.731,15:41:29:148
0.0106,-0.0213,-0.0849,46.4209,2,15.339,15:41:30:134
0.016,-0.0306,-0.075,46.1472,2,24.409,15:41:31:134
-0.0028,-0.0289,-0.0347,46.4214,2,15.369,15:41:32:134
-0.0032,-0.0104,-0.0047,46.1397,2,15.43,15:41:33:134
-0.0161,0.0118,-0.0088,46.4253,2,39.309,15:41:34:134
