Heart_Rate,Sound,Light,Phone_Active,User_Attention
96,43,42,0,5
96,41,41,0,5
96,41,41,0,5
96,44,41,0,5
96,44,41,0,5
96,42,41,0,5
96,38,42,0,5
96,43,42,0,5
96,41,42,0,5
96,42,42,0,5
94,43,42,0,5
94,43,42,0,5
94,40,41,0,5
94,42,41,0,5
94,42,41,0,5
94,41,42,0,5
94,43,42,0,5
94,39,43,0,5
94,39,42,0,5
94,34,42,0,5
94,32,41,0,5
94,31,42,0,5
94,33,42,0,5
94,31,43,0,5
94,33,42,0,5
94,31,42,0,5
94,32,41,0,5
94,31,41,0,5
94,32,41,0,5
94,31,42,0,5
93,33,42,0,5
93,32,43,0,5
93,31,42,0,5
93,32,42,0,5
93,31,42,0,5
93,32,41,0,5
93,32,41,0,5
93,33,42,0,5
93,34,42,0,5
93,32,42,0,5
96,32,42,0,5
96,33,41,0,5
96,33,41,0,5
96,33,42,0,5
96,32,42,0,5
96,34,42,0,5
96,32,41,0,5
97,31,42,0,5
97,33,42,0,5
97,33,43,0,5
97,32,42,0,5
97,41,42,0,5
97,31,41,0,5
97,31,42,0,5
97,32,42,0,5
98,30,41,0,5
98,31,42,0,5
98,30,42,0,5
98,32,41,0,5
98,32,41,0,5
98,33,41,0,5
98,31,41,0,5
98,31,42,0,5
98,31,42,0,5
98,31,42,0,5
98,29,42,0,5
98,31,41,0,5
98,32,42,0,5
98,32,42,0,5
98,33,42,0,5
99,32,42,0,5
99,32,42,0,5
99,30,41,0,5
99,31,41,0,5
99,31,42,0,5
99,31,42,0,5
99,30,42,0,5
99,33,42,0,5
99,32,42,0,5
99,32,42,0,5
94,30,42,0,5
94,31,42,0,5
94,31,42,0,5
94,31,42,0,5
94,31,41,0,5
94,32,41,0,5
94,32,42,0,5
94,34,42,0,5
94,32,42,0,5
94,32,42,0,5
91,31,41,0,5
91,34,42,0,5
91,32,42,0,5
91,29,42,0,5
91,32,42,0,5
91,31,42,0,5
91,32,41,0,5
91,33,42,0,5
91,31,42,0,5
91,32,42,0,5
89,32,42,0,5
89,31,41,0,5
89,31,41,0,5
89,31,42,0,5
89,30,42,0,5
89,32,42,0,5
89,31,42,0,5
89,31,42,0,5
89,31,41,0,5
89,30,42,0,5
88,31,42,0,5
88,32,42,0,5
88,32,42,0,5
88,31,41,0,5
88,32,41,0,5
88,32,41,0,5
88,33,42,0,5
88,32,42,0,5
88,32,42,0,5
88,32,41,0,5
89,30,42,0,5
89,32,42,0,5
89,31,42,0,5
89,29,41,0,5
89,30,42,0,5
89,30,42,0,5
89,32,41,0,5
89,31,41,0,5
89,32,41,0,5
89,31,41,0,5
87,34,42,0,5
87,30,42,0,5
87,31,42,0,5
87,29,41,0,5
87,31,41,0,5
87,31,41,0,5
87,31,42,0,5
87,32,42,0,5
87,32,41,0,5
87,30,41,0,5
88,31,42,0,5
88,31,42,0,5
88,32,42,0,5
88,31,41,0,5
88,31,41,0,5
88,32,41,0,5
88,32,42,0,5
88,31,42,0,5
88,31,41,0,5
88,33,41,0,5
86,31,41,0,5
86,30,42,0,5
86,31,42,0,5
86,31,42,0,5
86,31,41,0,5
86,30,41,0,5
86,30,42,0,5
86,31,42,0,5
86,31,42,0,5
86,33,42,0,5
83,31,41,0,5
83,32,42,0,5
83,31,42,0,5
83,31,42,0,5
83,31,42,0,5
83,33,42,0,5
83,31,41,0,5
83,33,42,0,5
83,33,42,0,5
83,32,42,0,5
84,31,42,0,5
84,31,41,0,5
84,32,42,0,5
84,33,42,0,5
84,31,42,0,5
84,33,42,0,5
84,32,42,0,5
84,32,42,0,5
84,32,42,0,5
84,31,42,0,5
88,29,42,0,5
88,31,42,0,5
88,32,42,0,5
88,31,41,0,5
88,30,41,0,5
88,32,41,0,5
88,33,42,0,5
88,31,42,0,5
88,32,42,0,5
88,33,42,0,5
91,33,42,0,5
91,32,41,0,5
91,31,41,0,5
91,32,42,0,5
91,32,41,0,5
91,32,42,0,5
91,32,42,0,5
91,33,41,0,5
91,31,41,0,5
91,33,41,0,5
92,34,42,0,5
92,32,42,0,5
92,31,42,0,5
92,32,42,0,5
92,32,42,0,5
92,32,42,0,5
92,32,42,0,5
92,30,42,0,5
92,31,42,0,5
92,31,42,0,5
95,30,42,0,5
95,32,42,0,5
95,31,42,0,5
95,32,42,0,5
95,32,41,0,5
95,31,42,0,5
95,33,42,0,5
95,30,42,0,5
95,31,42,0,5
95,32,41,0,5
93,31,41,0,5
94,31,41,0,5
94,31,41,0,1
94,31,42,0,1
94,32,42,0,1
94,33,42,0,1
94,31,41,0,1
94,32,41,0,1
94,32,41,0,1
94,30,42,0,1
95,31,42,0,1
95,31,42,0,1
95,32,42,0,1
95,31,42,0,1
95,31,41,0,1
95,32,41,0,1
95,31,41,0,1
95,31,42,0,1
95,32,42,0,1
95,31,42,0,1
94,32,41,0,1
94,30,42,0,1
94,29,42,0,1
94,31,42,0,1
94,31,42,0,1
94,31,42,0,1
94,30,42,0,1
94,32,41,0,1
94,33,41,0,1
94,32,42,0,1
93,30,42,0,1
93,31,42,0,1
93,30,42,0,1
93,32,41,0,1
93,31,41,0,1
93,32,42,0,1
93,32,42,0,1
93,29,42,0,1
93,31,41,0,1
93,31,41,0,1
93,32,42,0,1
93,32,42,0,1
93,33,42,0,1
93,30,42,0,1
93,31,41,0,1
93,31,42,0,1
93,32,42,0,1
93,30,42,0,1
93,30,42,0,1
93,31,42,0,1
90,30,42,0,1
90,32,42,0,1
90,30,41,0,1
90,32,42,0,1
90,34,42,0,1
90,32,41,0,1
90,31,42,0,1
90,31,42,0,1
90,30,42,0,1
90,30,42,0,1
91,31,41,0,1
91,31,41,0,1
91,32,42,0,1
91,30,42,0,1
91,31,42,0,1
91,33,41,0,1
91,34,42,0,1
91,32,42,0,1
91,32,42,0,1
91,31,42,0,1
90,29,41,0,1
90,30,42,0,1
90,31,42,0,1
90,30,42,0,1
90,31,42,0,1
90,32,42,0,1
90,31,41,0,1
90,33,42,0,1
90,32,42,0,1
90,30,42,0,1
89,30,42,0,1
89,31,42,0,1
89,30,42,0,1
89,31,42,0,1
89,33,41,0,1
89,33,41,0,1
89,30,41,0,1
89,31,42,0,1
89,30,42,0,1
89,32,42,0,1
89,31,41,0,1
89,30,41,0,1
90,31,41,0,1
90,32,41,0,1
90,31,42,0,1
90,32,42,0,1
90,33,42,0,1
90,30,41,0,1
90,31,41,0,1
90,32,42,0,1
91,31,42,0,1
91,30,42,0,1
91,29,42,0,1
91,30,42,0,1
91,29,42,0,1
91,32,41,0,1
91,30,41,0,1
91,31,41,0,1
91,31,42,0,1
91,31,42,0,1
90,30,42,0,1
90,32,42,0,1
90,29,42,0,1
90,32,41,0,1
89,32,41,0,1
89,31,41,0,1
89,30,41,0,1
89,31,42,0,1
89,30,42,0,1
89,31,42,0,1
89,34,121,1,1
89,29,5,0,1
89,26,5,0,1
88,24,5,0,1
88,27,5,0,1
88,23,5,0,1
88,23,5,0,1
88,24,5,0,1
88,22,5,0,1
88,24,6,0,1
89,22,5,0,1
89,21,6,0,1
89,22,6,0,1
89,23,5,0,1
89,24,5,0,1
89,25,5,0,1
89,23,5,0,1
89,24,5,0,1
89,23,5,0,1
89,23,5,0,1
92,22,5,0,1
92,24,5,0,1
92,25,5,0,1
92,25,5,0,1
92,24,5,0,1
92,22,5,0,1
92,24,5,0,1
92,24,5,0,1
92,25,5,0,1
92,22,5,0,1
93,24,5,0,1
93,24,5,0,1
93,23,5,0,1
93,24,4,0,1
93,21,4,0,1
93,21,3,0,1
93,23,2,0,1
93,23,3,0,1
93,27,4,0,1
93,23,3,0,1
93,22,3,0,1
93,22,3,0,1
93,24,5,0,1
93,22,5,0,1
93,24,5,0,1
93,24,5,0,1
93,26,5,0,1
93,26,3,0,1
93,24,3,0,1
93,23,4,0,1
93,25,4,0,1
93,23,4,0,1
93,23,4,0,1
93,26,4,0,1
93,22,4,0,1
93,25,4,1,1
93,23,4,0,1
93,22,4,0,1
93,23,4,0,1
93,22,4,0,1
89,23,4,0,1
89,23,4,0,1
89,22,4,0,1
89,22,4,0,1
89,24,4,0,1
89,28,4,0,1
89,23,4,0,1
89,23,4,0,1
89,30,4,1,1
89,24,4,0,1
88,22,4,0,1
88,24,4,0,1
88,23,4,0,1
88,24,4,0,1
88,24,4,0,1
88,23,4,0,1
88,23,4,0,1
88,25,4,0,1
88,22,4,0,1
88,24,4,0,1
93,23,4,0,1
93,24,4,0,1
93,23,4,0,1
93,24,4,0,1
93,24,4,0,1
93,23,4,0,1
93,23,4,0,1
93,23,4,0,1
93,26,4,0,1
93,21,4,0,1
94,22,4,0,1
94,22,4,0,1
94,22,4,0,1
94,22,4,0,1
94,22,4,0,1
94,23,4,0,1
94,20,4,0,1
94,24,4,0,1
94,22,4,0,1
94,25,4,0,1
91,26,4,0,1
91,28,4,0,1
91,28,6,0,1
91,26,6,0,1
91,24,6,0,1
91,24,6,0,1
91,22,6,0,1
91,23,6,0,1
91,23,6,0,1
91,23,6,0,1
91,23,6,0,1
91,25,6,0,1
91,25,6,0,1
91,22,6,0,1
91,22,6,0,1
91,22,6,0,1
91,22,6,0,1
91,23,6,0,1
91,21,6,0,1
91,23,6,0,1
93,23,6,0,1
93,21,6,0,1
93,23,7,0,1
93,22,7,0,1
93,23,7,0,1
93,22,7,0,1
93,23,6,0,1
93,25,9,0,1
93,24,5,0,1
93,25,5,0,1
93,27,5,0,1
93,27,5,0,1
93,25,5,0,1
93,25,5,0,1
93,23,5,0,1
93,26,5,0,1
93,25,5,0,1
93,23,5,0,1
93,24,5,0,1
93,25,5,0,1
92,23,5,0,1
92,25,5,0,1
92,25,5,0,1
92,24,5,0,1
92,26,7,0,1
92,22,4,0,1
92,22,4,0,1
92,22,6,0,1
92,23,6,0,1
92,23,6,0,1
92,22,6,0,1
92,22,6,0,1
92,21,6,0,1
92,24,6,0,1
92,26,6,0,1
92,24,6,0,1
92,26,5,0,1
92,28,5,0,1
92,37,5,0,1
91,27,6,0,1
91,24,6,0,1
90,35,8,0,1
90,34,11,0,1
90,59,6,0,1
90,26,44,0,1
90,38,50,0,1
90,27,50,0,1
90,30,49,0,1
91,27,49,0,1
91,26,51,0,1
92,28,50,0,1
92,28,49,0,1
92,28,49,0,1
92,28,49,0,1
92,27,50,0,1
92,27,50,0,1
92,27,49,0,1
92,28,49,0,1
92,26,49,0,1
92,26,50,0,1
93,27,50,0,1
93,26,50,0,1
93,26,50,0,1
93,27,50,0,1
93,27,50,0,1
93,27,50,0,1
93,28,50,0,1
93,26,49,0,1
93,26,50,0,1
93,27,49,0,1
92,28,49,0,1
92,27,49,0,1
92,25,50,0,1
92,28,50,0,1
92,27,49,0,1
92,26,49,0,1
92,28,50,0,1
92,25,49,0,1
92,27,49,0,1
92,25,49,0,1
90,28,49,0,1
90,25,49,0,1
90,26,49,0,1
90,26,49,0,1
90,27,49,0,1
90,26,50,0,1
90,27,50,0,1
90,25,50,0,1
90,26,50,0,1
90,26,50,0,1
92,27,50,0,1
92,26,50,0,1
92,26,50,0,1
92,27,50,0,1
92,26,50,0,1
92,27,50,0,1
91,27,49,0,1
91,29,49,0,1
91,28,50,0,1
91,27,50,0,1
91,31,50,0,1
91,26,50,0,1
91,25,50,0,1
91,25,50,0,1
91,25,50,0,1
91,25,50,0,1
91,26,50,0,1
91,26,51,0,1
91,24,50,0,1
91,24,49,0,1
93,26,50,0,1
93,24,49,0,1
93,25,50,0,1
93,26,50,0,1
93,25,49,0,1
93,25,50,0,1
93,27,49,0,1
93,27,49,0,1
93,27,50,0,1
93,27,50,0,1
93,25,49,0,1
93,26,49,0,1
93,27,49,0,1
93,27,49,0,1
93,26,50,0,1
93,26,49,0,1
93,27,50,0,1
93,26,49,0,1
93,26,50,0,1
93,26,50,0,1
96,26,50,0,1
96,25,49,0,1
96,24,50,0,1
96,25,49,0,1
96,24,49,0,1
96,25,50,0,1
96,26,49,0,1
96,27,50,0,1
96,29,49,0,1
96,25,49,0,1
95,25,49,0,1
95,25,49,0,1
95,26,50,0,1
95,27,50,0,1
95,25,50,0,1
95,26,50,0,1
95,26,50,0,1
95,25,50,0,1
95,24,50,0,1
95,26,50,0,1
94,25,50,0,1
94,26,50,0,1
94,24,50,0,1
94,25,50,0,1
94,27,51,0,1
94,27,50,0,1
94,26,49,0,1
94,27,50,0,1
94,26,49,0,1
94,27,50,0,1
95,25,50,0,1
95,24,50,0,1
95,34,50,0,1
95,27,51,0,1
95,25,50,0,1
95,26,50,0,1
95,24,50,0,1
94,24,50,0,1
94,26,50,0,1
94,24,49,0,1
94,25,50,0,1
94,26,49,0,1
94,24,50,0,1
94,26,50,0,1
94,26,50,0,1
94,25,50,0,1
94,26,50,0,1
94,25,51,0,1
94,24,50,0,1
94,23,50,0,1
94,29,50,0,1
94,25,50,0,1
94,26,50,0,1
94,26,49,0,1
94,26,50,0,1
94,25,50,0,1
94,25,50,0,1
94,24,50,0,1
94,26,50,0,1
94,25,50,0,1
91,26,50,0,1
91,25,50,0,1
91,26,50,0,1
91,25,50,0,1
91,26,49,0,1
91,23,50,0,1
91,24,49,0,1
91,25,50,0,1
91,26,50,0,1
91,25,50,0,1
90,27,50,0,1
90,29,50,0,1
90,27,50,0,1
90,25,50,0,1
90,25,50,0,1
90,29,49,0,1
90,26,50,0,1
90,28,50,0,1
90,26,50,0,1
90,25,50,0,1
89,26,51,0,1
89,27,50,0,1
89,25,51,0,1
89,27,50,0,1
89,25,50,0,1
89,26,50,0,1
89,27,50,0,1
89,26,50,0,1
89,27,50,0,1
89,26,51,0,1
88,25,50,0,1
88,27,50,0,1
88,25,50,0,1
88,25,50,0,1
88,25,50,0,1
88,27,50,0,1
88,25,51,0,1
88,24,50,0,1
88,24,51,0,1
88,24,51,0,1
90,25,51,0,1
90,24,51,0,1
90,25,51,0,1
90,25,51,0,2
90,24,51,0,2
90,27,51,0,2
90,27,51,0,2
90,26,51,0,2
90,25,50,0,2
90,25,50,0,2
92,26,50,0,2
92,24,50,0,2
92,26,50,0,2
92,28,50,0,2
92,26,50,0,2
92,27,51,0,2
92,28,51,0,2
92,27,51,0,2
92,29,51,0,2
92,28,51,0,2
93,28,50,0,2
93,28,50,0,2
93,29,50,0,2
93,25,50,0,2
93,27,51,0,2
93,25,51,0,2
93,26,50,0,2
93,23,50,0,2
93,26,51,0,2
93,26,51,0,2
95,26,51,0,2
95,26,51,0,2
95,26,51,0,2
95,25,50,0,2
95,26,50,0,2
95,24,50,0,2
95,25,50,0,2
95,25,50,0,2
95,25,50,0,2
95,25,50,0,2
92,26,50,0,2
92,26,50,0,2
92,26,50,0,2
92,28,51,0,2
92,26,51,0,2
92,24,50,0,2
92,27,51,0,2
92,27,51,0,2
92,29,50,0,2
92,26,51,0,2
90,24,51,0,2
90,27,51,0,2
90,26,51,0,2
90,25,50,0,2
90,27,51,0,2
90,24,50,0,2
90,26,51,0,2
90,26,50,0,2
90,24,51,0,2
90,25,50,0,2
93,27,51,0,2
93,25,50,0,2
93,26,51,0,2
93,25,50,0,2
93,23,51,0,2
93,25,51,0,2
93,24,51,0,2
93,24,51,0,2
93,26,51,0,2
93,25,51,0,2
92,25,51,0,2
92,26,51,0,2
92,26,50,0,2
92,25,51,0,2
92,25,51,0,2
92,28,51,0,2
92,26,50,0,2
92,28,51,0,2
92,26,50,0,2
92,25,51,0,2
91,26,50,0,2
91,26,51,0,2
91,25,51,0,2
91,26,51,0,2
91,25,52,0,2
91,26,51,0,2
91,24,51,0,2
91,22,51,0,2
91,33,51,0,2
91,25,51,0,2
89,23,51,0,2
89,23,51,0,2
89,25,51,0,2
89,25,51,0,2
89,25,51,0,2
89,26,51,0,2
89,25,51,0,2
89,26,51,0,2
89,26,52,0,2
89,25,52,0,2
90,25,52,0,2
90,25,52,0,2
90,26,51,0,2
90,25,51,0,2
90,24,50,0,2
90,24,51,0,2
90,26,51,0,2
90,24,52,0,2
90,26,52,0,2
