Time_Val,Time_sec,Heart_Rate,Sound,Light,Phone_Active,User_Attention,Trust Factor,
16:59:37,370,67,50,46,0,3,1,
16:59:38,371,67,52,46,0,3,1,
16:59:39,372,67,53,46,0,3,1,
16:59:40,373,68,52,46,0,3,1,
16:59:41,374,68,50,46,0,3,1,
16:59:42,375,68,54,46,0,3,1,
16:59:43,376,68,53,46,0,3,1,
16:59:44,377,68,52,46,0,3,1,
16:59:45,378,68,56,46,0,3,1,
16:59:46,379,68,54,46,0,3,1,
16:59:47,380,68,56,46,0,3,1,
16:59:48,381,68,56,46,0,3,1,
16:59:49,382,68,50,46,0,3,1,
16:59:50,383,70,57,46,0,3,1,
16:59:51,384,70,35,46,0,3,1,
16:59:52,385,70,34,46,0,3,1,
16:59:53,386,70,36,46,0,2,1,
16:59:54,387,70,36,46,0,2,1,
16:59:55,388,70,36,46,0,2,1,
16:59:56,389,70,35,46,0,2,1,
16:59:57,390,70,35,46,0,2,1,
16:59:58,391,70,37,46,0,2,1,
16:59:59,392,70,36,46,0,2,1,
17:00:00,393,67,37,46,0,2,1,
17:00:01,394,67,36,46,0,2,1,
17:00:02,395,67,36,46,0,2,1,
17:00:03,396,67,37,46,0,2,1,
17:00:04,397,67,36,46,0,2,1,
17:00:05,398,67,37,46,0,2,1,
17:00:06,399,67,44,46,0,2,1,
17:00:07,400,67,36,46,0,2,1,
17:00:08,401,67,42,46,0,2,1,
17:00:09,402,67,38,46,0,2,1,
17:00:10,403,67,36,46,0,2,1,
17:00:11,404,67,36,46,0,2,1,
17:00:12,405,67,36,46,0,2,1,
17:00:13,406,67,34,46,0,2,1,
17:00:14,407,66,47,46,0,2,1,
17:00:15,408,66,45,46,0,2,1,
17:00:16,409,66,45,46,0,2,1,
17:00:17,410,66,44,46,0,2,1,
17:00:18,411,66,50,46,0,2,1,
17:00:19,412,66,50,46,0,2,1,
17:00:20,413,66,54,46,0,2,1,
17:00:21,414,66,50,46,0,2,1,
17:00:22,415,66,49,46,0,2,1,
17:00:23,416,66,49,46,0,2,1,
17:00:24,417,66,48,46,0,2,1,
17:00:25,418,66,51,46,0,2,1,
17:00:26,419,66,51,46,0,2,1,
17:00:27,420,66,48,46,0,2,1,
17:00:28,421,66,50,46,0,2,1,
17:00:29,422,66,50,46,0,2,1,
17:00:30,423,66,49,46,0,2,1,
17:00:31,424,66,42,46,0,2,1,
17:00:32,425,66,43,46,0,2,1,
17:00:33,426,66,52,46,0,2,1,
17:00:34,427,66,49,46,0,2,1,
17:00:35,428,66,51,46,0,2,1,
17:00:36,429,66,47,46,0,2,1,
17:00:37,430,66,48,46,0,2,1,
17:00:38,431,66,47,46,0,2,1,
17:00:39,432,66,43,46,0,2,1,
17:00:40,433,66,42,46,0,2,1,
17:00:41,434,66,48,46,0,2,1,
17:00:42,435,66,52,46,0,2,1,
17:00:43,436,66,47,46,0,2,1,
17:00:44,437,66,50,46,0,2,1,
17:00:45,438,66,45,46,0,2,1,
17:00:46,439,66,43,46,0,2,1,
17:00:47,440,66,49,46,0,2,1,
17:00:48,441,66,47,46,0,2,1,
17:00:49,442,66,51,46,0,2,1,
17:00:50,443,62,43,46,0,2,1,
17:00:51,444,62,51,46,0,2,1,
17:00:52,445,62,50,46,0,2,1,
17:00:53,446,62,47,46,0,2,1,
17:00:54,447,62,41,46,0,2,1,
17:00:55,448,62,48,46,0,2,1,
17:00:56,449,62,46,46,0,2,1,
17:00:57,450,62,43,46,0,2,1,
17:00:58,451,62,49,46,0,2,1,
17:00:59,452,62,46,46,0,2,1,
17:01:00,453,64,44,46,0,2,1,
17:01:01,454,64,40,46,0,2,1,
17:01:02,455,64,42,46,0,2,1,
17:01:03,456,64,44,46,0,2,1,
17:01:04,457,64,51,46,0,2,1,
17:01:05,458,64,46,46,0,2,1,
17:01:06,459,64,53,46,0,2,1,
17:01:07,460,64,39,46,0,2,1,
17:01:08,461,64,45,46,0,2,1,
17:01:09,462,64,52,46,0,2,1,
17:01:10,463,63,53,46,0,2,1,
17:01:11,464,63,49,46,0,2,1,
17:01:12,465,63,46,46,0,2,1,
17:01:13,466,63,48,46,0,2,1,
17:01:14,467,63,50,46,0,2,1,
17:01:15,468,63,48,46,0,2,1,
17:01:16,469,63,51,46,0,2,1,
17:01:17,470,63,47,46,0,2,1,
17:01:18,471,63,46,46,0,2,1,
17:01:19,472,63,44,46,0,2,1,
17:01:20,473,68,47,46,0,2,1,
17:01:21,474,68,49,46,0,2,1,
17:01:22,475,68,51,46,0,2,1,
17:01:23,476,68,47,46,0,2,1,
17:01:24,477,68,51,46,0,2,1,
17:01:25,478,68,47,46,0,2,1,
17:01:26,479,68,48,46,0,2,1,
17:01:27,480,68,51,46,0,2,1,
17:01:28,481,68,51,46,0,2,1,
17:01:29,482,68,49,46,0,2,1,
17:01:30,483,69,49,46,0,2,1,
17:01:31,484,69,50,46,0,2,1,
17:01:32,485,69,45,46,0,2,1,
17:01:33,486,69,45,46,0,2,1,
17:01:34,487,69,50,46,0,2,1,
17:01:35,488,69,47,46,0,2,1,
17:01:36,489,69,47,46,0,2,1,
17:01:37,490,69,47,46,0,2,1,
17:01:38,491,69,51,46,0,2,1,
17:01:39,492,69,49,46,0,2,1,
17:01:40,493,67,49,46,0,2,1,
17:01:41,494,67,50,46,0,2,1,
17:01:42,495,67,49,46,0,2,1,
17:01:43,496,67,50,46,0,2,1,
17:01:44,497,67,47,46,0,2,1,
17:01:45,498,67,50,46,0,2,1,
17:01:46,499,67,48,46,0,2,1,
17:01:47,500,67,46,46,0,2,1,
17:01:48,501,67,45,46,0,2,1,
17:01:49,502,67,51,46,0,2,1,
17:01:50,503,66,50,46,0,2,1,
17:01:51,504,66,51,46,0,2,1,
17:01:52,505,66,49,46,0,2,1,
17:01:53,506,66,51,46,0,2,1,
17:01:54,507,66,44,46,0,2,1,
17:01:55,508,66,49,46,0,2,1,
17:01:56,509,66,48,46,0,2,1,
17:01:57,510,66,44,46,0,2,1,
17:01:58,511,66,50,46,0,2,1,
17:01:59,512,66,47,46,0,2,1,
17:02:00,513,67,50,46,0,2,1,
17:02:01,514,67,49,46,0,2,1,
17:02:02,515,67,49,46,0,2,1,
17:02:03,516,67,47,46,0,2,1,
17:02:04,517,67,55,46,0,2,1,
17:02:05,518,67,42,46,0,2,1,
17:02:06,519,67,44,46,0,2,1,
17:02:07,520,67,38,46,0,2,1,
17:02:08,521,67,45,46,0,2,1,
17:02:09,522,67,42,46,0,2,1,
17:02:10,523,68,36,46,0,2,1,
17:02:11,524,68,36,46,0,2,1,
17:02:12,525,68,36,46,0,2,1,
17:02:13,526,68,36,46,0,2,1,
17:02:14,527,68,36,46,0,2,1,
17:02:15,528,68,36,46,0,2,1,
17:02:16,529,68,37,46,0,2,1,
17:02:17,530,68,35,46,0,2,1,
17:02:18,531,68,35,46,0,2,1,
17:02:19,532,68,35,46,0,2,1,
17:02:20,533,70,36,46,0,2,1,
17:02:21,534,70,36,46,0,2,1,
17:02:22,535,70,36,46,0,2,1,
17:02:23,536,70,37,46,0,2,1,
17:02:24,537,70,35,46,0,2,1,
17:02:25,538,70,36,46,0,2,1,
17:02:26,539,70,35,46,0,2,1,
17:02:27,540,70,38,46,0,2,1,
17:02:28,541,70,37,46,0,3,1,
17:02:29,542,70,36,46,0,3,1,
17:02:30,543,69,36,46,0,3,1,
17:02:31,544,69,36,46,0,3,1,
17:02:32,545,69,36,46,0,3,1,
17:02:33,546,69,35,46,0,3,1,
17:02:34,547,69,36,46,0,3,1,
17:02:35,548,70,36,46,0,3,1,
17:02:36,549,70,34,46,0,3,1,
17:02:37,550,70,35,46,0,3,1,
17:02:38,551,70,33,46,0,3,1,
17:02:39,552,70,33,46,0,3,1,
17:02:40,553,70,35,46,0,3,1,
17:02:41,554,71,34,46,0,3,1,
17:02:42,555,71,34,46,0,3,1,
17:02:43,556,71,37,46,0,3,1,
17:02:44,557,71,59,46,0,3,1,
17:02:45,558,71,34,46,0,3,1,
17:02:46,559,71,34,46,0,3,1,
17:02:47,560,71,36,46,0,3,1,
17:02:48,561,71,35,46,0,3,1,
17:02:49,562,71,35,46,0,3,1,
17:02:50,563,71,37,46,0,3,1,
17:02:51,564,71,35,46,0,3,1,
17:02:52,565,71,33,46,0,3,1,
17:02:53,566,71,34,46,0,3,1,
17:02:54,567,72,34,46,0,3,1,
17:02:55,568,72,34,46,0,3,1,
17:02:56,569,73,33,46,0,3,1,
17:02:57,570,73,36,46,0,3,1,
17:02:58,571,73,57,46,0,3,1,
17:02:59,572,73,48,46,0,3,1,
17:03:00,573,73,34,46,0,3,1,
17:03:01,574,73,35,46,0,3,1,
17:03:02,575,73,35,46,0,3,1,
17:03:03,576,73,36,46,0,3,1,
17:03:04,577,73,36,46,0,3,1,
17:03:05,578,73,37,46,0,3,1,
17:03:06,579,73,35,46,0,3,1,
17:03:07,580,73,36,46,0,3,1,
17:03:08,581,73,35,46,0,3,1,
17:03:09,582,73,35,46,0,3,1,
17:03:10,583,77,41,46,0,3,1,
17:03:11,584,77,35,46,0,3,1,
17:03:12,585,77,34,46,0,3,1,
17:03:13,586,77,34,46,0,3,1,
17:03:14,587,77,35,46,0,3,1,
17:03:15,588,77,33,46,0,3,1,
17:03:16,589,77,33,46,0,3,1,
17:03:17,590,77,34,46,0,3,1,
17:03:18,591,77,32,46,0,3,1,
17:03:19,592,77,34,46,0,3,1,
17:03:20,593,72,36,46,0,3,1,
17:03:21,594,72,37,46,0,3,1,
17:03:22,595,72,33,46,0,3,1,
17:03:23,596,72,36,46,0,3,1,
17:03:24,597,72,34,46,0,3,1,
17:03:25,598,72,33,46,0,3,1,
17:03:26,599,72,34,46,0,3,1,
17:03:27,600,72,34,46,0,3,1,
17:03:28,601,72,34,46,0,3,1,
17:03:29,602,72,34,46,0,3,1,
17:03:30,603,70,34,46,0,3,1,
17:03:31,604,70,35,46,0,3,1,
17:03:32,605,70,35,46,0,3,1,
17:03:33,606,70,35,46,0,3,1,
17:03:34,607,70,35,46,0,3,1,
17:03:35,608,70,36,46,0,3,1,
17:03:36,609,70,36,46,0,3,1,
17:03:37,610,70,35,46,0,3,1,
17:03:38,611,70,35,46,0,3,1,
17:03:39,612,70,36,46,0,3,1,
17:03:40,613,70,35,46,0,3,1,
17:03:41,614,70,35,46,0,3,1,
17:03:42,615,70,37,46,0,3,1,
17:03:43,616,70,35,46,0,3,1,
17:03:44,617,70,36,46,0,3,1,
17:03:45,618,70,35,46,0,3,1,
17:03:46,619,70,34,46,0,3,1,
17:03:47,620,70,35,46,0,3,1,
17:03:48,621,70,34,46,0,3,1,
17:03:49,622,70,34,46,0,3,1,
17:03:50,623,70,33,46,0,3,1,
17:03:51,624,70,33,46,0,3,1,
17:03:52,625,70,35,46,0,3,1,
17:03:53,626,70,33,46,0,3,1,
17:03:54,627,70,32,46,0,3,1,
17:03:55,628,70,33,46,0,3,1,
17:03:56,629,70,34,46,0,3,1,
17:03:57,630,70,33,46,0,3,1,
17:03:58,631,70,33,46,0,3,1,
17:03:59,632,70,35,46,0,3,1,
17:04:00,633,69,34,46,0,3,1,
17:04:01,634,69,33,46,0,3,1,
17:04:02,635,69,36,46,0,3,1,
17:04:03,636,69,32,46,0,3,1,
17:04:04,637,69,32,46,0,3,1,
17:04:05,638,69,34,46,0,3,1,
17:04:06,639,69,32,46,0,3,1,
17:04:07,640,69,32,46,0,3,1,
17:04:08,641,69,32,46,0,3,1,
17:04:09,642,69,31,46,0,3,1,
17:04:10,643,73,31,46,0,3,1,
17:04:11,644,73,33,46,0,3,1,
17:04:12,645,73,33,46,0,3,1,
17:04:13,646,73,31,46,0,3,1,
17:04:14,647,73,33,46,0,3,1,
17:04:15,648,73,33,46,0,3,1,
17:04:16,649,73,33,46,0,3,1,
17:04:17,650,73,33,46,0,3,1,
17:04:18,651,73,34,46,0,3,1,
17:04:19,652,73,33,46,0,3,1,
17:04:20,653,74,34,46,0,3,1,
17:04:21,654,74,34,46,0,3,1,
17:04:22,655,74,34,46,0,3,1,
17:04:23,656,74,35,46,0,3,1,
17:04:24,657,74,35,46,0,3,1,
17:04:25,658,74,35,46,0,3,1,
17:04:26,659,74,34,46,0,3,1,
17:04:27,660,74,36,46,0,3,1,
17:04:28,661,74,35,46,0,3,1,
17:04:29,662,74,35,46,0,3,1,
17:04:30,663,71,35,46,0,3,1,
17:04:31,664,71,35,46,0,3,1,
17:04:32,665,71,35,46,0,3,1,
17:04:33,666,71,35,46,0,3,1,
17:04:34,667,71,35,46,0,3,1,
17:04:35,668,71,36,46,0,3,1,
17:04:36,669,71,35,46,0,3,1,
17:04:37,670,71,35,46,0,3,1,
17:04:38,671,71,34,46,0,3,1,
17:04:39,672,71,34,46,0,3,1,
17:04:40,673,67,34,46,0,3,1,
17:04:41,674,67,34,46,0,3,1,
17:04:42,675,67,34,46,0,3,1,
17:04:43,676,67,33,46,0,3,1,
17:04:44,677,67,34,46,0,3,1,
17:04:45,678,67,35,46,0,3,1,
17:04:46,679,67,33,46,0,3,1,
17:04:47,680,67,34,46,0,3,1,
17:04:48,681,67,35,46,0,3,1,
17:04:49,682,67,34,46,0,3,1,
17:04:50,683,67,34,46,0,3,1,
17:04:51,684,67,34,46,0,3,1,
17:04:52,685,67,35,46,0,3,1,
17:04:53,686,68,36,46,0,3,1,
17:04:54,687,68,35,46,0,3,1,
17:04:55,688,68,35,46,0,3,1,
17:04:56,689,68,35,46,0,3,1,
17:04:57,690,68,34,46,0,3,1,
17:04:58,691,68,35,46,0,3,1,
17:04:59,692,68,36,46,0,3,1,
17:05:00,693,68,35,46,0,3,1,
17:05:01,694,67,34,46,0,3,1,
