Time_Val,Time_sec,Heart_Rate,Sound,Light,Phone_Active,User_Attention,Trust Factor,
16:54:00,33,72,35,43,0,4,1,
16:54:01,34,72,35,43,0,4,1,
16:54:02,35,72,34,43,0,4,1,
16:54:03,36,72,36,43,0,4,1,
16:54:04,37,72,35,43,0,4,1,
16:54:05,38,72,34,43,0,4,1,
16:54:06,39,72,35,43,0,4,1,
16:54:07,40,72,33,43,0,4,1,
16:54:08,41,72,33,43,0,4,1,
16:54:09,42,72,35,43,0,4,1,
16:54:10,43,67,35,43,0,4,1,
16:54:11,44,67,34,43,0,4,1,
16:54:12,45,67,33,43,0,4,1,
16:54:13,46,67,35,43,0,4,1,
16:54:14,47,67,34,43,0,4,1,
16:54:15,48,67,34,43,0,4,1,
16:54:16,49,67,34,43,0,4,1,
16:54:17,50,66,35,43,0,4,1,
16:54:18,51,66,35,43,0,4,1,
16:54:19,52,66,37,43,0,4,1,
16:54:20,53,66,35,43,0,4,1,
16:54:21,54,66,36,43,0,4,1,
16:54:22,55,66,36,43,0,4,1,
16:54:23,56,66,33,43,0,4,1,
16:54:24,57,66,36,43,0,4,1,
16:54:25,58,66,35,43,0,4,1,
16:54:26,59,65,33,43,0,4,1,
16:54:27,60,65,44,43,0,4,1,
16:54:28,61,65,41,43,0,4,1,
16:54:29,62,65,38,43,0,4,1,
16:54:30,63,63,39,43,0,4,1,
16:54:31,64,63,41,43,0,4,1,
16:54:32,65,63,40,45,0,4,1,
16:54:33,66,63,36,45,0,4,1,
16:54:34,67,63,34,45,0,4,1,
16:54:35,68,63,35,45,0,4,1,
16:54:36,69,64,35,45,0,4,1,
16:54:37,70,64,35,45,0,4,1,
16:54:38,71,63,36,45,0,4,1,
16:54:39,72,62,41,45,0,4,1,
16:54:40,73,62,39,45,0,4,1,
16:54:41,74,62,44,45,0,4,1,
16:54:42,75,63,56,45,0,4,1,
16:54:43,76,63,52,45,0,4,1,
16:54:44,77,63,44,45,0,4,1,
16:54:45,78,63,44,45,0,4,1,
16:54:46,79,63,48,45,0,4,1,
16:54:47,80,63,50,45,0,4,1,
16:54:48,81,63,53,45,0,4,1,
16:54:49,82,63,56,45,0,4,1,
16:54:50,83,63,53,45,0,4,1,
16:54:51,84,63,39,45,0,4,1,
16:54:52,85,63,37,45,0,4,1,
16:54:53,86,63,39,45,0,4,1,
16:54:54,87,63,42,45,0,4,1,
16:54:55,88,63,47,45,0,4,1,
16:54:56,89,63,55,45,0,4,1,
16:54:57,90,63,55,45,0,4,1,
16:54:58,91,63,54,45,0,4,1,
16:54:59,92,63,51,45,0,4,1,
16:55:00,93,63,51,45,0,4,1,
16:55:01,94,63,51,45,0,4,1,
16:55:02,95,63,49,45,0,4,1,
16:55:03,96,63,49,45,0,4,1,
16:55:04,97,63,47,45,0,4,1,
16:55:05,98,63,49,45,0,4,1,
16:55:06,99,63,50,45,0,4,1,
16:55:07,100,63,49,45,0,4,1,
16:55:08,101,63,51,45,0,4,1,
16:55:09,102,63,56,45,0,4,1,
16:55:10,103,63,55,45,0,4,1,
16:55:11,104,63,50,45,0,4,1,
16:55:12,105,63,56,45,0,4,1,
16:55:13,106,63,53,45,0,4,1,
16:55:14,107,63,56,45,0,4,1,
16:55:15,108,63,51,45,0,4,1,
16:55:16,109,63,54,45,0,4,1,
16:55:17,110,63,52,45,0,4,1,
16:55:18,111,62,50,45,0,4,1,
16:55:19,112,62,54,45,0,4,1,
16:55:20,113,62,53,45,0,4,1,
16:55:21,114,62,53,45,0,4,1,
16:55:22,115,62,55,45,0,4,1,
16:55:23,116,62,41,45,0,4,1,
16:55:24,117,62,35,45,0,4,1,
16:55:25,118,62,36,45,0,4,1,
16:55:26,119,62,35,45,0,4,1,
16:55:27,120,62,52,45,0,4,1,
16:55:28,121,62,60,45,0,4,1,
16:55:29,122,62,57,45,0,4,1,
16:55:30,123,63,49,45,0,4,1,
16:55:31,124,63,52,45,0,4,1,
16:55:32,125,63,50,45,0,4,1,
16:55:33,126,63,47,45,0,4,1,
16:55:34,127,62,48,45,0,4,1,
16:55:35,128,62,45,45,0,4,1,
16:55:36,129,62,44,45,0,4,1,
16:55:37,130,62,45,45,0,4,1,
16:55:38,131,63,48,45,0,4,1,
16:55:39,132,63,41,45,0,4,1,
16:55:40,133,63,40,45,0,4,1,
16:55:41,134,63,42,45,0,4,1,
16:55:42,135,63,40,45,0,4,1,
16:55:43,136,64,39,45,0,4,1,
16:55:44,137,64,48,45,0,4,1,
16:55:45,138,64,45,45,0,4,1,
16:55:46,139,64,38,45,0,4,1,
16:55:47,140,64,47,45,0,4,1,
16:55:48,141,64,39,45,0,4,1,
16:55:49,142,64,46,45,0,4,1,
16:55:50,143,64,43,45,0,4,1,
16:55:51,144,64,49,45,0,4,1,
16:55:52,145,64,45,45,0,4,1,
16:55:53,146,64,43,45,0,4,1,
16:55:54,147,64,43,45,0,4,1,
16:55:55,148,64,37,45,0,4,1,
16:55:56,149,64,42,45,0,4,1,
16:55:57,150,64,42,45,0,4,1,
16:55:58,151,64,49,45,0,4,1,
16:55:59,152,64,41,45,0,4,1,
16:56:00,153,61,43,45,0,4,1,
16:56:01,154,61,36,45,0,4,1,
16:56:02,155,61,45,45,0,4,1,
16:56:03,156,61,46,45,0,4,1,
16:56:04,157,61,38,45,0,4,1,
16:56:05,158,61,45,45,0,4,1,
16:56:06,159,61,35,45,0,4,1,
16:56:07,160,60,44,45,0,4,1,
16:56:08,161,60,39,45,0,4,0,
16:56:09,162,61,36,45,0,4,0,
16:56:10,163,61,46,45,0,4,0,
16:56:11,164,61,34,45,0,4,0,
16:56:12,165,61,34,45,0,4,1,
16:56:13,166,61,39,45,0,4,1,
16:56:14,167,61,42,46,0,4,1,
16:56:15,168,61,43,46,0,4,1,
16:56:16,169,61,35,46,0,4,1,
16:56:17,170,61,40,46,0,4,1,
16:56:18,171,61,41,46,0,4,1,
16:56:19,172,61,41,46,0,4,1,
16:56:20,173,64,34,46,0,4,1,
16:56:21,174,64,42,46,0,4,1,
16:56:22,175,64,46,46,0,4,1,
16:56:23,176,64,41,46,0,4,1,
16:56:24,177,64,57,46,0,4,1,
16:56:25,178,64,47,46,0,4,1,
16:56:26,179,64,42,46,0,4,1,
16:56:27,180,64,54,46,0,4,1,
16:56:28,181,64,53,46,0,4,1,
16:56:29,182,64,45,46,0,4,1,
16:56:30,183,63,49,46,0,4,1,
16:56:31,184,63,50,46,0,4,1,
16:56:32,185,63,60,46,0,4,1,
16:56:33,186,63,45,46,0,4,1,
16:56:34,187,63,47,46,0,4,1,
16:56:35,188,63,56,46,0,4,1,
16:56:36,189,63,40,46,0,4,1,
16:56:37,190,63,46,46,0,4,1,
16:56:38,191,64,42,46,0,4,1,
16:56:39,192,64,38,46,0,4,1,
16:56:40,193,64,45,46,0,4,1,
16:56:41,194,64,34,46,0,4,1,
16:56:42,195,64,65,46,0,4,1,
16:56:43,196,64,51,46,0,4,1,
16:56:44,197,64,57,46,0,4,1,
16:56:45,198,64,55,46,0,4,1,
16:56:46,199,64,50,46,0,4,1,
16:56:47,200,64,34,46,0,4,1,
16:56:48,201,64,35,46,0,4,1,
16:56:49,202,64,34,46,0,4,1,
16:56:50,203,64,33,46,0,4,1,
16:56:51,204,64,33,46,0,4,1,
16:56:52,205,64,33,46,0,4,1,
16:56:53,206,64,35,46,0,4,1,
16:56:54,207,64,35,46,0,4,1,
16:56:55,208,64,32,46,0,4,1,
16:56:56,209,64,33,46,0,4,1,
16:56:57,210,64,33,46,0,4,1,
16:56:58,211,64,33,46,0,4,1,
16:56:59,212,64,33,46,0,4,1,
16:57:00,213,68,32,46,0,4,1,
16:57:01,214,68,33,46,0,4,1,
16:57:02,215,68,34,46,0,4,1,
16:57:03,216,68,34,46,0,4,1,
16:57:04,217,68,34,46,0,4,1,
16:57:05,218,68,34,46,0,4,1,
16:57:06,219,68,34,46,0,4,1,
16:57:07,220,68,34,46,0,3,1,
16:57:08,221,68,34,46,0,3,1,
16:57:09,222,68,35,46,0,3,1,
16:57:10,223,64,35,46,0,3,1,
16:57:11,224,64,35,46,0,3,1,
16:57:12,225,64,34,46,0,3,1,
16:57:13,226,64,35,46,0,3,1,
16:57:14,227,64,34,46,0,3,1,
16:57:15,228,64,36,46,0,3,1,
16:57:16,229,64,36,46,0,3,1,
16:57:17,230,64,36,46,0,3,1,
16:57:18,231,64,35,46,0,3,1,
16:57:19,232,64,37,46,0,3,1,
16:57:20,233,63,36,46,0,3,1,
16:57:21,234,63,35,46,0,3,1,
16:57:22,235,63,35,46,0,3,1,
16:57:23,236,63,34,46,0,3,1,
16:57:24,237,63,34,46,0,3,1,
16:57:25,238,63,35,46,0,3,1,
16:57:26,239,63,33,46,0,3,1,
16:57:27,240,63,35,46,0,3,1,
16:57:28,241,63,35,46,0,3,1,
16:57:29,242,63,35,46,0,3,1,
16:57:30,243,64,34,46,0,3,1,
16:57:31,244,64,33,46,0,3,1,
16:57:32,245,64,33,46,0,3,1,
16:57:33,246,64,34,46,0,3,1,
16:57:34,247,64,36,46,0,3,1,
16:57:35,248,64,34,46,0,3,1,
16:57:36,249,64,49,46,0,3,1,
16:57:37,250,64,48,46,0,3,1,
16:57:38,251,64,42,46,0,3,1,
16:57:39,252,64,45,46,0,3,1,
16:57:40,253,65,48,46,0,3,1,
16:57:41,254,65,50,46,0,3,1,
16:57:42,255,65,48,46,0,3,1,
16:57:43,256,65,50,46,0,3,1,
16:57:44,257,65,48,46,0,3,1,
16:57:45,258,65,42,46,0,3,1,
16:57:46,259,65,44,46,0,3,1,
16:57:47,260,65,46,46,0,3,1,
16:57:48,261,65,48,46,0,3,1,
16:57:49,262,65,44,46,0,3,1,
16:57:50,263,66,48,46,0,3,1,
16:57:51,264,66,54,46,0,3,1,
16:57:52,265,66,52,46,0,3,1,
16:57:53,266,66,54,46,0,3,1,
16:57:54,267,66,53,46,0,3,1,
16:57:55,268,67,53,46,0,3,1,
16:57:56,269,67,48,46,0,3,1,
16:57:57,270,66,50,46,0,3,1,
16:57:58,271,66,49,46,0,3,1,
16:57:59,272,66,51,46,0,3,1,
16:58:00,273,66,53,46,0,3,1,
16:58:01,274,66,54,46,0,3,1,
16:58:02,275,66,55,46,0,3,1,
16:58:03,276,67,55,46,0,3,1,
16:58:04,277,67,52,46,0,3,1,
16:58:05,278,67,55,46,0,3,1,
16:58:06,279,67,55,46,0,3,1,
16:58:07,280,67,54,46,0,3,1,
16:58:08,281,67,52,46,0,3,1,
16:58:09,282,67,54,46,0,3,1,
16:58:10,283,66,49,46,0,3,1,
16:58:11,284,66,55,46,0,3,1,
16:58:12,285,66,55,46,0,3,1,
16:58:13,286,66,57,46,0,3,1,
16:58:14,287,66,49,46,0,3,1,
16:58:15,288,66,54,46,0,3,1,
16:58:16,289,66,54,46,0,3,1,
16:58:17,290,66,58,46,0,3,1,
16:58:18,291,66,49,46,0,3,1,
16:58:19,292,66,56,46,0,3,1,
16:58:20,293,67,54,46,0,3,1,
16:58:21,294,67,54,46,0,3,1,
16:58:22,295,67,51,46,0,3,1,
16:58:23,296,67,54,46,0,3,1,
16:58:24,297,67,54,46,0,3,1,
16:58:25,298,67,55,46,0,3,1,
16:58:26,299,67,49,46,0,3,1,
16:58:27,300,67,52,46,0,3,1,
16:58:28,301,67,49,46,0,3,1,
16:58:29,302,67,50,46,0,3,1,
16:58:30,303,69,51,46,0,3,1,
16:58:31,304,69,53,46,0,3,1,
16:58:32,305,69,53,46,0,3,1,
16:58:33,306,69,53,46,0,3,1,
16:58:34,307,69,57,46,0,3,1,
16:58:35,308,69,52,46,0,3,1,
16:58:36,309,69,55,46,0,3,1,
16:58:37,310,69,54,46,0,3,1,
16:58:38,311,69,55,46,0,3,1,
16:58:39,312,69,54,46,0,3,1,
16:58:40,313,69,55,46,0,3,1,
16:58:41,314,68,52,46,0,3,1,
16:58:42,315,68,55,46,0,3,1,
16:58:43,316,68,54,46,0,3,1,
16:58:44,317,68,54,46,0,3,1,
16:58:45,318,68,54,46,0,3,1,
16:58:46,319,68,56,46,0,3,1,
16:58:47,320,68,48,46,0,3,1,
16:58:48,321,69,52,46,0,3,1,
16:58:49,322,68,55,46,0,3,1,
16:58:50,323,68,59,46,0,3,1,
16:58:51,324,68,55,46,0,3,1,
16:58:52,325,68,54,46,0,3,1,
16:58:53,326,68,56,46,0,3,1,
16:58:54,327,68,56,46,0,3,1,
16:58:55,328,68,58,46,0,3,1,
16:58:56,329,68,51,46,0,3,1,
16:58:57,330,68,56,46,0,3,1,
16:58:58,331,68,59,46,0,3,1,
16:58:59,332,68,53,46,0,3,1,
16:59:00,333,67,58,46,0,3,1,
16:59:01,334,67,56,46,0,3,1,
16:59:02,335,67,58,46,0,3,1,
16:59:03,336,67,54,46,0,3,1,
16:59:04,337,67,56,46,0,3,1,
16:59:05,338,67,59,46,0,3,1,
16:59:06,339,67,56,46,0,3,1,
16:59:07,340,67,57,46,0,3,1,
16:59:08,341,67,36,46,0,3,1,
16:59:09,342,67,49,46,0,3,1,
16:59:10,343,66,50,46,0,3,1,
16:59:11,344,66,49,46,0,3,1,
16:59:12,345,66,42,46,0,3,1,
16:59:13,346,66,47,46,0,3,1,
16:59:14,347,66,50,46,0,3,1,
16:59:15,348,66,56,46,0,3,1,
16:59:16,349,66,54,46,0,3,1,
16:59:17,350,66,55,46,0,3,1,
16:59:18,351,66,54,46,0,3,1,
16:59:19,352,66,45,46,0,3,1,
16:59:20,353,66,52,46,0,3,1,
16:59:21,354,66,53,46,0,3,1,
16:59:22,355,66,50,46,0,3,1,
16:59:23,356,66,54,46,0,3,1,
16:59:24,357,66,52,46,0,3,1,
16:59:25,358,66,47,46,0,3,1,
16:59:26,359,66,54,46,0,3,1,
16:59:27,360,66,55,46,0,3,1,
16:59:28,361,66,54,46,0,3,1,
16:59:29,362,66,52,46,0,3,1,
16:59:30,363,67,53,46,0,3,1,
16:59:31,364,67,52,46,0,3,1,
16:59:32,365,67,53,46,0,3,1,
16:59:33,366,67,51,46,0,3,1,
16:59:34,367,67,55,46,0,3,1,
16:59:35,368,67,54,46,0,3,1,
16:59:36,369,67,53,46,0,3,1,
