Mean_Heart_Rate,Min_Heart_Rate,Max_Heart_Rate,Mean_HR_std,Min_HR_std,Max_HR_std,Mode_Sound,Mode_Light,Mode_Attention
65.0,63.0,69.0,-0.672141408207,-1.31966965048,0.155711154701,1.0,1.0,2.0
65.0,64.0,68.0,-0.622962048034,-1.07377284962,-0.0901856461619,1.0,1.0,2.0
64.0,62.0,66.0,-0.991807249329,-1.56556645134,-0.581979247889,1.0,1.0,2.0
66.0,65.0,67.0,-0.57378268786,-0.827876048752,-0.336082447025,1.0,1.0,3.0
66.0,64.0,68.0,-0.504111927616,-1.07377284962,-0.0901856461619,3.0,1.0,3.0
67.0,65.0,69.0,-0.250018566723,-0.827876048752,0.155711154701,3.0,1.0,3.0
69.0,66.0,73.0,0.356526875407,-0.581979247889,1.13929835816,2.0,1.0,3.0
72.0,68.0,82.0,0.934384357437,-0.0901856461619,3.35236956593,3.0,1.0,3.0
78.0,71.0,91.0,2.50812388296,0.647504756428,5.5654407737,3.0,1.0,3.0
72.0,70.0,78.0,1.06143103788,0.401607955565,2.36878236247,2.0,1.0,2.0
67.0,66.0,70.0,-0.213134046594,-0.581979247889,0.401607955565,2.0,1.0,2.0
66.0,65.0,69.0,-0.418048047313,-0.827876048752,0.155711154701,2.0,1.0,2.0
64.0,62.0,67.0,-0.868858848896,-1.56556645134,-0.336082447025,2.0,1.0,2.0
68.0,65.0,70.0,0.0286644742553,-0.827876048752,0.401607955565,2.0,1.0,1.0
67.0,65.0,69.0,-0.27460824681,-0.827876048752,0.155711154701,2.0,1.0,1.0
66.0,63.0,68.0,-0.540996447746,-1.31966965048,-0.0901856461619,2.0,1.0,1.0
67.0,66.0,70.0,-0.131168446306,-0.581979247889,0.401607955565,2.0,1.0,1.0
67.0,65.0,71.0,-0.278706526824,-0.827876048752,0.647504756428,2.0,1.0,1.0
63.0,62.0,65.0,-1.11475564976,-1.56556645134,-0.827876048752,2.0,1.0,1.0
66.0,66.0,67.0,-0.500013647601,-0.581979247889,-0.336082447025,2.0,1.0,1.0
70.0,68.0,78.0,0.622915076342,-0.0901856461619,2.36878236247,2.0,1.0,1.0
71.0,66.0,78.0,0.647504756428,-0.581979247889,2.36878236247,2.0,1.0,1.0
70.0,69.0,74.0,0.483573555853,0.155711154701,1.38519515902,2.0,1.0,1.0
70.0,68.0,74.0,0.565539156141,-0.0901856461619,1.38519515902,2.0,1.0,1.0
72.0,68.0,81.0,1.09831555801,-0.0901856461619,3.10647276506,2.0,1.0,1.0
69.0,69.0,70.0,0.295052675191,0.155711154701,0.401607955565,2.0,1.0,1.0
77.0,70.0,85.0,2.19665460187,0.401607955565,4.09005996852,2.0,1.0,1.0
66.0,64.0,70.0,-0.418048047314,-1.07377284962,0.401607955565,2.0,1.0,1.0
64.0,63.0,67.0,-0.950824449185,-1.31966965048,-0.336082447025,2.0,1.0,1.0
67.0,64.0,72.0,-0.282804806839,-1.07377284962,0.893401557292,2.0,1.0,1.0
64.0,63.0,67.0,-0.938529609143,-1.31966965048,-0.336082447025,2.0,1.0,1.0
68.0,66.0,72.0,0.139318034644,-0.581979247889,0.893401557292,2.0,1.0,1.0
67.0,65.0,72.0,-0.291001366867,-0.827876048752,0.893401557292,2.0,1.0,1.0
66.0,65.0,67.0,-0.500013647601,-0.827876048752,-0.336082447025,2.0,1.0,1.0
68.0,67.0,70.0,0.0737455544138,-0.336082447025,0.401607955565,2.0,2.0,1.0
66.0,64.0,70.0,-0.422146327329,-1.07377284962,0.401607955565,2.0,2.0,1.0
68.0,66.0,71.0,0.0614507143703,-0.581979247889,0.647504756428,2.0,2.0,1.0
68.0,67.0,71.0,-0.00822004587411,-0.336082447025,0.647504756428,2.0,2.0,1.0
72.0,66.0,77.0,0.917991237379,-0.581979247889,2.12288556161,2.0,2.0,1.0
67.0,66.0,71.0,-0.143463286349,-0.581979247889,0.647504756428,2.0,2.0,1.0
