LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z,LIGHT (lux),PROXIMITY (m),ATMOSPHERIC PRESSURE (hPa),TEMPERATURE (C),SOUND LEVEL (dB),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.0172,-0.0144,-0.0856,45.84,5,1013.98,38.8,52.648,123029,16:55:31:021
-0.0247,0.0037,4.00E-04,45.84,5,1014.03,38.8,50.917,124029,16:55:32:021
0.0522,-0.0308,-0.0403,45.84,5,1014.09,38.7,47.909,125029,16:55:33:021
-0.0421,-0.0273,-0.0829,45.84,5,1014.11,38.7,48.819,126030,16:55:34:022
-0.0223,-0.0243,-0.0482,45.84,5,1014.09,38.7,45.433,127029,16:55:35:021
0.0313,0.0443,-0.0204,45.84,5,1014.12,38.7,44.042,128029,16:55:36:021
-0.0164,0.0227,0.0056,45.84,5,1014.16,38.7,45.053,129029,16:55:37:021
-0.045,-0.0322,0.0508,45.84,5,1014.15,38.7,48.488,130029,16:55:38:021
0.0243,-0.0096,-0.0131,45.84,5,1014.19,38.7,41.794,131029,16:55:39:021
0.0139,0.0137,0.0214,45.84,5,1014.14,38.7,40.993,132029,16:55:40:021
-0.0064,0.0038,0.0496,45.84,5,1014.21,38.7,42.048,133029,16:55:41:021
-0.0505,-0.0083,-0.0184,45.84,5,1014.18,38.7,40.909,134029,16:55:42:021
-0.025,0.0236,-0.0177,45.84,5,1014.19,38.7,39.987,135029,16:55:43:021
-0.0011,-0.0449,0.0019,45.84,5,1014.12,38.7,48.002,136029,16:55:44:021
-0.0591,-0.003,-0.0167,45.84,5,1014.09,38.7,45.614,137029,16:55:45:021
-0.0078,0.0041,0.0674,45.84,5,1014.07,38.7,38.63,138029,16:55:46:021
0.0039,0.0329,-0.0176,45.84,5,1013.99,38.7,47.536,139029,16:55:47:021
0.0181,0.0236,0.0345,45.84,5,1013.89,38.7,39.059,140029,16:55:48:021
-0.0063,-0.0149,0.0478,45.84,5,1013.98,38.7,46.15,141029,16:55:49:021
0.0179,-0.0066,0.0941,45.84,5,1013.87,38.7,43.151,142029,16:55:50:021
-0.0188,0.0502,-0.06,45.84,5,1013.77,38.6,49.671,143029,16:55:51:021
0.0067,0.0156,-0.0054,45.84,5,1013.66,38.6,45.677,144029,16:55:52:021
0.0416,-0.0417,-0.0101,45.84,5,1013.52,38.6,43.463,145029,16:55:53:021
-0.0431,0.0044,0.0775,45.84,5,1013.38,38.5,43.609,146029,16:55:54:021
-0.0324,0.0157,-0.0051,45.84,5,1013.34,38.5,37.689,147029,16:55:55:021
0.013,-0.0259,0.0251,45.84,5,1013.44,38.4,42.304,148029,16:55:56:021
0.0202,0.0309,0.0227,45.84,5,1013.37,38.4,42.625,149029,16:55:57:021
-0.001,-0.0043,-0.0357,45.84,5,1013.32,38.4,49.131,150029,16:55:58:021
-0.0206,-0.0277,0.0157,45.84,5,1013.33,38.3,41.817,151029,16:55:59:021
-0.0083,0.0314,-0.0352,45.84,5,1013.28,38.2,43.491,152029,16:56:00:021
0.0049,0.0157,0.008,45.84,5,1013.22,38.2,36.045,153037,16:56:01:029
-0.0603,0.0377,-0.0113,45.84,5,1013.27,38.1,45.489,154029,16:56:02:021
-0.0257,-0.061,-0.0354,45.84,5,1013.31,38.1,46.256,155029,16:56:03:021
-0.0205,-0.018,-0.0151,45.84,5,1013.68,38.1,38.464,156029,16:56:04:021
-0.0153,0.0109,-0.0146,45.84,5,1013.71,38.1,45.222,157029,16:56:05:021
-0.0072,-0.0069,-0.0443,45.84,5,1013.5,38.1,35.21,158029,16:56:06:021
-0.0167,-0.0458,-0.0303,45.84,5,1013.37,38,44.842,159030,16:56:07:022
0.0749,0.0059,0.0678,45.84,5,1013.18,37.9,39.723,160029,16:56:08:021
0.0313,-0.0223,0.0459,45.84,5,1013.1,37.9,36.167,161029,16:56:09:021
0.006,-0.0263,-0.0097,45.84,5,1013.03,37.8,46.036,162029,16:56:10:021
-0.0048,0.0536,-0.0632,45.84,5,1012.98,37.7,34.972,163030,16:56:11:022
0.0284,0.0254,-0.0101,45.84,5,1012.97,37.7,34.597,164029,16:56:12:021
0.0314,0.0323,-0.0484,45.84,5,1012.97,37.6,39.937,165029,16:56:13:021
0.0359,-9.00E-04,-0.0199,46.12,5,1013.24,37.5,42.457,166029,16:56:14:021
-0.0367,0.0713,-0.0952,46.12,5,1013.37,37.5,43.031,167029,16:56:15:021
0.0466,-0.0115,0.0389,46.12,5,1013.51,37.4,35.484,168029,16:56:16:021
0.0608,-0.0162,0.0199,46.12,5,1013.35,37.4,40.499,169029,16:56:17:021
0.0164,-0.0092,0.0731,46.12,5,1013.18,37.4,41.438,170029,16:56:18:021
-0.078,-0.0231,0.0097,46.12,5,1013.09,37.3,41.957,171029,16:56:19:021
-0.0204,-0.0056,-0.0387,46.12,5,1013.04,37.2,34.624,172029,16:56:20:021
0.0064,0.0147,0.0196,46.12,5,1013,37.2,42.502,173029,16:56:21:021
0.0569,0.0369,0.0065,46.12,5,1012.97,37.1,46.098,174029,16:56:22:021
0.0438,-0.0131,-0.0241,46.12,5,1012.97,37,41.303,175030,16:56:23:022
8.00E-04,-0.0025,-0.0493,46.12,5,1012.98,37,57.131,176029,16:56:24:021
0.0345,0.0226,0.0021,46.12,5,1012.99,36.9,47.97,177030,16:56:25:022
0.0088,0.0106,-0.0764,46.12,5,1012.99,36.8,42.113,178029,16:56:26:021
-0.019,-0.0044,0.1036,46.12,5,1013.03,36.8,54.823,179030,16:56:27:022
-0.0177,0.025,0.012,46.12,5,1013.07,36.7,53.324,180030,16:56:28:022
-0.0211,-0.0443,-0.0108,46.12,5,1013.09,36.7,45.103,181030,16:56:29:022
0.014,0.0748,0.0122,46.12,5,1013.1,36.6,49.686,182030,16:56:30:022
0.0199,0.0177,0.0417,46.12,5,1013.18,36.6,50.611,183029,16:56:31:021
0.0468,-0.0209,-0.0719,46.12,5,1013.23,36.5,60.488,184029,16:56:32:021
0.0103,0.0199,-0.0308,46.12,5,1013.24,36.4,45.758,185030,16:56:33:022
0.0347,0.0664,0.0028,46.12,5,1013.28,36.4,47.83,186029,16:56:34:021
0.0298,-0.0533,0.0115,46.12,5,1013.27,36.4,56.752,187029,16:56:35:021
0.0427,-0.0057,-0.0211,46.12,5,1013.36,36.3,40.374,188029,16:56:36:021
-0.0315,0.0479,0.0866,46.12,5,1013.36,36.3,46.2,189029,16:56:37:021
0.0407,0.0498,0.0149,46.12,5,1013.4,36.2,42.248,190030,16:56:38:022
0.0211,0.0117,-0.0523,46.12,5,1013.4,36.2,38.586,191029,16:56:39:021
-0.0026,0.008,-0.0227,46.12,5,1013.42,36.1,45.385,192030,16:56:40:022
0.0709,0.1119,-0.026,46.12,5,1013.42,36.1,34.599,193030,16:56:41:022
0.0074,0.041,-0.0027,46.12,5,1013.48,36.1,65.464,194029,16:56:42:021
-0.036,0.0157,0.04,46.12,5,1013.5,36,51.74,195029,16:56:43:021
-0.0515,0.0119,0.0985,46.12,5,1013.49,36,57.788,196029,16:56:44:021
0.024,0.0273,0.0233,46.12,5,1013.47,35.9,55.264,197030,16:56:45:022
0.0015,-0.0538,0.0065,46.12,5,1013.47,35.9,50.184,198029,16:56:46:021
0.0021,-0.0369,-0.0514,46.12,5,1013.48,35.9,34.681,199029,16:56:47:021
0.0283,0.0123,-0.0341,46.12,5,1013.5,35.8,35.067,200029,16:56:48:021
0.0326,0.0268,0.0691,46.12,5,1013.5,35.8,34.931,201029,16:56:49:021
0.0338,0.0203,-0.0012,46.12,5,1013.52,35.8,33.401,202030,16:56:50:022
-0.0434,0.0071,0.0233,46.12,5,1013.52,35.7,33.533,203029,16:56:51:021
0.0159,0.0047,-0.0343,46.12,5,1013.56,35.7,33.533,204029,16:56:52:021
0.0217,-0.0507,0.0508,46.12,5,1013.57,35.7,35.806,205029,16:56:53:021
0.0055,-0.0092,0.0137,46.12,5,1013.58,35.6,35.295,206029,16:56:54:021
0.0053,0.0146,-0.0431,46.12,5,1013.59,35.6,32.617,207029,16:56:55:021
0.0131,0.0136,0.0173,46.12,5,1013.68,35.6,33.349,208030,16:56:56:022
0.0193,0.0179,0.056,46.12,5,1013.69,35.5,33.11,209029,16:56:57:021
-0.0426,0.0213,0.0639,46.12,5,1013.69,35.5,33.343,210030,16:56:58:022
0.0349,0.0033,0.0513,46.12,5,1013.69,35.5,33.233,211030,16:56:59:022
-0.03,-0.0515,0.0295,46.12,5,1013.7,35.5,32.896,212029,16:57:00:021
0.0307,0.053,-0.0019,46.12,5,1013.75,35.4,33.349,213030,16:57:01:022
0.0082,-0.0082,-0.0516,46.12,5,1013.76,35.4,34.295,214029,16:57:02:021
-0.0143,0.0332,-0.0626,46.12,5,1013.76,35.4,34.053,215029,16:57:03:021
0.0151,0.0034,-0.0289,46.12,5,1013.76,35.3,34.086,216029,16:57:04:021
0.0148,-0.0055,0.0602,46.12,5,1013.87,35.3,34.332,217029,16:57:05:021
0.0046,-0.0428,-0.1216,46.12,5,1014.27,35.3,34.65,218029,16:57:06:021
0.0147,0.0402,0.0193,46.12,5,1014.54,35.3,34.388,219029,16:57:07:021
0.0268,0.0397,-1.00E-04,46.12,5,1014.46,35.4,34.904,220029,16:57:08:021
0.0059,-0.0487,0.0202,46.12,5,1014.49,35.4,35.255,221029,16:57:09:021
0.0163,-0.0171,-0.0014,46.12,5,1014.42,35.4,35.285,222030,16:57:10:022
0.0163,0.0059,-0.0763,46.12,5,1014.24,35.4,35.197,223029,16:57:11:021
-0.0165,-8.00E-04,0.0303,46.12,5,1014.06,35.4,34.924,224029,16:57:12:021
0.0044,0.0324,3.00E-04,46.12,5,1013.94,35.4,35.479,225029,16:57:13:021
0.0502,-0.0546,-0.027,46.12,5,1013.86,35.4,34.732,226029,16:57:14:021
0.0814,-0.0361,-0.0184,46.12,5,1013.9,35.3,36.261,227029,16:57:15:021
0.0693,0.0267,-0.0191,46.12,5,1013.8,35.3,36.528,228029,16:57:16:021
-0.0489,0.0367,0.0274,46.12,5,1013.79,35.3,36.206,229029,16:57:17:021
0.0263,-0.0611,-0.0126,46.12,5,1013.75,35.3,35.616,230029,16:57:18:021
0.0428,0.0366,0.0278,46.12,5,1013.76,35.2,37.146,231030,16:57:19:022
-0.0616,0.0033,-0.0052,46.12,5,1013.73,35.2,36.893,232029,16:57:20:021
0.0051,0.0194,0.0361,46.12,5,1013.74,35.2,35.373,233029,16:57:21:021
-0.0629,-0.0644,-0.031,46.12,5,1013.74,35.1,35.913,234029,16:57:22:021
0.0574,-0.0384,-0.0205,46.12,5,1013.72,35.1,34.665,235029,16:57:23:021
-0.0299,0.0106,-0.0634,46.12,5,1013.7,35.1,34.966,236030,16:57:24:022
0.022,-0.05,0.0125,46.12,5,1013.72,35,35.078,237030,16:57:25:022
-0.0568,-0.0089,-0.0575,46.12,5,1013.72,35,33.386,238029,16:57:26:021
-0.0091,0.0315,-0.0783,46.12,5,1013.72,35,35.244,239029,16:57:27:021
0.0171,0.028,-0.0489,46.12,5,1013.72,34.9,35.06,240029,16:57:28:021
-0.039,0.0028,-0.0341,46.12,5,1013.75,34.9,35.604,241029,16:57:29:021
0.0278,-0.0488,0.0019,46.12,5,1013.74,34.9,34.316,242030,16:57:30:022
-0.0121,-0.0226,0.0343,46.12,5,1013.78,34.9,33.766,243029,16:57:31:021
0.0058,9.00E-04,0.0185,46.12,5,1013.82,34.8,33.275,244030,16:57:32:022
-0.0165,0.055,0.0165,46.12,5,1013.82,34.8,34.229,245029,16:57:33:021
-0.002,0.067,0.1032,46.12,5,1013.83,34.8,36.6,246030,16:57:34:022
0.0098,-0.0107,-0.0524,46.12,5,1013.84,34.8,34.211,247029,16:57:35:021
-0.0506,0.0073,-0.0185,46.12,5,1013.87,34.7,49.456,248030,16:57:36:022
0.012,0.0349,-0.0362,46.12,5,1013.88,34.7,48.939,249030,16:57:37:022
-0.0187,0.0012,0.0064,46.12,5,1013.89,34.7,42.906,250029,16:57:38:021
0.0189,0.0278,0.0566,46.12,5,1013.86,34.7,45.126,251030,16:57:39:022
-0.0349,-0.0046,0.0615,46.12,5,1013.87,34.7,48.76,252029,16:57:40:021
-0.0157,0.0208,-0.0459,46.12,5,1013.84,34.6,50.235,253030,16:57:41:022
-0.05,0.0371,0.0021,46.12,5,1013.85,34.6,48.485,254030,16:57:42:022
-0.0102,-0.0075,-0.0123,46.12,5,1013.83,34.6,50.872,255029,16:57:43:021
0.0076,-0.0645,-0.0124,46.12,5,1013.87,34.6,48.855,256029,16:57:44:021
-0.0426,-0.0173,0.05,46.12,5,1013.91,34.5,42.793,257029,16:57:45:021
-0.0076,-0.0353,-0.057,46.12,5,1013.91,34.5,44.434,258030,16:57:46:022
0.0106,-0.0137,-0.0289,46.12,5,1013.93,34.5,46.202,259029,16:57:47:021
0.0177,0.0146,0.0036,46.12,5,1014.19,34.5,48.832,260029,16:57:48:021
0.0118,-0.0375,-0.0146,46.12,5,1014.55,34.5,44.923,261029,16:57:49:021
0.04,0.0374,-0.0012,46.12,5,1014.42,34.6,48.364,262029,16:57:50:021
0.0032,-0.0266,0.0461,46.12,5,1014.27,34.6,54.369,263029,16:57:51:021
-0.0025,0.051,0.0132,46.12,5,1014.14,34.5,52.253,264029,16:57:52:021
-0.0236,-0.0144,0.0374,46.12,5,1014.06,34.5,54.726,265030,16:57:53:022
0.0011,0.0042,-0.0861,46.12,5,1014,34.5,53.687,266029,16:57:54:021
-0.0052,0.0092,0.0854,46.12,5,1013.97,34.5,53.433,267030,16:57:55:022
-0.0107,0.0029,-0.0264,46.12,5,1013.97,34.5,48.599,268029,16:57:56:021
-0.0299,0.0011,0.0205,46.12,5,1013.91,34.5,50.275,269029,16:57:57:021
-0.0296,-0.0056,0.0044,46.12,5,1013.87,34.4,49.343,270029,16:57:58:021
-0.0155,-0.0039,-0.0117,46.12,5,1013.86,34.4,51.361,271029,16:57:59:021
0.0196,-0.018,0.003,46.12,5,1013.91,34.4,53.486,272029,16:58:00:021
-0.059,0.0244,0.1098,46.12,5,1013.95,34.4,54.191,273030,16:58:01:022
0.0497,-0.0083,0.0533,46.12,5,1013.94,34.4,55,274030,16:58:02:022
-0.0045,-0.0179,-0.0358,46.12,5,1013.89,34.3,55.479,275031,16:58:03:023
-0.0155,-0.0259,-0.0289,46.12,5,1013.88,34.3,52.659,276029,16:58:04:021
0.0087,-0.0081,0.0168,46.12,5,1013.88,34.3,55.408,277029,16:58:05:021
0.0766,0.072,-0.0368,46.12,5,1013.88,34.3,55.581,278029,16:58:06:021
-0.0122,0.0371,-0.0186,46.12,5,1013.9,34.2,54.431,279029,16:58:07:021
-0.009,0.0164,-0.01,46.12,5,1013.92,34.2,52.903,280029,16:58:08:021
-0.0236,-0.033,-0.0858,46.12,5,1013.91,34.2,54.232,281030,16:58:09:022
0.0136,-0.0394,0.0413,46.12,5,1013.93,34.2,49.168,282030,16:58:10:022
-0.0587,0.0708,-0.0404,46.12,5,1013.93,34.2,55.86,283029,16:58:11:021
-0.0207,-0.0145,-0.0716,46.12,5,1013.95,34.1,55.772,284029,16:58:12:021
0.0198,-0.0301,0.0133,46.12,5,1013.94,34.1,57.473,285030,16:58:13:022
0.0597,-0.0159,0.0103,46.12,5,1013.94,34.1,49.143,286029,16:58:14:021
-5.00E-04,0.0199,0.0621,46.12,5,1013.98,34.1,54.046,287029,16:58:15:021
-0.0124,-0.0067,-0.0347,46.12,5,1013.97,34.1,54.397,288030,16:58:16:022
-0.0137,0.0116,-5.00E-04,46.12,5,1013.97,34.1,58.16,289029,16:58:17:021
0.0225,-0.032,-0.0445,46.12,5,1013.96,34,49.718,290029,16:58:18:021
-0.0456,0.0031,-0.0317,46.12,5,1013.93,34,56.127,291029,16:58:19:021
0.0121,-0.0241,0.017,46.12,5,1013.93,34,54.149,292029,16:58:20:021
-0.036,-0.0253,-0.0612,46.12,5,1013.93,34,54.554,293029,16:58:21:021
0.0206,0.0113,-0.015,46.12,5,1013.94,33.9,51.233,294029,16:58:22:021
0.0097,-0.0085,0.0138,46.12,5,1013.94,33.9,54.892,295030,16:58:23:022
-0.0155,-0.031,0.0329,46.12,5,1013.93,33.9,54.123,296029,16:58:24:021
