Time_Val,Time_sec,Heart_Rate,Sound,Light,Phone_Active,User_Attention
18:06:37,646,60,50,13,0,5
18:06:38,647,60,48,13,0,5
18:06:39,648,60,48,13,0,5
18:06:40,649,62,47,13,0,5
18:06:41,650,62,46,13,0,5
18:06:42,651,62,45,13,0,5
18:06:43,652,62,48,13,0,5
18:06:44,653,62,46,13,0,5
18:06:45,654,62,47,13,0,5
18:06:46,655,62,47,13,0,5
18:06:47,656,62,49,13,0,5
18:06:48,657,62,45,13,0,5
18:06:49,658,62,48,13,0,5
18:06:50,659,61,48,13,0,5
18:06:51,660,61,49,13,0,5
18:06:52,661,61,43,13,0,5
18:06:53,662,61,47,13,0,5
18:06:54,663,61,48,13,0,5
18:06:55,664,61,47,13,0,5
18:06:56,665,61,50,13,0,5
18:06:57,666,61,50,13,0,5
18:06:58,667,61,48,13,0,5
18:06:59,668,61,46,13,0,5
18:07:00,669,61,47,13,0,5
18:07:01,670,61,48,13,0,5
18:07:02,671,61,48,13,0,5
18:07:03,672,62,46,13,0,5
18:07:04,673,62,46,13,0,5
18:07:05,674,62,50,13,0,5
18:07:06,675,63,49,13,0,5
18:07:07,676,63,48,13,0,5
18:07:08,677,63,46,13,0,5
18:07:09,678,63,46,13,0,5
18:07:10,679,63,45,13,0,5
18:07:11,680,63,48,13,0,5
18:07:12,681,63,45,13,0,5
18:07:13,682,63,45,13,0,5
18:07:14,683,63,49,13,0,5
18:07:15,684,63,48,13,0,5
18:07:16,685,63,45,13,0,5
18:07:17,686,63,45,13,0,5
18:07:18,687,63,43,13,0,5
18:07:19,688,63,48,13,0,5
18:07:20,689,63,51,13,0,5
18:07:21,690,63,46,13,0,5
18:07:22,691,63,44,13,0,5
18:07:23,692,63,46,13,0,5
18:07:24,693,63,49,13,0,5
18:07:25,694,66,36,13,0,5
18:07:26,695,66,45,13,0,5
18:07:27,696,66,39,13,0,5
18:07:28,697,66,41,13,0,5
18:07:29,698,66,38,13,0,5
18:07:30,699,66,35,13,0,5
18:07:31,700,66,39,13,0,5
18:07:32,701,66,34,13,0,5
18:07:33,702,67,35,13,0,5
18:07:34,703,67,34,13,0,5
18:07:35,704,67,33,13,0,5
18:07:36,705,67,34,13,0,5
18:07:37,706,67,34,13,0,5
18:07:38,707,67,32,13,0,5
18:07:39,708,67,33,13,0,5
18:07:40,709,67,37,13,0,5
18:07:41,710,67,32,13,0,5
18:07:42,711,67,35,13,0,5
18:07:43,712,67,34,13,0,5
18:07:44,713,67,32,13,0,4
18:07:45,714,67,33,13,0,4
18:07:46,715,67,33,13,0,4
18:07:47,716,67,33,13,0,4
18:07:48,717,67,34,13,0,4
18:07:49,718,67,32,13,0,4
18:07:50,719,68,36,13,0,4
18:07:51,720,68,33,13,0,4
18:07:52,721,68,38,13,0,4
18:07:53,722,68,34,13,0,4
18:07:54,723,68,36,13,0,4
18:07:55,724,68,37,13,0,4
18:07:56,725,68,38,13,0,4
18:07:57,726,68,37,13,0,4
18:07:58,727,68,35,13,0,4
18:07:59,728,68,38,13,0,4
18:08:00,729,68,38,13,0,4
18:08:01,730,68,35,13,0,4
18:08:02,731,68,33,13,0,4
18:08:03,732,68,32,13,0,4
18:08:04,733,68,33,13,0,4
18:08:05,734,68,39,13,0,4
18:08:06,735,68,37,13,0,4
18:08:07,736,68,33,13,0,4
18:08:08,737,68,33,13,0,4
18:08:09,738,68,32,13,0,4
18:08:10,739,68,31,13,0,4
18:08:11,740,69,34,13,0,4
18:08:12,741,69,32,13,0,4
18:08:13,742,69,31,13,0,4
18:08:14,743,69,32,13,0,4
18:08:15,744,70,33,13,0,4
18:08:16,745,70,35,13,0,4
18:08:17,746,70,34,13,0,4
18:08:18,747,70,33,13,0,4
18:08:19,748,70,33,13,0,4
18:08:20,749,70,32,13,0,4
18:08:21,750,70,32,13,0,4
18:08:22,751,70,33,13,0,4
18:08:23,752,70,30,13,0,4
18:08:24,753,70,31,13,0,4
18:08:25,754,70,37,13,0,4
18:08:26,755,70,35,13,0,4
18:08:27,756,70,33,13,0,4
18:08:28,757,70,33,13,0,4
18:08:29,758,70,32,13,0,4
18:08:30,759,70,35,13,0,4
18:08:31,760,70,32,13,0,4
18:08:32,761,70,33,13,0,4
