LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z,LIGHT (lux),PROXIMITY (i),SOUND LEVEL (dB),YYYY-MO-DD HH-MI-SS_SSS
0.006,0.0046,-0.065,47.5802,2,42.935,16:03:29:991
0.0217,0.0174,0.0702,48.5666,2,45.917,16:03:30:992
-0.004,-0.0069,0.0513,48.1333,2,59.102,16:03:31:992
-0.0058,0.0027,0.035,48.4318,2,46.448,16:03:32:992
0.04,-0.0207,0.0364,47.4313,2,27.895,16:03:33:991
0.0114,0.0169,-0.0392,48.1487,2,47.711,16:03:34:992
-0.0045,-0.0053,0.0456,47.5688,2,15.445,16:03:35:992
0.0228,0.0206,-0.0191,47.4319,2,15.5,16:03:36:992
0.0137,-0.0059,0.0748,48.1372,2,15.515,16:03:37:992
0.0216,0.0158,6.00E-04,48.1381,2,15.425,16:03:38:992
0.0062,-0.0192,0.0171,48,2,15.447,16:03:39:991
-0.0133,-0.0182,-0.0215,47.5686,2,15.426,16:03:40:992
0.0254,0.0061,0.0279,47.5681,2,15.488,16:03:41:991
0.0351,0.0179,0.0552,48,2,15.526,16:03:42:991
0.0039,-0.0071,-0.0413,47.5723,2,15.601,16:03:43:992
-6.00E-04,0.0284,-0.0197,47.5683,2,37.973,16:03:44:992
-3.00E-04,-0.0135,0.0306,47.5769,2,15.579,16:03:45:992
0.0029,-0.0226,0.0234,48.1369,2,48.628,16:03:46:992
-0.0117,-0.0262,0.0512,47.8385,2,15.672,16:03:47:992
0.08,0.1139,-1.1417,48.4229,2,23.671,16:03:48:993
0.0238,-0.0894,0.0546,36.5658,2,40.045,16:03:49:992
-0.0125,0.0129,0.0323,35.5661,2,33.897,16:03:50:991
0.0458,0.0086,-0.0423,35.5662,2,63.925,16:03:51:991
0.0088,-0.025,0.0344,35.4347,2,15.644,16:03:52:991
0.0184,0.0089,-0.0088,32.5662,2,15.54,16:03:53:992
-0.0055,0.0254,0.0211,31.5714,2,62.112,16:03:54:991
-0.002,-0.0494,-0.034,32,2,15.443,16:03:55:991
-0.0058,0.0099,0.0304,31.5668,2,18.015,16:03:56:991
-0.0463,0.0091,-0.1728,31.5665,2,62.81,16:03:57:991
0.0121,0.0098,0.0236,32,2,50.743,16:03:58:993
-1.3987,-0.4432,-0.314,33.8654,2,22.267,16:03:59:991
0.0606,0.0198,0.093,33.567,2,50.589,16:04:00:991
0.0047,0.0295,0.0363,34,2,16.379,16:04:01:992
0.0343,-0.0183,-0.0203,33.3749,2,40.978,16:04:02:992
0.0052,-0.0062,0.0037,18.8311,2,15.506,16:04:03:991
-7.00E-04,-0.0072,0.0328,5,0,15.602,16:04:04:992
0.0185,0.0238,-0.0095,5.4335,0,30.43,16:04:05:992
0.0302,0.0093,0.0438,6,0,15.673,16:04:06:992
0.0299,0.0207,-0.02,6.4308,0,15.687,16:04:07:991
-0.0166,-0.0388,0.0222,6.4308,0,15.583,16:04:08:992
-0.0281,0.0118,0.0108,6.4308,0,15.774,16:04:09:992
-0.0117,0.0058,7.00E-04,7,0,15.675,16:04:10:992
0.0133,0.0296,-0.0389,34.5724,2,28.705,16:04:11:993
-0.014,0.0297,0.0161,34.4202,2,24.002,16:04:12:993
-0.0198,0.0011,0.0221,35.1328,2,31.781,16:04:13:991
-0.0112,-0.0222,0.0328,34,2,50.051,16:04:14:991
0.0035,0.0035,0.0184,34.4333,2,15.535,16:04:15:991
-0.0181,-0.002,-0.0395,34.5675,2,56.23,16:04:16:991
-0.0115,-0.0285,0.0662,34,2,46.528,16:04:17:991
0.011,-0.0084,-0.0458,34.4335,2,38.973,16:04:18:992
0.3786,0.028,0.0306,34.5662,2,28.183,16:04:19:991
-0.0177,0.0141,0.0166,34.4312,2,15.606,16:04:20:991
-0.0496,-0.0014,-0.0943,34,2,16.178,16:04:21:991
0.0091,-0.0184,-0.0184,34.566,2,15.488,16:04:22:991
0.0108,0.0278,-0.0363,34,2,20.438,16:04:23:991
-0.0093,-0.0301,-0.0597,34,2,39.059,16:04:24:992
-0.9341,0.5428,-0.2811,33.566,2,47.328,16:04:25:992
2.9117,0.2391,-0.4569,26,2,75.58,16:04:26:991
-0.011,-0.0233,-0.0076,26.4312,2,15.54,16:04:27:991
0.0296,0.0109,0.0071,26.5663,2,16.284,16:04:28:991
-0.019,0.0645,-0.0111,26.5672,2,15.532,16:04:29:991
-0.0493,0.0419,-0.0192,26.5732,2,41.943,16:04:30:991
-0.001,0.0106,0.0058,26.5656,2,15.479,16:04:31:992
-0.0011,0.0349,0.0519,26.4324,2,15.423,16:04:32:992
0.0061,0.0181,0.0149,26.569,2,50.322,16:04:33:992
-0.0262,-0.0252,0.008,26.4312,2,15.443,16:04:34:991
0.0067,-0.0189,0.0298,26.4331,2,15.373,16:04:35:991
-0.0109,0.0384,-0.0126,26,2,15.525,16:04:36:992
0.003,-0.0469,0.014,26,2,15.524,16:04:37:992
-0.0027,0.0365,0.05,26,2,15.532,16:04:38:992
-0.0052,0.0138,0.0486,26.4313,2,15.571,16:04:39:992
-0.0055,-0.0068,-0.0286,26.4328,2,35.084,16:04:40:991
0.0158,0.0266,-0.0111,26,2,15.596,16:04:41:992
-0.0131,0.0075,-0.0116,26.5723,2,15.54,16:04:42:992
0.0047,0.0211,-0.0042,26.4316,2,35.695,16:04:43:992
-0.0047,-0.0452,0.0307,26,2,15.665,16:04:44:992
-0.006,0.025,0.012,26.4277,2,52.09,16:04:45:992
0.0034,0.0114,-0.0434,26,2,15.61,16:04:46:991
0.0354,0.0018,0.0439,26,2,15.553,16:04:47:992
-0.0273,-5.00E-04,0.0078,26,2,50.286,16:04:48:991
-1.00E-04,0.0367,0.0473,26,2,46.632,16:04:49:992
-0.0087,0.0205,-0.0124,26,2,15.663,16:04:50:992
0.0189,0.0031,0.0059,26,2,15.48,16:04:51:991
0.0231,0.0134,0.0118,26,2,15.485,16:04:52:992
-0.0111,0.0124,-0.0137,25.5668,2,15.654,16:04:53:991
-0.0289,-0.0264,0.0845,26,2,15.483,16:04:54:991
0.0312,-0.0122,-0.0157,26,2,43.951,16:04:55:992
0.0293,-0.0291,0.0285,25.5799,2,15.457,16:04:56:991
0.0124,0.0059,0.0456,26,2,15.428,16:04:57:992
-0.008,0.0028,0.0101,26,2,15.444,16:04:58:993
-0.0022,0.0251,0.0747,26,2,15.603,16:04:59:991
-0.0265,-0.0124,0.0113,26,2,15.476,16:05:00:993
0.0277,0.0048,0.0324,25.5683,2,15.503,16:05:01:991
0.018,0.0304,-0.0731,25.5679,2,29.303,16:05:02:992
-0.0206,-0.0069,-0.0051,26,2,40.215,16:05:03:992
-0.0359,0.0577,-0.0026,25.4321,2,26.926,16:05:04:991
-0.0167,0.0157,0.0321,25.5685,2,42.561,16:05:05:991
0.0041,0.0398,0.0454,26,2,15.635,16:05:06:992
0.0165,0.0175,-0.0035,26,2,27.755,16:05:07:992
0.0357,0.0205,-0.0361,26,2,31.437,16:05:08:992
0.0047,0.0162,-0.0232,26,2,15.766,16:05:09:992
-0.002,0.0279,-0.011,26.5741,2,44.794,16:05:10:992
-0.0363,-0.05,-0.0245,26.5741,2,69.288,16:05:11:992
0.0222,0.0123,-0.0188,26,2,29.833,16:05:12:992
0.0247,0.0095,-0.0174,26.4243,2,43.641,16:05:13:992
-0.0316,-0.0057,-0.0092,26.4335,2,56.862,16:05:14:992
0.032,0.0042,-0.0038,26.4175,2,33.333,16:05:15:993
-0.0076,0.0543,0.0263,26,2,15.339,16:05:16:991
-0.0053,0.014,0.0138,26,2,15.762,16:05:17:993
-0.0039,0.008,-0.0165,26,2,16.418,16:05:18:991
0.0053,0.0245,0.0537,26,2,15.628,16:05:19:992
0.0019,-0.0043,0.0493,26,2,15.357,16:05:20:991
-0.012,0.0113,-0.0094,25.5696,2,15.376,16:05:21:992
-0.0063,-0.025,0.0062,25.4271,2,15.911,16:05:22:993
-0.0225,0.0136,-0.018,26,2,15.33,16:05:23:992
0.0048,0.0177,0.0018,26,2,15.424,16:05:24:991
0.0341,0.0062,-0.0163,25.4338,2,15.362,16:05:25:992
-0.0093,0.0068,-0.0064,25.5691,2,15.519,16:05:26:992
0.0089,0.0383,-0.0321,26,2,15.429,16:05:27:993
-0.0299,0.019,0.0177,26,2,15.575,16:05:28:996
-0.0038,-0.0217,0.0345,25.5713,2,43.984,16:05:29:992
-0.0329,0.0075,-0.0273,26,2,15.656,16:05:30:993
-0.0096,-0.0352,-0.0053,26,2,15.514,16:05:31:992
-0.0056,-0.0225,0.0254,26,2,15.455,16:05:32:992
0.0225,-0.0091,-0.0195,26,2,15.466,16:05:33:991
0.0366,-3.00E-04,0.0795,26,2,15.499,16:05:34:992
0.0353,0.0441,0.0643,26,2,15.43,16:05:35:992
-0.0084,0.0219,-0.0623,25.5671,2,15.328,16:05:36:993
-0.023,0.0226,0.0362,25.4321,2,15.308,16:05:37:992
-0.0097,0.0057,-0.0562,26,2,15.304,16:05:39:004
-0.0284,-0.0232,-0.019,26,2,15.29,16:05:39:993
-0.0222,0.0084,-0.0619,26,2,15.378,16:05:40:992
-0.0371,0.0173,0.0529,25.5685,2,15.363,16:05:41:991
0.0095,0.001,-0.0467,26,2,15.308,16:05:42:992
0.0208,-0.0322,-0.048,26,2,15.426,16:05:43:993
0.0214,0.0091,0.0518,26,2,15.277,16:05:44:991
0.0158,0.027,0.0102,25.5692,2,15.418,16:05:45:992
-0.0154,-0.021,0.0012,26,2,15.419,16:05:46:992
0.0156,6.00E-04,-7.00E-04,26,2,15.409,16:05:47:991
-0.0068,0.0191,-0.0052,26,2,15.384,16:05:48:992
0.017,0.0331,-0.0458,26,2,15.436,16:05:49:992
0.0015,0.0067,0.0216,26,2,15.511,16:05:50:992
0.0252,-0.0051,-0.048,26,2,15.513,16:05:51:992
0.0067,0.0348,0.007,26,2,15.495,16:05:52:991
-0.0179,-0.0116,-0.009,26,2,15.52,16:05:53:993
-0.0135,0.0212,0.0745,26,2,15.462,16:05:54:992
-0.0107,0.0231,0.0138,26,2,15.51,16:05:55:991
0.0046,-0.0248,0.0027,26,2,15.517,16:05:56:992
0.0078,0.0084,0.0273,26,2,15.497,16:05:57:991
-0.0042,0.0277,-0.0353,25.5725,2,15.423,16:05:58:991
0.0172,5.00E-04,-0.0092,26,2,15.584,16:05:59:992
-0.0128,-0.032,0.0323,25.5718,2,15.552,16:06:00:991
-0.0165,0.0522,0.0328,26,2,15.618,16:06:01:995
0.0221,0.0063,-0.0669,25.5666,2,15.547,16:06:02:993
0.0068,-0.0034,-0.0754,26,2,15.406,16:06:03:992
0.0177,0.0062,-0.0224,26,2,15.505,16:06:04:992
0.0122,0.0177,0.0082,26,2,15.619,16:06:05:992
0.0208,-0.0068,0.0169,25.419,2,15.622,16:06:06:991
-0.0139,-0.0014,-0.0105,25.5741,2,15.606,16:06:07:991
0.009,0.0346,-0.0214,26,2,15.506,16:06:08:991
-0.013,-0.0112,0.0377,26,2,15.319,16:06:09:993
-0.0146,-0.0084,-0.0295,26,2,15.467,16:06:10:992
0.0034,-0.0062,-0.0346,25.5745,2,15.326,16:06:11:993
-0.0078,0.0138,0.0554,25.4215,2,15.367,16:06:12:991
0.0269,-0.0175,0.0345,25.5667,2,15.384,16:06:13:992
-0.0065,0.0097,0.0609,26,2,15.415,16:06:14:992
-0.0207,0.0132,-0.0262,26,2,15.445,16:06:15:992
-8.00E-04,0.0146,0.0226,26,2,15.448,16:06:16:994
0.0276,0.0181,0.0318,26,2,15.472,16:06:17:992
0.0428,0.0426,-0.048,25.5691,2,15.45,16:06:18:991
0.0321,0.0049,-0.005,25.4312,2,22.439,16:06:19:992
-0.0042,0.0343,0.0181,26,2,15.537,16:06:20:993
0.0086,0.0042,0.0123,26,2,15.574,16:06:21:991
0.0066,-0.0136,-0.0095,25.5692,2,15.633,16:06:22:992
0,0.0442,-0.0242,25.5686,2,15.586,16:06:23:991
-0.0092,-0.0271,0.0156,26,2,15.591,16:06:24:992
-0.0074,-0.0299,0.016,25.4311,2,15.488,16:06:25:991
0.0053,0.001,0.0135,26,2,15.443,16:06:26:991
-0.0234,0.0107,0.0461,25.5746,2,15.491,16:06:27:992
0.0243,0.0466,-0.0351,26,2,15.408,16:06:28:993
-0.0037,-0.0111,0.0013,25.5802,2,15.417,16:06:29:991
-0.0174,-0.0047,-0.0035,26,2,15.564,16:06:30:993
-0.0115,0.0235,-0.0013,25.5672,2,15.492,16:06:31:992
-0.009,0.019,0.0132,26,2,15.535,16:06:32:991
0.0021,0.0414,0.0499,26,2,15.523,16:06:33:992
-0.0378,0.0025,0.0419,25.5813,2,15.664,16:06:34:992
0.0282,-0.0075,-0.0048,25.4275,2,15.46,16:06:35:992
-0.0024,-0.0123,0.0502,25.5664,2,15.603,16:06:36:993
-0.0325,0.0167,0.0608,26,2,15.655,16:06:37:991
0.0068,-0.0113,0.0073,25.5922,2,15.584,16:06:38:991
-0.0034,0.0359,0.0364,26,2,15.56,16:06:39:991
-0.0104,0.0505,0.0421,26,2,15.505,16:06:40:992
-0.0063,-0.0323,-0.0384,26,2,15.332,16:06:41:991
0.0171,0.0062,-0.0344,25.5803,2,15.366,16:06:42:992
0.0215,-0.0107,-0.0495,25.4246,2,15.436,16:06:43:991
0.0517,0.0125,0.0258,25.567,2,15.374,16:06:44:991
0.0168,-4.00E-04,-0.044,26,2,15.59,16:06:45:991
-0.0099,-0.026,0.0146,26,2,15.451,16:06:46:992
-0.0441,0.0269,-0.0529,26,2,15.454,16:06:47:991
0.0042,-0.0132,-0.0577,26,2,15.54,16:06:48:991
-0.0197,-0.0052,0.0244,25.4185,2,15.559,16:06:49:991
-0.0483,-0.0026,-0.0119,25.5756,2,15.566,16:06:50:992
-0.0081,-0.0118,-0.0282,26,2,15.547,16:06:51:992
-0.0134,0.0184,-0.0415,26,2,15.559,16:06:52:992
-0.0102,0.0463,-0.0137,25.5751,2,15.526,16:06:53:992
0.0243,-0.0097,0.0645,26,2,63.819,16:06:54:992
-0.0381,0.0353,0.0452,26,2,15.283,16:06:55:992
-0.0228,0.0028,-0.0094,26,2,15.341,16:06:56:992
0.0329,-0.0204,-0.0341,26,2,15.322,16:06:57:992
-0.0443,0.023,-0.0212,26,2,15.293,16:06:58:992
-0.0318,0.0029,-0.0321,25.5686,2,15.466,16:06:59:992
0.013,0.0179,0.0391,25.5688,2,15.506,16:07:00:992
-0.001,0.0115,-0.0247,26,2,15.389,16:07:01:991
0.0021,-0.001,0.0558,26,2,15.559,16:07:02:991
-0.0208,0.0071,-0.0194,26,2,15.4,16:07:03:991
0.008,0.0012,-0.0036,25.4317,2,15.543,16:07:04:992
0.009,-0.032,0.0325,26,2,15.596,16:07:05:991
0.0066,-0.0081,0.0564,26,2,15.524,16:07:06:992
-0.0222,0.0093,-0.0433,25.5662,2,15.523,16:07:07:991
-0.0257,0.035,0.0396,26,2,15.406,16:07:08:991
-0.0154,-0.02,-0.0153,25.5665,2,15.387,16:07:09:992
0.0246,0.0263,0.0269,25.5789,2,61.217,16:07:10:992
0.0019,-0.0243,0.0739,25.5682,2,65.132,16:07:11:991
0.0265,-0.0209,-0.0171,25.5672,2,15.393,16:07:12:991
0.0259,-0.0188,-0.0474,25.4331,2,15.389,16:07:13:992
-0.0371,0.0266,-0.0337,25.5682,2,15.395,16:07:14:991
0.0198,-0.0081,-0.0253,26,2,15.427,16:07:15:992
0.0245,-0.0192,-0.0164,26,2,15.479,16:07:16:992
-0.0059,0.0145,-0.0231,26,2,15.605,16:07:17:992
0.0526,0.0197,-0.0047,25.4207,2,15.514,16:07:18:992
-0.0023,-0.0019,-0.0055,25.5665,2,15.553,16:07:19:992
0.0051,-0.0137,-0.0181,26,2,15.546,16:07:20:992
-0.0097,0.0133,-0.068,25.5666,2,15.361,16:07:21:992
-0.0024,0.0159,0.0554,26,2,15.738,16:07:22:992
-0.0185,0.0045,0.0185,26,2,15.316,16:07:23:991
-0.0165,-0.0176,0.0176,25.4208,2,15.269,16:07:24:991
-0.0028,0.0022,0.0177,26,2,15.324,16:07:25:992
0.0022,0.0075,-0.0047,26,2,15.391,16:07:26:992
0.0094,0.0033,-0.0136,26,2,15.419,16:07:27:992
0.0233,0.0083,0.1156,25.4273,2,16.237,16:07:28:993
0.0155,0.0235,0.0524,25.573,2,15.392,16:07:29:992
0.001,-0.0292,0.0046,26,2,15.348,16:07:30:992
0.0299,0.0059,-0.0131,26,2,15.476,16:07:31:992
0.0023,0.0166,-0.0134,26,2,15.444,16:07:32:992
0.0332,-0.007,-0.0135,25.5769,2,15.52,16:07:33:992
0.0128,0.0332,-0.0034,25.5713,2,15.502,16:07:34:993
0.0208,0.0082,0.0373,25.5738,2,15.478,16:07:35:994
-0.0012,0.052,-0.0089,26,2,15.465,16:07:36:992
0.003,0.0418,0.0556,26,2,15.419,16:07:37:991
0.0226,0.0116,-0.0267,26,2,15.319,16:07:38:991
-0.0142,0.0089,-0.0817,25.4268,2,15.245,16:07:39:992
0.0226,-0.0228,-0.0839,25.5735,2,15.547,16:07:40:992
-0.0091,-3.00E-04,-0.0091,25.5662,2,15.37,16:07:41:992
-0.0413,0.0107,-0.038,25.5685,2,15.598,16:07:42:992
0.0249,-0.0239,0.0043,25.5809,2,15.313,16:07:43:992
-0.0139,-0.0035,0.043,26,2,15.419,16:07:44:992
-0.0088,-0.0146,0.0333,25.5735,2,15.342,16:07:45:992
0.0187,0.0124,-0.0697,26,2,15.363,16:07:46:991
0.0138,-0.0103,0.0659,25.5809,2,15.389,16:07:47:992
-0.0045,0.008,3.00E-04,25.5808,2,15.492,16:07:48:996
-0.0076,-0.0028,-0.0108,25.5842,2,15.574,16:07:49:991
-0.0334,-0.0068,-0.0221,26,2,19.923,16:07:50:993
0.0042,-0.0148,-0.0302,26,2,15.378,16:07:51:992
-0.0159,-0.0145,-0.0225,25.5757,2,15.295,16:07:52:993
0.0273,0.0174,0.0103,25.5802,2,15.372,16:07:53:992
-0.0054,0.0201,0.0674,25.566,2,15.22,16:07:54:992
-0.0111,0.0052,0.0358,25.4201,2,15.351,16:07:55:992
-0.0301,0.0247,-0.0057,26,2,15.423,16:07:56:991
-0.0292,-0.0197,-0.0124,25.5828,2,44.492,16:07:57:992
-0.0186,-0.0115,0.0381,25.5727,2,15.447,16:07:58:991
0.0077,-0.0097,0.0169,25.4287,2,50.527,16:07:59:992
-0.0104,0.0022,0.0254,25.5683,2,15.538,16:08:00:992
0.0221,-0.0128,-0.022,25.5666,2,15.531,16:08:01:991
0.0168,0,0.0425,26,2,15.699,16:08:02:993
0.0054,0.0373,-0.0076,26,2,15.578,16:08:03:992
0.014,-0.021,0.0358,26,2,15.564,16:08:04:994
-0.0076,0.023,-0.0303,26,2,15.603,16:08:05:992
-0.0191,-0.0373,0.0358,26,2,15.65,16:08:06:991
0.0355,-0.0072,0.0596,26,2,15.675,16:08:07:993
-0.0182,0.0449,-0.0072,26,2,15.646,16:08:08:992
0.0054,-0.0041,0.0756,25.4336,2,15.586,16:08:09:991
0.013,-0.0028,0.0067,25.5662,2,15.586,16:08:10:992
0.0108,0.0087,0.0147,25.5939,2,15.549,16:08:11:991
0.027,-0.0264,0.0245,25.5826,2,15.566,16:08:12:992
0.0048,-0.0189,-3.00E-04,25.4336,2,15.528,16:08:13:992
0.0285,-0.0079,-0.0669,26,2,15.381,16:08:14:993
0.0028,-0.0217,0.026,25.5729,2,15.437,16:08:15:992
-0.0235,0.0036,0.0011,25.5806,2,15.477,16:08:16:992
-0.0213,0.0046,0.0239,26,2,15.654,16:08:17:992
-0.0358,-0.0052,0.0315,26,2,15.54,16:08:18:991
-0.0411,-0.0042,0.0503,26,2,15.677,16:08:19:992
0.0171,-0.0092,0.0443,25.5739,2,15.539,16:08:20:991
-0.0189,0.0141,0.0067,25.567,2,15.703,16:08:21:993
0.0136,0.0051,0.0178,25.4275,2,15.437,16:08:22:994
-0.0227,0.0261,-0.0475,26,2,15.245,16:08:23:992
-0.0145,0.0153,-0.0349,26,2,15.711,16:08:24:992
-0.0027,0.0052,-0.0049,25.5725,2,15.734,16:08:25:992
0.0078,0.0206,0.0025,25.5684,2,15.569,16:08:26:992
0.0179,-0.0068,-0.0183,25.5683,2,15.542,16:08:27:992
0.0311,0.0027,0.0233,25.4198,2,15.509,16:08:28:992
0.0322,-0.0047,-0.0096,26,2,15.64,16:08:29:991
0.0048,0.0209,-0.0292,25.5808,2,15.536,16:08:30:992
0.003,-0.0178,0.0169,25.5663,2,15.432,16:08:31:994
0.0053,-0.0025,-0.0635,25.4341,2,15.587,16:08:32:992
0.0158,-0.0116,-0.0045,25.5861,2,15.425,16:08:33:991
-0.0072,0.0149,-0.0183,25.5661,2,15.584,16:08:34:992
0.0068,0.007,-0.0503,25.5728,2,15.548,16:08:35:992
-0.0084,-0.0052,0.0063,25.5939,2,15.577,16:08:36:992
-0.0052,0.0153,0.0022,26,2,15.447,16:08:37:992
0.0052,0.0094,0.0187,25.4317,2,15.553,16:08:38:992
0.01,-0.0255,0.0317,25.5691,2,15.481,16:08:39:992
-0.0244,0.0279,0.0776,25.5688,2,15.592,16:08:40:992
-0.0173,-0.0243,-0.0368,25.5743,2,15.697,16:08:41:991
0.0099,-0.0356,0.0192,25.4337,2,15.701,16:08:42:991
-0.0154,0.0032,-0.0649,25.5797,2,15.706,16:08:43:992
0.0169,0.035,-0.0174,25.5958,2,15.564,16:08:44:992
-0.0162,0.0332,0.0585,25.5804,2,15.546,16:08:45:992
-0.0067,0.0042,0.0701,25.5806,2,44.537,16:08:46:992
0.0462,-0.0111,-0.0401,25.5664,2,15.573,16:08:47:992
0.0072,0.0014,-0.006,25.5742,2,15.414,16:08:48:991
0.0276,-0.0167,-0.0072,26,2,15.396,16:08:49:992
0.0121,0.0462,0.0069,26,2,15.539,16:08:50:991
-0.0114,0.0048,-0.1242,25.5752,2,20.827,16:08:51:991
0.0055,0.0149,0.0181,25.4205,2,35.284,16:08:52:992
0.0105,0.0055,-0.0132,25.5963,2,15.511,16:08:53:993
0.0068,-0.0361,-0.0719,25.5799,2,15.698,16:08:54:991
0.0226,-0.0061,-0.0777,25.4278,2,15.59,16:08:55:992
0.0332,0.0403,0.034,25.5833,2,15.571,16:08:56:991
0.0101,0.0226,0.0389,25.57,2,15.627,16:08:57:991
-0.0251,0.0244,0.0177,26,2,15.725,16:08:58:992
0.0082,0.0075,-0.0339,25.5832,2,16.547,16:08:59:992
-0.017,-0.0053,-0.0254,25,2,15.503,16:09:00:992
-0.009,0.0428,0.0403,26,2,15.541,16:09:01:991
-0.006,0.0357,-0.003,25.5739,2,15.445,16:09:02:991
-0.0127,0.0309,-0.0836,25.5801,2,57.363,16:09:03:991
-0.0072,0.0345,-0.042,25.4266,2,60.652,16:09:04:992
0.0105,-0.0176,-0.0403,25.5753,2,56.538,16:09:05:992
-0.0222,0.0258,0.0575,25.5686,2,55.505,16:09:06:991
-0.0094,-0.0064,-0.017,25.5716,2,63.896,16:09:07:991
-1.00E-04,0.0132,6.00E-04,25.4313,2,60.445,16:09:08:992
-0.0338,0.008,-0.0609,25.5686,2,59.208,16:09:09:992
0.0165,0.0124,0.0133,25.5688,2,50.819,16:09:10:992
0.015,-0.0372,0.0354,25.5692,2,65.007,16:09:11:992
-0.0054,0.0076,0.0346,25.5695,2,15.617,16:09:12:991
0.0204,-0.0089,-0.0249,25.4314,2,15.587,16:09:13:992
-0.0111,0.0354,-0.0143,25.4312,2,15.695,16:09:14:992
-0.0086,0.0398,-0.0286,25.4312,2,15.556,16:09:15:991
0.0269,-0.0112,0.0135,26,2,15.46,16:09:16:992
-0.0081,0.0186,-0.0256,26,2,15.3,16:09:17:992
0.0115,0.04,0.0109,25.4309,2,15.496,16:09:18:992
0.0082,-0.0119,0.0551,25.5688,2,15.516,16:09:19:992
0.0083,0.0353,0.0373,25.5689,2,15.432,16:09:20:992
-0.0044,0.0453,-0.0669,25.4317,2,65.375,16:09:21:992
-0.0133,-0.0128,0.0396,25.4314,2,36.173,16:09:22:991
0.0213,0.0642,-0.0189,25.4241,2,60.514,16:09:23:992
-0.0367,-0.0304,-0.0138,25.4271,2,15.624,16:09:24:993
-0.0098,0.0064,-0.0019,25.5803,2,30.8,16:09:25:992
0.0083,0.005,-0.003,25.5666,2,15.574,16:09:26:992
-0.0065,-0.0384,0.0247,26,2,15.626,16:09:27:992
0.0186,0.0219,-0.0515,25.4144,2,37.43,16:09:28:991
-0.0305,0.0202,-0.0529,25.5739,2,66.398,16:09:29:992
-0.0338,-0.0222,0.0274,25.5724,2,43.586,16:09:30:993
-0.0021,0.0239,0.0552,25.4269,2,15.508,16:09:31:992
-0.0076,-0.0033,-0.1024,25.4274,2,61.244,16:09:32:992
0.0275,0.0076,-0.0037,25.571,2,48.873,16:09:33:992
1.1299,1.2386,-0.3844,25.4344,2,58.499,16:09:34:991
0.0021,0.015,-0.0196,22.5662,2,51.722,16:09:35:991
-0.0402,-0.0059,0.0258,25.5685,2,61.443,16:09:36:991
-0.0236,0.0322,-0.0468,25.4345,2,33.945,16:09:37:991
-0.0398,-0.022,-0.0131,25.4336,2,44.031,16:09:38:991
0.0126,-0.0834,-0.017,25,2,15.493,16:09:39:991
-0.011,-0.0284,0.0254,25.5665,2,15.462,16:09:40:991
-0.0123,-0.0181,-0.015,25,2,15.457,16:09:41:991
-0.0112,0.0467,-0.0299,25,2,15.5,16:09:42:991
-0.0448,-0.0369,-0.0345,24.4338,2,15.807,16:09:43:991
-0.0195,-0.0253,-0.0744,21.5656,2,60.446,16:09:44:992
-0.0022,-0.0144,0.0227,20.5659,2,56.544,16:09:45:991
-0.0031,0.0245,-0.0101,21.8685,2,45.188,16:09:46:991
0.003,-0.0295,-0.0268,27.4338,2,15.623,16:09:47:991
-0.0189,0.0015,0.048,28,2,15.658,16:09:48:993
0.0014,0.0211,0.0401,27.4307,2,15.574,16:09:49:992
-0.0035,0.0275,-0.0521,27,2,15.614,16:09:50:992
-0.0111,-0.0252,-0.0197,26.5658,2,15.545,16:09:51:992
0.0219,-0.0088,0.0166,25.4282,2,20.512,16:09:52:992
-0.0167,0.0059,0.036,26.1355,2,48.284,16:09:53:991
0.0072,0.0266,-0.0578,25.4337,2,34.98,16:09:54:992
-0.006,0.0252,0.0533,28,2,47.685,16:09:55:992
0.0083,0.0251,-0.0175,28,2,43.872,16:09:56:993
5.082,-1.0055,-2.5393,26.5676,2,77.035,16:09:57:991
0.0346,-0.052,-0.1165,27,2,76.775,16:09:58:998
0.0597,0.0894,-0.6513,24.4314,2,63.153,16:09:59:992
-0.0054,-0.0254,-0.0202,25.5674,2,56.702,16:10:00:992
-0.0601,-0.0333,-0.037,24.5684,2,15.425,16:10:01:991
0.0409,0.0064,-0.0741,24.5684,2,52.578,16:10:02:991
0.0344,-0.0349,0.045,23.5661,2,55.682,16:10:03:993
0.0432,-0.0086,-0.025,24.4327,2,55.764,16:10:04:992
-0.0012,-0.0125,-0.0212,24,2,43.768,16:10:05:991
-0.0062,0.0048,0.0085,24,2,53.044,16:10:06:991
-0.0169,0.0186,0.0077,24,2,43.922,16:10:07:991
-0.0019,-0.0182,0.0056,24,2,15.387,16:10:08:991
0.0348,-0.0089,0.015,24,2,29.921,16:10:09:992
-0.0135,0.0177,-0.0013,24.4335,2,25.602,16:10:10:991
0.0184,0.0128,0.0134,24.5665,2,62.557,16:10:11:994
-0.0219,-0.0032,-0.0111,24.5665,2,56.012,16:10:12:992
-0.0276,4.00E-04,0.0251,24.5665,2,17.786,16:10:13:991
-0.0304,-0.0216,-0.0078,24.4338,2,15.783,16:10:14:991
0.0139,-0.0376,0.014,24.4338,2,15.401,16:10:15:991
0.0154,0.0045,-0.0059,24,2,15.647,16:10:16:991
0.0333,0.0147,0.0491,24,2,15.552,16:10:17:623
