LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z,LIGHT (lux),PROXIMITY (i),SOUND LEVEL (dB),YYYY-MO-DD HH-MI-SS_SSS
0.0224,0.0274,0.0378,52.8669,2,16.973,15:56:49:876
0.0037,0.0029,0.0347,52.5671,2,15.499,15:56:50:875
-0.0137,0.0056,0.02,52.8673,2,15.45,15:56:51:876
0.0097,-0.0201,-0.023,53.4252,2,15.493,15:56:52:875
0.0039,-0.0308,0.0352,52.8633,2,41.435,15:56:53:876
-0.0283,-0.0399,0.0286,53,2,29.193,15:56:54:875
-0.0215,0.0284,0.0665,53,2,37.046,15:56:55:876
-3.00E-04,-0.0169,-0.0016,52.8434,2,15.397,15:56:56:874
-0.0157,0.0297,-0.066,52.4262,2,15.302,15:56:57:878
0.0085,0.0438,0.0139,53.4296,2,15.851,15:56:58:876
0.0356,0.0105,-0.0077,53.1633,2,15.448,15:56:59:875
0.0177,-0.045,-0.0469,53.5838,2,15.404,15:57:00:875
-0.0398,0.0098,0.0443,52.864,2,15.243,15:57:01:874
-0.0181,0.0148,-0.0071,52.8395,2,15.515,15:57:02:875
0.0369,0.0154,-0.0234,53.5715,2,15.36,15:57:03:876
-0.0352,0.0032,-0.026,52.8645,2,15.33,15:57:04:875
0.0318,-0.019,-0.0304,53.5739,2,15.637,15:57:05:875
-0.0088,0.0346,0.0185,53.419,2,54.159,15:57:06:876
0.0032,-0.0513,-0.0151,52.8662,2,15.661,15:57:07:876
-0.0176,-0.016,-0.0289,53.4294,2,15.487,15:57:08:876
-0.0196,0.0408,-0.0326,53.4323,2,31.058,15:57:09:875
0.0023,0.0141,0.0102,53.4203,2,39.833,15:57:10:875
0.0255,-0.0059,0.0086,52.8637,2,15.339,15:57:11:876
-0.0037,-0.0189,-0.0236,53.5776,2,15.366,15:57:12:875
0.0015,0.006,-0.0705,52.8629,2,15.451,15:57:13:877
-0.0364,-0.0144,0.0528,52.8419,2,15.578,15:57:14:875
-0.0034,0.012,0.008,53.5909,2,16.886,15:57:15:875
-0.0048,-0.0027,-0.0247,53.4255,2,15.607,15:57:16:875
-0.0295,0.0129,-0.0555,53.5673,2,15.469,15:57:17:875
0.0312,0.0107,-0.0433,53.4151,2,37.261,15:57:18:875
0.0079,-0.0182,-0.0031,52.866,2,29.096,15:57:19:875
-0.002,0.0253,0.0369,53.5762,2,15.371,15:57:20:875
0.0174,-0.0103,0.0944,53.4267,2,22.787,15:57:21:875
0.018,0.0442,1.00E-04,53.5803,2,15.429,15:57:22:875
-0.0124,-5.00E-04,0.0235,53.4332,2,15.383,15:57:23:875
9.00E-04,-0.0121,-0.0579,53.4294,2,15.463,15:57:24:875
0.0239,0.0015,0.0295,53.5836,2,15.362,15:57:25:876
-0.0249,-0.0174,-0.0135,54,2,15.404,15:57:26:876
-0.0089,-0.0011,-0.0507,53.1679,2,15.34,15:57:27:875
0.0122,0.071,-0.0674,53.5722,2,15.362,15:57:28:875
0.0207,0.0193,0.0033,53.1418,2,15.522,15:57:29:875
-0.0129,0.035,0.0219,53.1336,2,15.37,15:57:30:877
-6.00E-04,0.0234,-0.0218,54,2,16.861,15:57:31:875
-0.003,-0.0374,0.0044,53,2,35.33,15:57:32:875
0.0321,0.0205,-0.025,53.4195,2,56.66,15:57:33:875
0.0042,-0.0095,0.0297,53.1328,2,52.717,15:57:34:876
-0.0098,0.0011,0.0524,53,2,51.596,15:57:35:875
9.00E-04,-0.0018,-0.0247,53.147,2,31.629,15:57:36:875
0.0039,-0.0132,0.0532,53.5731,2,46.547,15:57:37:886
-0.0064,-0.0224,-0.013,53.4275,2,50.476,15:57:38:875
-0.0222,-5.00E-04,-0.0272,53.1451,2,54.33,15:57:39:875
0.0175,-0.023,0.0295,53.4274,2,60.352,15:57:40:876
0.0212,2.00E-04,-0.0754,53.1478,2,59.937,15:57:41:875
-0.0193,0.0698,0.0297,53.1663,2,60.016,15:57:42:876
0.0137,7.00E-04,0.0708,53.1456,2,62.435,15:57:43:877
0.0235,-0.0084,-0.0349,53.1447,2,57.781,15:57:44:877
0.0084,-0.0161,0.0171,53,2,50.13,15:57:45:875
0.0268,-0.0239,-0.0022,53.1445,2,57.844,15:57:46:876
0.0094,-0.0179,0.0222,53.1493,2,71.705,15:57:47:875
-0.0015,0.0016,-0.0383,53.5722,2,67.889,15:57:48:875
0.0092,-0.0155,-0.0532,53.1444,2,65.377,15:57:49:876
0.0101,-0.0149,-0.0056,52.4177,2,61.158,15:57:50:875
0.0107,0.0044,0.0382,52.8558,2,60.999,15:57:51:875
0.0376,-0.0311,-2.00E-04,52.8307,2,62.189,15:57:52:876
0.0191,-0.0092,-0.0054,53,2,60.59,15:57:53:875
0.0103,0.0267,-0.0065,52.8645,2,62.881,15:57:54:875
-0.0041,-0.0064,-0.0312,53,2,61.371,15:57:55:875
-0.02,0.0328,0.046,52.8534,2,62.786,15:57:56:874
-0.0105,7.00E-04,-0.009,53,2,50.986,15:57:57:876
-0.0422,-0.0084,-0.0164,53.1449,2,48.923,15:57:58:876
0.0102,0.0159,0.0161,53.1329,2,58.904,15:57:59:875
-6.00E-04,0.0338,-0.012,53.431,2,66.109,15:58:00:875
-0.0351,0.0319,0.0619,52.8662,2,62.119,15:58:01:876
-0.0038,-0.0182,-0.0285,53,2,62.311,15:58:02:875
-0.0208,0.0394,-0.0021,53.4312,2,61.776,15:58:03:875
0.0207,0.0288,-0.0091,52.8628,2,65.358,15:58:04:875
-0.004,0.031,-0.0095,53.4201,2,66.866,15:58:05:875
-0.0224,-0.0494,-0.0264,53.5676,2,67.465,15:58:06:875
0.003,0.0045,0.0345,52.4316,2,69.599,15:58:07:875
0.0214,-0.0144,-0.0327,53.4316,2,68.932,15:58:08:875
0.0054,-0.0124,0.0916,53.137,2,69.291,15:58:09:875
0.0065,0.0363,-6.00E-04,52.8627,2,56.075,15:58:10:875
0.0387,0.0413,0.0582,53,2,65.978,15:58:11:876
0.0168,-0.0129,-0.0177,52.8557,2,68.127,15:58:12:875
-0.0061,0.0052,-0.0525,52.862,2,69.354,15:58:13:875
0.0024,-0.0157,0.0491,53,2,61.687,15:58:14:875
0.033,0.0172,-0.04,53.4315,2,68.639,15:58:15:875
-0.012,0.0156,0.033,52.863,2,65.942,15:58:16:876
0.039,-0.0207,0.011,53.5714,2,68.586,15:58:17:875
0.0065,0.016,0.0631,52.8616,2,58.458,15:58:18:876
-0.0296,0.0209,-0.0041,52.8628,2,68.998,15:58:19:875
0.021,0.0281,0.0693,53.5685,2,68.493,15:58:20:875
-0.0286,-0.0245,-0.0751,53.5688,2,63.699,15:58:21:875
0.02,0.0257,7.00E-04,53.581,2,62.484,15:58:22:875
-0.0093,-0.0187,-0.0174,54,2,66.625,15:58:23:875
-0.0033,0.0027,0.0139,54.1494,2,61.458,15:58:24:875
-0.0469,0.023,0.0829,53.5681,2,62.822,15:58:25:875
0.0075,0.0336,-0.0578,54,2,64.772,15:58:26:876
-0.0067,0.0263,-0.0584,53.567,2,65.368,15:58:27:875
-0.0146,-0.016,-0.057,53.425,2,63.423,15:58:28:875
-0.0112,-0.0236,-0.0448,53.568,2,65.722,15:58:29:875
-0.0163,0.0293,0.0816,52.8449,2,65.527,15:58:30:875
-0.0165,-0.0216,0.0174,52.8387,2,67.008,15:58:31:875
-5.00E-04,0.0419,0.0163,53.5688,2,67.478,15:58:32:874
-0.0224,0.0194,-0.0839,54,2,68.082,15:58:33:877
-0.0061,0.0139,-0.0747,53.5686,2,69.601,15:58:34:875
0.0144,-0.0072,0.0022,53.1328,2,71.139,15:58:35:876
0.01,0.036,-0.0652,53.5688,2,67.277,15:58:36:875
0.032,0.044,-0.0468,53.431,2,67.39,15:58:37:875
0.0204,-0.007,0.0218,52,2,67.494,15:58:38:875
8.00E-04,0.023,-0.0036,53,2,64.198,15:58:39:874
-0.0213,-0.0051,0.0197,52.8664,2,68.278,15:58:40:876
0.0011,0.0165,0.0139,52.8386,2,65.566,15:58:41:875
0.0059,-0.0353,0.0686,53,2,70.952,15:58:42:875
0.0164,0.0056,-0.0206,53.4265,2,59.298,15:58:43:877
0.017,-0.0451,0.025,53.4315,2,70.6,15:58:44:876
0.0236,-0.0357,-0.0797,52,2,69.672,15:58:45:875
0.0377,-6.00E-04,0.0028,53.4335,2,70.834,15:58:46:875
0.0259,0.0417,-0.0356,53.58,2,60.401,15:58:47:875
0.0279,0.0434,0.1086,53.58,2,65.375,15:58:48:876
0.0145,0.035,0.031,52.8548,2,64.67,15:58:49:875
0.0229,-0.0047,-0.0251,52,2,67.79,15:58:50:875
0.0043,-0.039,-0.0192,53,2,66.7,15:58:51:875
-0.0219,-0.0082,-0.0516,52,2,67.94,15:58:52:874
0.0049,-0.0158,-0.0573,53.4208,2,70.307,15:58:53:875
0.0421,-1.00E-04,0.0256,53.5655,2,70.762,15:58:54:874
-0.0233,-0.0273,0.0252,53.578,2,66.359,15:58:55:875
-0.0243,-0.0315,0.0399,53.4206,2,72.558,15:58:56:876
0.0177,-0.0385,-0.0093,53.4181,2,68.422,15:58:57:875
-0.0112,-0.0273,0.0579,53.5668,2,71.826,15:58:58:893
0.0278,0.0842,-0.1519,53.5655,2,69.478,15:58:59:874
-0.0043,-0.0271,0.0206,53.5746,2,72.823,15:59:00:875
-0.0378,0.0808,0.1022,53.1427,2,69.936,15:59:01:875
-0.027,0.0815,-0.0342,53,2,69.227,15:59:02:876
0.0431,-0.024,-0.1299,53.4196,2,70.683,15:59:03:876
0.0212,-0.0131,0.0493,52,2,66.037,15:59:04:876
-0.0253,0.015,0.0323,53.431,2,66.649,15:59:05:875
-0.0159,-0.014,0.0018,52.8624,2,61.117,15:59:06:876
-0.0219,-0.0111,0.0801,53.4312,2,66.39,15:59:07:875
-0.0081,0.0202,-0.041,53.4234,2,68.856,15:59:08:875
-0.0095,7.00E-04,0.0395,52.4315,2,65.297,15:59:09:875
-0.0026,-0.0152,-0.0183,53,2,63.298,15:59:10:875
0.0023,-0.0184,0.0846,52.8492,2,66.815,15:59:11:875
0.0152,0.0205,-0.0395,53.5724,2,49.792,15:59:12:875
0.0132,-0.0265,0.0145,53.5685,2,52.419,15:59:13:875
0.0186,0.1772,-0.0461,52.8656,2,62.149,15:59:14:875
0.0045,-9.00E-04,0.0127,52.5669,2,66.286,15:59:15:876
0.005,-0.0201,-0.057,53,2,70.183,15:59:16:877
0.0178,-0.0278,0.1552,52.8395,2,70.969,15:59:17:875
-0.0021,0.017,0.0144,53.4274,2,68.166,15:59:18:875
0.0046,-0.0298,-0.0258,53.567,2,67.843,15:59:19:877
-0.0068,-0.0289,0.0166,53,2,63.545,15:59:20:876
0.0263,-0.0283,-0.0627,52.8619,2,67.887,15:59:21:876
-0.0012,0.0325,0.0251,53.1521,2,68.647,15:59:22:875
-0.0101,0.0397,0.0075,53.166,2,70.302,15:59:23:875
0.049,0.0143,-0.1402,54,2,68.317,15:59:24:876
0.0555,-0.0342,0.2437,53.159,2,64.531,15:59:25:876
-0.0336,0.0466,0.0649,53.5788,2,64.849,15:59:26:875
0.0173,0.067,0.0232,53.5672,2,68.013,15:59:27:876
-0.0082,-0.0029,-0.0313,53.4247,2,68.085,15:59:28:875
-0.0065,0.0426,0.0272,54,2,64.951,15:59:29:877
-0.0126,0.0043,0.0434,53.5669,2,66.615,15:59:30:875
0.0465,0.0637,0.3277,53.4083,2,69.427,15:59:31:875
-0.017,-0.0225,-0.0511,54.1709,2,68.325,15:59:32:876
-7.00E-04,0.0879,-0.189,53.5664,2,64.19,15:59:33:875
0.0359,0.0418,0.0537,53.5663,2,68.842,15:59:34:875
-0.0074,-0.003,0.0116,53.5702,2,68.872,15:59:35:875
0.0206,-0.0023,-0.0783,54,2,68.291,15:59:36:876
-0.0052,0.0268,0.1946,53.1328,2,65.428,15:59:37:875
-0.0201,-0.0605,0.3399,54,2,66.833,15:59:38:876
0.0311,-0.1052,0.5331,52.8665,2,65.947,15:59:39:874
-6.00E-04,0.0146,0.0167,52.8473,2,65.215,15:59:40:875
0.006,-0.0492,0.0591,53.4315,2,61.39,15:59:41:875
-0.017,-0.0029,-0.0278,52.8563,2,62.283,15:59:42:875
0.0149,0.0011,0.0254,53,2,63.834,15:59:43:876
-0.0113,0.0051,0.035,53.4342,2,63.85,15:59:44:875
0.0091,-0.0013,-0.091,52.8499,2,65.939,15:59:45:875
-0.0134,0.012,0.0114,53.1492,2,65.022,15:59:46:875
-0.0232,-0.0247,-0.0862,53.58,2,65.717,15:59:47:875
-0.1676,-0.0629,0.7513,52.8628,2,69.794,15:59:48:876
0.0398,0.0071,-0.1222,53.5687,2,69.888,15:59:49:875
0.012,0.0164,-0.0402,52.8622,2,68.548,15:59:50:875
0.0291,-0.0116,0.0459,53,2,66.799,15:59:51:875
0.0279,0.0081,-0.0449,52.8631,2,66.082,15:59:52:875
0.0271,-0.0333,-3.00E-04,53.5685,2,15.458,15:59:53:875
0.0353,0.0014,-0.0085,52.569,2,15.477,15:59:54:875
0.0307,0.0198,-0.0628,52.5687,2,45.123,15:59:55:876
-0.0203,-0.0092,-0.0097,53,2,15.615,15:59:56:875
0.0118,-0.0264,9.00E-04,52.4345,2,15.613,15:59:57:875
-0.0136,0.0015,-0.0267,52.5671,2,15.642,15:59:58:875
-0.0156,0.0029,0.0282,52.5663,2,15.606,15:59:59:874
-9.533,3.461,2.6844,53,2,68.751,16:00:00:875
-0.5815,-0.397,0.1532,52.5683,2,77.05,16:00:01:875
-0.1506,-0.0713,0.0462,52.6994,2,75.029,16:00:02:875
-4.5322,4.2223,1.1266,53,2,74.44,16:00:03:875
-0.5028,-0.1038,-0.0323,53.1337,2,77.92,16:00:04:875
-10.8468,2.5745,2.7721,54,2,77.252,16:00:05:875
0.2496,-0.0163,-0.0999,53.1318,2,77.153,16:00:06:874
-4.9835,5.0774,0.7118,49.1343,2,78.144,16:00:07:875
-0.2695,0.9078,1.0837,44.1074,2,76.47,16:00:08:875
-6.7078,-4.6174,0.6046,209.7349,2,72.106,16:00:09:874
0.3671,-0.7966,-1.3384,10.6986,2,15.588,16:00:10:883
-0.0883,-0.0204,1.1551,25.5989,2,15.62,16:00:11:883
0.7516,-0.0498,0.0824,35.2672,2,67.184,16:00:12:883
-1.7467,0.0825,-4.8306,13.4694,2,64.665,16:00:13:883
-0.0527,-0.0628,-0.5315,3,2,67.306,16:00:14:884
0.1932,1.3289,-0.4936,5,2,57.069,16:00:15:884
0.1123,-0.0579,0.4793,6.4339,2,19.017,16:00:16:900
0.1027,0.0302,-0.1287,4.5662,2,15.762,16:00:17:884
4.3556,-0.532,-0.5116,4.5662,2,65.488,16:00:18:884
0.3505,0.9461,0.0277,5.8679,2,45.696,16:00:19:883
-0.3254,-0.8165,1.9753,11.5663,2,45.845,16:00:20:884
-0.0661,-0.0251,-0.569,38,2,56.752,16:00:21:883
-0.3158,0.1068,0.009,48.8534,2,28.387,16:00:22:886
-0.0318,-0.0206,-0.0286,48.8477,2,38.778,16:00:23:884
-0.0082,-0.0436,0.0107,48.8619,2,16.091,16:00:24:885
-0.0033,0.0081,0.0367,48.8395,2,58.833,16:00:25:884
-0.0223,0.0267,-0.0046,48.8399,2,52.686,16:00:26:884
0.0021,-0.0415,0.0158,49.1491,2,51.638,16:00:27:884
-0.0234,-0.0289,0.0217,48.5713,2,15.687,16:00:28:884
-0.0325,-0.0128,0.0199,48.8582,2,17.063,16:00:29:884
-0.0048,0.0292,-0.0477,48.4282,2,15.764,16:00:30:884
0.0263,-0.0169,0.0071,48.8546,2,52.458,16:00:31:884
0.0287,0.0091,0.0109,48.8638,2,15.742,16:00:32:887
-0.0066,0.0212,-0.0063,48.5735,2,53.347,16:00:33:884
-0.0371,0.033,-0.0483,48.8666,2,35.657,16:00:34:883
-0.0195,-0.0053,0.0271,48.4263,2,15.406,16:00:35:884
0.0066,-0.0023,0.0598,48.4142,2,46.911,16:00:36:884
0.0114,-0.0164,-0.0234,48.4142,2,15.474,16:00:37:883
0.0048,-0.0032,0.0339,48,2,15.466,16:00:38:883
0.0172,-0.0316,-0.0136,48.4344,2,15.45,16:00:39:884
-0.0278,0.0018,0.0539,49.1439,2,15.399,16:00:40:888
-0.0385,-0.0236,-0.0113,48.861,2,15.479,16:00:41:885
-0.0329,0.0828,-0.0119,49,2,62.717,16:00:42:883
-0.0339,0.002,-0.0445,48.5725,2,62.252,16:00:43:883
0.027,0.0079,-0.0063,49,2,15.503,16:00:44:884
-0.0203,-0.048,0.018,49.1591,2,15.559,16:00:45:885
-0.0108,0.0327,0.0673,48.8551,2,33.029,16:00:46:885
-0.0061,0.0155,-0.021,48.5667,2,15.509,16:00:47:883
0.0058,0.0159,-0.0472,48.5726,2,40.432,16:00:48:891
0.019,0.0068,0.006,48.5776,2,43.236,16:00:49:884
0.0121,0.0353,-0.0514,48.5725,2,44.394,16:00:50:883
-0.0182,0.0361,-0.0134,48.5717,2,15.566,16:00:51:903
-0.0019,-0.0324,0.0362,48.1582,2,15.604,16:00:52:884
-0.0208,0.0228,-0.0999,48.5725,2,15.61,16:00:53:884
-0.0076,0.0469,0.0448,48.4277,2,15.626,16:00:54:885
-0.0056,-0.0385,-0.0328,48,2,15.598,16:00:55:884
0.0309,-0.0033,-0.0029,48,2,50.024,16:00:56:883
-0.0129,0.0134,-0.0854,47.8446,2,53.577,16:00:57:886
-0.0139,-0.0135,-0.0141,48,2,47.224,16:00:58:885
0.0073,-0.0077,-0.0419,47.8639,2,15.682,16:00:59:884
0.025,0.0128,0.0011,48.4069,2,15.635,16:01:00:884
-0.0305,0.0049,-0.0036,48.5746,2,15.623,16:01:01:884
0.0177,0.0315,0.0781,49,2,15.615,16:01:02:883
-0.0234,0.0256,-0.0048,48.149,2,15.546,16:01:03:884
0.0016,-0.0172,0.0108,48.4241,2,15.591,16:01:04:884
0.0112,0.0091,0.0013,47.8651,2,15.56,16:01:05:884
0.0405,-0.029,-0.0163,48.4337,2,15.703,16:01:06:883
0.0087,-0.0269,0.0284,48.4335,2,15.532,16:01:07:883
0.0229,0.0171,-0.0185,48.1639,2,15.604,16:01:08:887
0.0057,0.0124,-0.0108,48.573,2,15.666,16:01:09:884
-0.0044,0.0032,0.0117,48.5665,2,33.694,16:01:10:884
-0.0026,0.0248,-0.0287,48.1373,2,17.666,16:01:11:885
-0.0132,-0.0166,-0.0554,49,2,15.821,16:01:12:885
-0.0513,0.0103,-0.0187,48.5741,2,66.049,16:01:13:884
-0.0335,0.0209,0.0127,49.5813,2,67.849,16:01:14:883
-0.0371,-0.0262,-0.0221,48.5702,2,60.292,16:01:15:888
0.0023,-0.0064,-0.0569,48.5867,2,57.468,16:01:16:886
0.0201,-0.0178,-0.0194,48.5669,2,62.08,16:01:17:884
-0.0368,0.0251,-0.0521,48.1324,2,69.599,16:01:18:884
-7.00E-04,0.0363,-0.0222,49,2,52.902,16:01:19:884
-0.0069,-0.0022,-0.0554,48.5728,2,57.891,16:01:20:884
0.0129,0.0475,0.0201,49,2,55.901,16:01:21:884
-8.3804,4.5604,2.2243,48.5662,2,76.66,16:01:22:884
0.1998,-0.08,0.0335,48.567,2,77.333,16:01:23:884
0.0275,-0.0266,0.0427,49,2,74.935,16:01:24:883
0.1217,-0.1668,0.1476,49.1342,2,70.301,16:01:25:883
-0.0207,0.04,0.0451,49,2,56.882,16:01:26:883
-0.0019,0.0391,0.0012,48.5675,2,67.367,16:01:27:884
-5.00E-04,-0.013,8.00E-04,49.1501,2,66.967,16:01:28:884
-0.0171,0.017,0.0447,49,2,58.86,16:01:29:884
-0.014,-0.0261,-0.0066,49.1342,2,66.462,16:01:30:884
-0.0208,0.0466,0.0186,49,2,65.329,16:01:31:883
0.0118,-0.0245,0.0129,49.1401,2,66.949,16:01:32:885
-0.0091,0.0486,-0.0229,48.5673,2,65.494,16:01:33:884
0.011,-0.0267,-0.0312,48.5675,2,68.657,16:01:34:884
-0.0163,-0.0199,0.0249,49.1393,2,62.972,16:01:35:883
-0.0059,-0.0021,0.0654,49,2,55.796,16:01:36:883
7.00E-04,0.026,0.0133,49.1352,2,60.512,16:01:37:883
-0.0092,-0.0205,-0.0273,49.5674,2,50.96,16:01:38:884
-0.0172,-0.0086,0.0432,49.1359,2,53.253,16:01:39:884
0.0062,0.0082,-0.0194,49.5673,2,62.341,16:01:40:885
0.0018,0.0119,0.0032,49.1353,2,62.689,16:01:41:883
-0.0194,-0.044,0.0987,49.1359,2,59.841,16:01:42:884
0.0156,0.0498,-0.0266,49,2,66.989,16:01:43:883
-0.0064,0.0066,-0.003,49.135,2,59.723,16:01:44:883
-0.0039,0.005,0.0193,49,2,52.624,16:01:45:883
0.006,0.0294,-0.0049,49.1348,2,57.075,16:01:46:884
-0.0159,0.0372,0.0275,49,2,60.617,16:01:47:884
0.0336,-0.0159,0.0171,49.4331,2,59.86,16:01:48:883
0.0217,0.0063,-0.0132,48.5661,2,31.792,16:01:49:991
0.0178,0.0044,-0.0428,49,2,48.708,16:01:50:992
-0.0264,-0.0517,0.0444,48.5727,2,68.692,16:01:51:992
0.0086,-0.0365,0.0567,48.4262,2,57.36,16:01:52:992
-0.0205,0.0025,0.0034,48.5659,2,58.889,16:01:54:011
-0.0196,-0.0055,0.0602,48.5685,2,57.902,16:01:54:991
-0.0288,-0.0015,-0.0368,49,2,60.165,16:01:55:991
0.0395,-0.041,-0.0043,48.1553,2,56.108,16:01:56:991
-0.025,0.0294,0.0113,48.5839,2,63.13,16:01:57:992
0.0165,-0.0108,0.0223,48.43,2,67.705,16:01:58:992
-0.0103,0.007,-0.0618,48.5662,2,64.892,16:01:59:998
0.0384,0.0277,-0.0065,47.8645,2,65.18,16:02:00:992
0.005,-0.0162,0.0278,48.4313,2,66.029,16:02:01:991
0.0078,-0.0184,-0.0441,48.5795,2,59.385,16:02:02:992
-0.0144,-0.0088,0.06,47.8433,2,62.215,16:02:03:991
0.0091,0.0047,-0.0225,48,2,60.058,16:02:04:992
8.00E-04,0.0124,-0.0903,47.8578,2,23.658,16:02:05:991
-0.0268,0.0182,0.0678,48.4339,2,15.458,16:02:06:993
-0.0169,0.0309,-0.0646,48.1335,2,44.87,16:02:07:991
-0.0139,-0.0289,-0.0329,48.5812,2,53.941,16:02:08:994
0.023,0.0023,0.0891,48.4301,2,45.718,16:02:09:992
0.0171,0.0179,-0.0518,47.8341,2,37.715,16:02:10:992
-0.0039,0.0055,0.1033,48.4294,2,15.521,16:02:11:992
-0.0037,0.0023,0.0266,48.1325,2,47.521,16:02:12:991
-0.0206,-0.0219,-0.0705,47.5666,2,57.292,16:02:13:993
-0.0207,0.0083,0.0558,48.4321,2,62.038,16:02:14:994
-0.0165,0.0128,-0.0144,48.1394,2,63.451,16:02:15:991
-0.0134,-0.0069,0.0561,48.4332,2,60.908,16:02:16:992
-0.0066,0.014,0.0374,47.838,2,63.193,16:02:17:992
-9.00E-04,0.0198,-0.1225,48,2,59.085,16:02:18:992
-0.0084,0.022,-0.0397,47.8409,2,54.089,16:02:19:991
-0.0046,-0.0181,0.0018,49,2,35.061,16:02:20:992
-0.0138,0.029,-0.0492,48.1445,2,44.67,16:02:21:991
-0.0145,-0.0044,0.0071,48.4263,2,48.833,16:02:22:991
0.0068,0.0409,-0.0461,48.5693,2,61.388,16:02:23:992
0.021,-0.0107,-0.0056,47.8676,2,62.412,16:02:24:991
-0.0298,-0.0222,-0.0092,48.4133,2,67.057,16:02:25:991
-0.0074,0.0085,-0.0012,47.8676,2,49.949,16:02:26:992
-0.0276,0.0244,-0.0148,47.8487,2,56.514,16:02:27:992
-0.0194,0.0266,-0.0158,48.569,2,62.529,16:02:28:991
-0.0146,-0.0331,-0.0157,48.5664,2,68.386,16:02:29:992
0.0014,0.0064,0.0405,48.1617,2,66.419,16:02:30:992
0,0.0293,-0.0326,48.4336,2,57.316,16:02:31:994
-0.0038,-0.0033,-0.0082,48,2,61.76,16:02:32:992
-0.0234,0.0193,-0.0224,48.133,2,61.561,16:02:33:992
-0.0177,0.0126,-0.0155,48.4322,2,57.08,16:02:34:992
-0.0236,0.0075,-0.0057,48.4197,2,66.95,16:02:35:993
-0.0118,0.0141,-0.0203,48,2,60.539,16:02:36:991
-0.0196,-0.017,0.0265,48.1639,2,61.721,16:02:37:991
0.0213,-0.0036,-0.0273,48.5811,2,62.349,16:02:38:992
-0.0101,0.0136,0.0237,48.1506,2,57.709,16:02:39:991
-0.0311,-0.0177,-0.0031,48.4346,2,71.002,16:02:40:992
-0.0016,0.0254,-0.0098,48.1367,2,66.259,16:02:41:991
-0.0142,-0.0043,0.0592,47.5903,2,60.578,16:02:42:991
-0.0214,0.0149,-0.0932,47.4286,2,62.81,16:02:43:991
-0.0094,0.0394,-0.0116,46.855,2,60.547,16:02:44:991
0.0073,0.0016,-0.0391,46.8557,2,57.476,16:02:45:991
-0.0095,0.0275,-0.0207,47,2,60.569,16:02:46:991
0.0188,-0.0046,-0.0178,47.5726,2,60.721,16:02:47:992
0.0357,0.0355,0.011,46.8553,2,56.071,16:02:48:992
0.019,0.0384,-0.0363,47.5751,2,58.635,16:02:49:992
-0.0266,0.0162,0.0676,47.4277,2,60.845,16:02:50:993
7.00E-04,-0.0017,-0.032,48.145,2,59.545,16:02:51:991
0.0487,-0.0012,-0.0153,47.8561,2,61.754,16:02:52:993
-0.0065,0.0177,-0.0013,47.428,2,61.192,16:02:53:992
0.0097,0.0099,-0.0024,47.5715,2,63.675,16:02:54:992
0.0202,-0.0191,0.0373,48.1455,2,60.763,16:02:55:991
0.0306,0.0017,-0.0121,47.5726,2,62.394,16:02:56:991
-0.0087,0.0151,0.0077,48,2,62.721,16:02:57:992
0.0234,0.0253,0.0163,47.4281,2,57.295,16:02:58:992
0.007,0.0154,0.0538,48.1432,2,65.471,16:02:59:992
-0.0262,0.033,0.0334,48.43,2,67.269,16:03:00:993
0.04,0.0066,-0.0501,48,2,53.016,16:03:01:992
0.0215,-0.0265,-0.0311,47.8355,2,63.569,16:03:02:992
0.0015,-0.0059,0.0489,48,2,56.698,16:03:03:992
0.0067,-0.0134,0.0659,48.16,2,62.025,16:03:04:992
-0.0241,5.00E-04,-0.0382,48.423,2,58.407,16:03:05:991
0.0336,-0.0391,-0.0185,48.1475,2,59.664,16:03:06:991
-8.00E-04,-0.0035,-0.0567,48.1373,2,59.885,16:03:07:991
-0.0107,0.0063,0.005,48.5682,2,65.235,16:03:08:992
0.0029,0.0011,0.008,48.5681,2,62.409,16:03:09:992
-0.0388,0.0281,-0.0078,47.863,2,64.943,16:03:10:992
0.0113,-0.041,0.0042,48,2,66.574,16:03:11:991
0.0061,-0.0132,-0.0025,48,2,65.669,16:03:12:992
0.0023,-0.0174,-0.0218,47.854,2,61.789,16:03:13:992
0.0173,0.0226,-0.0332,48.4312,2,62.904,16:03:14:992
-0.0023,0.0041,0.0298,48,2,63.16,16:03:15:991
-0.0177,0.0113,0.0547,48.1412,2,62.188,16:03:16:991
0.0104,0.0095,0.056,48.432,2,57.738,16:03:17:991
0.0223,-0.0031,0.0107,48.5687,2,56.2,16:03:18:992
0.0075,0.0112,-0.0034,47.863,2,62.463,16:03:19:991
-2.00E-04,-7.00E-04,-0.0128,47.5664,2,58.716,16:03:20:992
0.0121,0.0339,0.0469,48.4282,2,47.799,16:03:21:992
0.0345,-0.0037,0.0172,47.8561,2,60.647,16:03:22:992
-0.0061,3.00E-04,0.0049,48.5724,2,68.145,16:03:23:992
0.0237,-0.0019,-0.029,47.8536,2,61.631,16:03:24:991
0.0084,-0.0164,-0.0107,47.8637,2,57.103,16:03:25:992
-0.0094,0.0331,0.0318,47.428,2,44.952,16:03:26:992
-0.0034,0.0032,-0.0297,47.4233,2,57.639,16:03:27:992
0.027,0.0133,0.0445,48.1373,2,15.411,16:03:28:991
