Mean_Heart_Rate,Min_Heart_Rate,Max_Heart_Rate,Mean_HR_std,Min_HR_std,Max_HR_std,Mode_Sound,Mode_Light,Mode_Attention
76.0,70.0,91.0,-0.188555205233,-1.62283457666,3.28134997692,2.0,1.0,2.0
73.0,70.0,84.0,-0.721787970185,-1.62283457666,1.6466217924,2.0,1.0,2.0
80.0,74.0,87.0,0.714437506222,-0.688704185498,2.34721958577,4.0,1.0,3.0
79.0,78.0,82.0,0.605455627253,0.24542620566,1.17955659682,4.0,2.0,3.0
73.0,69.0,83.0,-0.696488605425,-1.85636717444,1.41308919461,4.0,2.0,3.0
78.0,71.0,90.0,0.338839244776,-1.38930197887,3.04781737913,1.0,2.0,1.0
78.0,73.0,83.0,0.379707449389,-0.922236783287,1.41308919461,1.0,1.0,1.0
79.0,76.0,82.0,0.523719218026,-0.221638989919,1.17955659682,1.0,1.0,1.0
76.0,72.0,82.0,-0.19828573014,-1.15576938108,1.17955659682,1.0,1.0,1.0
76.0,74.0,81.0,-0.114603215932,-0.688704185498,0.946023999029,1.0,1.0,1.0
73.0,68.0,82.0,-0.717895760222,-2.08989977223,1.17955659682,1.0,1.0,1.0
76.0,71.0,86.0,-0.0114596519082,-1.38930197887,2.11368698798,1.0,1.0,1.0
