LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z,LIGHT (lux),PROXIMITY (m),ATMOSPHERIC PRESSURE (hPa),TEMPERATURE (C),SOUND LEVEL (dB),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.0257,-0.055,0.0329,45.56,5,1017.43,27.9,0,66004,19:55:37:996
0.0579,0.021,0.0212,45.56,5,1017.3,28,0,67004,19:55:38:996
-0.0025,0.0031,-0.0297,45.56,5,1017.12,28,0,68004,19:55:39:996
-9.00E-04,-0.0083,-0.0503,45.56,5,1017.02,28,0,69004,19:55:40:996
-0.0147,0.0057,-0.0854,45.56,5,1016.92,27.9,0,70003,19:55:41:995
0.0165,-0.0449,0.0349,45.56,5,1016.87,27.9,0,71003,19:55:42:995
-0.0125,0,-0.0062,45.56,5,1016.82,27.9,0,72004,19:55:43:996
-0.0376,0.0027,-0.0612,45.56,5,1016.79,27.9,0,73004,19:55:44:996
-3.00E-04,0.0447,-0.0361,45.56,5,1016.74,27.9,0,74005,19:55:45:997
-0.0224,-0.0298,-0.0146,45.56,5,1016.76,27.8,0,75004,19:55:46:996
-0.0108,-0.0056,0.0142,45.56,5,1016.76,27.8,0,76003,19:55:47:995
0.0246,0.0276,0.0277,45.56,5,1016.78,27.8,0,77005,19:55:48:997
0.0471,-0.0475,-0.0238,45.56,5,1016.82,27.8,0,78004,19:55:49:996
0.0095,0.0066,0.0399,45.56,5,1016.81,27.8,0,79004,19:55:50:996
0.0889,0.0095,0.0226,45.56,5,1016.83,27.7,0,80003,19:55:51:995
-0.0014,-0.026,0.0019,45.56,5,1016.87,27.7,0,81004,19:55:52:996
-0.0938,0.0447,0.0194,45.56,5,1016.87,27.7,0,82003,19:55:53:995
0.0288,0.0055,-0.0654,45.56,5,1016.88,27.7,0,83004,19:55:54:996
-0.0202,0.0361,0.07,45.56,5,1016.89,27.7,0,84004,19:55:55:996
-0.0253,-0.0273,0.0822,45.56,5,1016.89,27.7,0,85003,19:55:56:995
0.034,0.0064,-0.0142,45.56,5,1016.93,27.6,0,86004,19:55:57:996
-0.0142,0.0247,-0.0063,45.56,5,1016.94,27.6,0,87004,19:55:58:996
-0.0019,0.0203,0.0431,45.56,5,1016.94,27.6,0,88003,19:55:59:995
0.039,-0.0151,0.0035,45.56,5,1016.96,27.6,0,89004,19:56:00:996
-0.0391,-0.0316,-0.0746,45.56,5,1016.96,27.6,0,90004,19:56:01:996
0.0094,-0.0249,0.0074,45.56,5,1016.96,27.6,0,91003,19:56:02:995
0.0746,-0.0639,0.0313,45.56,5,1016.95,27.6,0,92004,19:56:03:996
0.0553,0.0553,0.0177,45.56,5,1016.95,27.6,0,93004,19:56:04:996
0.0289,0.0272,-0.0198,45.56,5,1016.97,27.5,0,94004,19:56:05:996
0.0388,-0.0214,-0.0613,45.56,5,1016.93,27.5,0,95004,19:56:06:996
-0.0011,0.0147,-0.0476,45.56,5,1016.96,27.5,0,96004,19:56:07:996
0.0251,0.0345,0.0024,45.56,5,1016.99,27.5,0,97004,19:56:08:996
-0.0037,-0.0163,0.0102,45.56,5,1016.98,27.5,0,98003,19:56:09:995
0.0492,0.0446,-0.0665,45.56,5,1017.01,27.5,0,99004,19:56:10:996
0.0154,-0.015,-0.0427,45.56,5,1017.01,27.5,0,100004,19:56:11:996
0.0081,0.0507,0.0268,45.56,5,1017.01,27.5,0,101004,19:56:12:996
-0.0027,-0.0391,0.0109,45.56,5,1017.01,27.5,0,102004,19:56:13:996
0.0126,0.0336,-0.0107,45.56,5,1017.01,27.5,0,103004,19:56:14:996
0.0678,-0.0741,0.0431,45.56,5,1017.01,27.5,0,104004,19:56:15:996
0.0503,0.0529,-0.0204,45.56,5,1017,27.4,0,105004,19:56:16:996
-0.0518,-0.0076,-0.0774,45.56,5,1016.99,27.4,0,106004,19:56:17:996
-0.0012,-0.0218,0.0258,45.56,5,1017.01,27.4,0,107004,19:56:18:996
0.0114,0.0199,-0.0756,45.56,5,1016.99,27.4,0,108003,19:56:19:995
0.0281,-0.0168,-0.0069,45.56,5,1016.99,27.4,0,109003,19:56:20:995
-0.0183,-0.0615,-0.0278,45.56,5,1017,27.4,0,110004,19:56:21:996
0.0418,0.0392,-0.0289,45.56,5,1017,27.4,0,111003,19:56:22:995
0.0392,0.0077,0.018,45.56,5,1017.02,27.4,0,112003,19:56:23:995
-0.0026,-0.0211,0.0227,45.56,5,1017.01,27.4,0,113004,19:56:24:996
0.0182,-0.0071,-0.0384,45.56,5,1017.03,27.4,0,114004,19:56:25:996
0.09,-0.0087,-0.0359,45.56,5,1017.03,27.4,0,115004,19:56:26:996
0.0549,-0.0653,-0.0783,45.56,5,1017.05,27.4,0,116003,19:56:27:995
-0.0015,-0.0279,-0.048,45.56,5,1017.03,27.4,0,117004,19:56:28:996
0.0021,-0.026,-0.0074,45.56,5,1017.02,27.4,0,118004,19:56:29:996
-0.0125,0.0052,-0.0982,45.56,5,1017.02,27.4,0,119003,19:56:30:995
0.0723,-0.0935,-0.0414,45.56,5,1017.03,27.4,0,120003,19:56:31:995
0.0469,-0.053,-0.0356,45.56,5,1017.01,27.4,0,121004,19:56:32:996
0.011,-0.0129,-0.0489,45.56,5,1017.02,27.4,0,122003,19:56:33:995
-0.0148,0.0192,0.0147,45.56,5,1017.03,27.3,0,123004,19:56:34:996
0.0318,0.0157,0.0606,45.56,5,1017.02,27.3,0,124003,19:56:35:995
0.0451,0.0313,-0.0061,45.56,5,1017,27.3,0,125004,19:56:36:996
0.0222,-0.0122,-0.1083,45.56,5,1017,27.3,0,126004,19:56:37:996
0.0018,-0.0053,-0.0728,45.56,5,1017.02,27.3,0,127004,19:56:38:996
-0.0403,-0.0022,0.0213,45.56,5,1017.02,27.3,0,128004,19:56:39:996
0.0015,-0.0517,-0.0252,45.56,5,1016.99,27.3,0,129004,19:56:40:996
0.0044,-0.0359,0.0103,45.56,5,1017.03,27.3,0,130004,19:56:41:996
0.0412,-0.0345,0.0223,45.56,5,1017.03,27.3,0,131004,19:56:42:996
0.0116,0.0212,0.0733,45.56,5,1017.02,27.3,0,132004,19:56:43:996
-0.0637,0.0118,0.0323,45.56,5,1017.03,27.3,0,133003,19:56:44:995
0.0412,-0.0408,5.00E-04,45.56,5,1017.03,27.3,0,134003,19:56:45:995
0.0357,0.0093,0.088,45.56,5,1017.04,27.3,0,135004,19:56:46:996
0.0065,0.0259,0.0509,45.56,5,1017.03,27.3,0,136004,19:56:47:996
-0.0069,-0.0384,0.0233,45.56,5,1017.03,27.3,0,137004,19:56:48:996
0.0541,0.026,0.0408,45.56,5,1017.05,27.3,0,138003,19:56:49:995
8.00E-04,-0.0439,0.0469,45.56,5,1017.08,27.3,0,139004,19:56:50:996
0.039,-0.0044,-0.0172,45.56,5,1017.08,27.3,0,140003,19:56:51:995
-0.0195,-0.012,0.0018,45.56,5,1017.07,27.3,0,141004,19:56:52:996
-0.0263,-0.0243,-0.101,45.56,5,1017.07,27.3,0,142003,19:56:53:995
-0.0182,0.0473,-0.0283,45.56,5,1017.09,27.3,0,143003,19:56:54:995
0.0437,0.0067,0.0449,45.56,5,1017.09,27.3,0,144004,19:56:55:996
0.0455,-0.0166,0.0048,45.56,5,1017.08,27.3,0,145003,19:56:56:995
-0.0306,0.0252,0.0462,45.56,5,1017.07,27.3,0,146004,19:56:57:996
0.0403,-0.0073,-0.0409,45.56,5,1017.06,27.3,0,147004,19:56:58:996
0.0531,-0.0065,0.0678,45.56,5,1017.09,27.3,0,148004,19:56:59:996
-0.0499,-0.0043,0.0538,45.56,5,1017.1,27.3,0,149004,19:57:00:996
-0.0211,-0.0183,-0.0379,45.56,5,1017.08,27.3,0,150004,19:57:01:996
0.068,0.0022,0.0166,45.56,5,1017.06,27.2,0,151003,19:57:02:995
-0.0074,-0.0063,-0.0417,45.56,5,1017.08,27.2,0,152003,19:57:03:995
-0.0392,-0.0639,0.0089,45.56,5,1017.07,27.2,0,153004,19:57:04:996
3.00E-04,0.017,-0.0034,45.56,5,1017.07,27.2,0,154003,19:57:05:995
-0.0015,0.019,0.0207,45.56,5,1017.06,27.2,0,155004,19:57:06:996
0.0251,-0.01,-0.0089,45.56,5,1017.09,27.2,0,156003,19:57:07:995
0.0356,0.0251,-0.0887,45.56,5,1017.09,27.2,0,157004,19:57:08:996
-0.0155,0.0079,-0.0427,45.56,5,1017.13,27.2,0,158004,19:57:09:996
0.0233,-0.0353,-0.0331,45.56,5,1017.16,27.2,0,159003,19:57:10:995
0.0292,-0.0042,0.0365,45.56,5,1017.18,27.2,0,160003,19:57:11:995
-0.0103,8.00E-04,0.0068,45.56,5,1017.15,27.2,0,161004,19:57:12:996
-0.0666,-0.0349,0.0125,45.56,5,1017.13,27.2,0,162004,19:57:13:996
-0.061,0.0115,0.0753,45.56,5,1017.12,27.2,0,163004,19:57:14:996
0.01,-0.0531,0.01,45.56,5,1017.15,27.2,0,164003,19:57:15:995
0.0078,0.029,0.0718,45.56,5,1017.17,27.2,0,165003,19:57:16:995
-0.0189,-0.0115,0.0217,45.56,5,1017.18,27.2,0,166004,19:57:17:996
-0.0288,-0.027,0.0289,45.56,5,1017.18,27.2,0,167004,19:57:18:996
-0.0325,-0.002,0.0354,45.56,5,1017.17,27.2,0,168004,19:57:19:996
0.0731,-0.004,0.012,45.56,5,1017.18,27.2,0,169004,19:57:20:996
-0.0277,-0.0372,0.0136,45.56,5,1017.14,27.2,0,170004,19:57:21:996
-0.0061,0.0915,0.0469,45.56,5,1017.15,27.3,0,171004,19:57:22:996
6.00E-04,0.0355,0.0074,45.56,5,1017.17,27.3,0,172004,19:57:23:996
0.0519,0.07,-0.0297,45.56,5,1017.13,27.3,0,173004,19:57:24:996
-0.0355,0.0171,-0.018,45.56,5,1017.09,27.3,0,174004,19:57:25:996
0.0782,0.0036,0.058,45.56,5,1017.06,27.3,0,175004,19:57:26:996
0.0093,0.018,0.0068,45.56,5,1017.06,27.3,0,176004,19:57:27:996
-0.0488,0.0188,0.032,45.56,5,1017.04,27.2,0,177004,19:57:28:996
0.0439,-0.0241,-0.0096,45.56,5,1017.07,27.2,0,178004,19:57:29:996
0.0114,-0.002,0.0471,45.56,5,1017.11,27.2,0,179004,19:57:30:996
0.0581,-0.0031,0.0805,45.56,5,1017.24,27.2,0,180004,19:57:31:996
-0.0233,-0.0075,-0.0228,45.56,5,1017.2,27.3,0,181003,19:57:32:995
-0.0613,-0.0105,-0.0829,45.56,5,1017.16,27.3,0,182004,19:57:33:996
-0.0389,-0.0158,-0.0767,45.56,5,1017.14,27.3,0,183003,19:57:34:995
-0.0117,0.0195,-0.0342,45.56,5,1017.12,27.3,0,184004,19:57:35:996
0.0076,0.0097,0.0108,45.56,5,1017.11,27.3,0,185004,19:57:36:996
0.0168,-0.0255,0.0982,45.56,5,1017.15,27.3,0,186004,19:57:37:996
0.044,0.0237,0.0448,45.56,5,1017.15,27.3,0,187003,19:57:38:995
0.0083,0.0517,-0.0172,45.56,5,1017.12,27.3,0,188003,19:57:39:995
-0.0131,-0.02,0.0157,45.56,5,1017.08,27.3,0,189003,19:57:40:995
0.0082,0.0346,-0.0528,45.56,5,1017.09,27.3,0,190003,19:57:41:995
-0.0418,-0.0525,0.0105,45.56,5,1017.1,27.3,0,191003,19:57:42:995
0.047,0.0805,-0.0781,45.56,5,1017.14,27.2,0,192003,19:57:43:995
0.0022,0.0205,-0.0531,45.56,5,1017.13,27.2,0,193004,19:57:44:996
-0.0134,0.0137,0.0043,45.56,5,1017.12,27.2,0,194004,19:57:45:996
-0.0312,0.0237,0.0345,45.56,5,1017.08,27.2,0,195004,19:57:46:996
0.0511,1.00E-04,0.0037,45.56,5,1017.05,27.2,0,196004,19:57:47:996
0.0035,-0.0354,-0.044,45.56,5,1017.07,27.2,0,197003,19:57:48:995
0.0136,0.0214,-0.0716,45.56,5,1017.05,27.2,0,198003,19:57:49:995
0.0504,-0.0191,-0.0088,45.56,5,1017.1,27.2,0,199004,19:57:50:996
0.0198,-0.0046,-0.0374,45.56,5,1017.09,27.2,0,200004,19:57:51:996
0.011,-0.0188,0.089,45.56,5,1017.1,27.2,0,201004,19:57:52:996
0.0579,9.00E-04,-0.051,45.56,5,1017.13,27.2,0,202004,19:57:53:996
9.00E-04,-0.0375,0.0608,45.56,5,1017.13,27.2,0,203003,19:57:54:995
0.01,-0.0491,-0.0263,45.56,5,1017.12,27.2,0,204004,19:57:55:996
0.0107,-0.0193,0.0035,45.56,5,1017.14,27.2,0,205004,19:57:56:996
-0.0261,0.0462,8.00E-04,45.56,5,1017.12,27.2,0,206004,19:57:57:996
0.0662,-0.0371,-0.0329,45.56,5,1017.1,27.2,0,207004,19:57:58:996
0.0127,0.0107,-0.0088,45.56,5,1017.09,27.2,0,208004,19:57:59:996
0.0346,-0.0432,-0.0297,45.56,5,1017.07,27.2,0,209003,19:58:00:995
0.0238,0.0479,0.007,45.56,5,1017.03,27.2,0,210004,19:58:01:996
0.0638,0.0066,-0.0014,45.56,5,1017.03,27.2,0,211004,19:58:02:996
-0.005,-0.0134,0.0026,45.56,5,1017.07,27.2,0,212004,19:58:03:996
-0.0222,-0.0316,-0.0239,45.56,5,1017.08,27.2,0,213004,19:58:04:996
-0.0214,0.0029,-0.0078,45.56,5,1017.08,27.2,0,214003,19:58:05:995
0.0162,-0.0192,-0.0061,45.56,5,1017.06,27.2,0,215004,19:58:06:996
-0.0081,-0.0584,-0.0351,45.56,5,1017.06,27.2,0,216003,19:58:07:995
0.0212,1.00E-04,0.0194,45.56,5,1017.06,27.2,0,217004,19:58:08:996
-0.0379,0.0173,0.0744,45.56,5,1017.05,27.2,0,218005,19:58:09:997
-0.0013,-0.0047,-0.0643,45.56,5,1017.09,27.2,0,219004,19:58:10:996
0.0309,-0.0692,-0.0596,45.56,5,1017.11,27.2,0,220004,19:58:11:996
0.0379,-0.0324,-0.0294,45.56,5,1017.12,27.2,0,221003,19:58:12:995
-0.0342,-0.0318,-0.0239,45.56,5,1017.08,27.2,0,222004,19:58:13:996
-0.0134,-0.0273,-0.0566,45.56,5,1017.09,27.2,0,223004,19:58:14:996
-0.0228,-0.0062,-0.0021,45.56,5,1017.11,27.2,0,224004,19:58:15:996
-0.0379,-0.0141,-0.012,45.56,5,1017.09,27.2,0,225003,19:58:16:995
0.0061,0.0105,0.0377,45.56,5,1017.1,27.2,0,226003,19:58:17:995
0.0114,-0.0833,-0.0352,45.56,5,1017.1,27.2,0,227004,19:58:18:996
0.0145,0.0101,0.0039,45.56,5,1017.1,27.2,0,228004,19:58:19:996
0.0228,-0.0289,-0.0351,45.56,5,1017.09,27.2,0,229004,19:58:20:996
-0.0255,0.0651,0.043,45.56,5,1017.06,27.2,0,230003,19:58:21:995
0.0302,0.0151,0.0407,45.56,5,1017.09,27.2,0,231003,19:58:22:995
0.0249,-0.0226,0.0302,45.56,5,1017.06,27.2,0,232004,19:58:23:996
0.0289,0.0076,-0.0413,45.56,5,1017.04,27.2,0,233003,19:58:24:995
0.0365,-0.0356,0.0768,45.56,5,1017.07,27.2,0,234004,19:58:25:996
-0.0372,-0.0028,-0.0338,45.56,5,1017.06,27.2,0,235004,19:58:26:996
-0.0386,-0.0092,0.0074,45.56,5,1017.07,27.2,0,236003,19:58:27:995
-0.0176,-0.0096,0.0422,45.56,5,1017.07,27.1,0,237003,19:58:28:995
0.0629,0.0415,-0.0155,45.56,5,1017.05,27.1,0,238004,19:58:29:996
0.0742,-0.011,0.0197,45.56,5,1017.04,27.1,0,239004,19:58:30:996
-0.0212,0.0743,0.0248,45.56,5,1017.05,27.1,0,240004,19:58:31:996
-0.0488,-0.0017,0.0422,45.56,5,1017.06,27.1,0,241003,19:58:32:995
0.0304,0.0028,0.0193,45.56,5,1017.04,27.1,0,242004,19:58:33:996
0.0111,0.0239,0.0695,45.56,5,1017.04,27.1,0,243004,19:58:34:996
-0.021,0.019,0.0446,45.56,5,1017.03,27.1,0,244003,19:58:35:995
0.0119,-0.0257,0.0057,45.56,5,1017.04,27.1,0,245004,19:58:36:996
0.0396,0.0174,0.0679,45.56,5,1017.06,27.1,0,246004,19:58:37:996
0.0122,-0.0438,0.0116,45.56,5,1017.05,27.1,0,247003,19:58:38:995
-0.0204,-0.0106,-0.0251,45.56,5,1017.05,27.1,0,248004,19:58:39:996
-0.0451,0.0164,-0.0206,45.56,5,1017.03,27.1,0,249003,19:58:40:995
0.0093,-0.0326,-0.0553,45.56,5,1017.05,27.1,0,250003,19:58:41:995
0.0048,0.0219,0.02,45.56,5,1017.05,27.1,0,251004,19:58:42:996
0.013,-0.0202,-0.0047,45.56,5,1017.05,27.1,0,252010,19:58:44:002
0.0489,-0.0311,-0.0324,45.56,5,1017.05,27.1,0,253004,19:58:44:996
0.0677,0.015,-0.0557,45.56,5,1017.07,27.1,0,254004,19:58:45:996
0.0273,0.0342,0.0612,45.56,5,1017.08,27.1,0,255004,19:58:46:996
-0.022,0.0015,0.0242,45.56,5,1017.08,27.1,0,256003,19:58:47:995
-0.0276,-0.0352,0.0073,45.56,5,1017.25,27.1,69.92,257004,19:58:48:996
-0.0014,0.0023,-3.00E-04,45.56,5,1017.17,27.1,53.187,258003,19:58:49:995
-0.0218,-0.0215,0.0052,45.56,5,1017.17,27.1,47.62,259004,19:58:50:996
-0.0545,0.0624,-0.0346,45.56,5,1017.18,27.1,54.643,260004,19:58:51:996
-0.0071,0.0364,0.0157,45.56,5,1017.15,27.1,51.729,261004,19:58:52:996
0.0654,0.0731,0.0133,45.56,5,1017.12,27.1,48.318,262004,19:58:53:996
-0.029,-0.0477,-0.0523,45.56,5,1017.12,27.1,51.719,263004,19:58:54:996
0.035,-0.0273,3.00E-04,45.56,5,1017.09,27.1,49.974,264003,19:58:55:995
-0.0418,-0.0611,-0.0045,45.56,5,1017.1,27.1,51.373,265004,19:58:56:996
0.0074,0.0031,0.003,45.56,5,1017.07,27.1,44.173,266004,19:58:57:996
-0.045,0.0052,-0.0598,45.56,5,1017.08,27.1,46.93,267004,19:58:58:996
0.0324,0.0337,-0.066,45.56,5,1017.08,27.1,55.553,268003,19:58:59:995
0.044,0.0147,0.0798,45.56,5,1017.11,27.1,62.834,269003,19:59:00:995
-0.0019,0.0072,0.0207,45.56,5,1017.13,27.1,58.656,270003,19:59:01:995
-0.0066,0.0499,-0.0628,45.56,5,1017.11,27.1,57.097,271004,19:59:02:996
-0.0208,0.0085,0.0567,45.56,5,1017.09,27.1,56.418,272004,19:59:03:996
-0.0338,0.0114,-0.0476,45.56,5,1017.07,27.1,53.552,273004,19:59:04:996
0.0178,-0.0205,-0.0107,45.56,5,1017.08,27.1,59.151,274004,19:59:05:996
-0.0411,0.0191,-0.0126,45.56,5,1017.08,27.1,59.955,275004,19:59:06:996
0.0275,-0.0409,-0.0514,45.56,5,1017.1,27.1,60.298,276003,19:59:07:995
0.0365,-0.0031,-0.038,45.56,5,1017.09,27.1,59.691,277004,19:59:08:996
-9.00E-04,-0.0068,0.0199,45.56,5,1017.07,27.1,58.924,278003,19:59:09:995
0.0488,-0.0036,-0.0335,45.56,5,1017.08,27.1,57.852,279004,19:59:10:996
0.0012,-0.0339,-0.1264,45.56,5,1017.07,27.1,56.999,280004,19:59:11:996
0.052,0.0043,-0.0129,45.56,5,1017.07,27.1,53.028,281004,19:59:12:996
-0.0482,-0.0053,0.0476,45.56,5,1017.07,27.1,57.018,282005,19:59:13:997
0.0493,-0.0488,0.01,45.56,5,1017.05,27.1,60.975,283004,19:59:14:996
0.0062,-0.0074,-0.0188,45.56,5,1017.07,27.1,54.352,284004,19:59:15:996
-0.0582,0.0152,-0.0181,45.56,5,1017.1,27.1,55.245,285004,19:59:16:996
0.0176,0.0013,-0.0018,45.56,5,1017.1,27.1,60.889,286004,19:59:17:996
-0.0194,0.0057,-0.0063,45.56,5,1017.11,27.1,56.89,287003,19:59:18:995
0.0171,0.0667,-0.0631,45.56,5,1017.08,27.1,60.24,288003,19:59:19:995
0.0418,-0.0275,0.0417,45.56,5,1017.08,27.1,59.449,289004,19:59:20:996
-0.0208,-0.0216,0.0203,45.56,5,1017.08,27.1,60.25,290004,19:59:21:996
0.0408,-0.0131,-0.0381,45.56,5,1017.1,27.1,57.611,291003,19:59:22:995
0.0271,-0.0126,-0.0943,45.56,5,1017.06,27.1,59.493,292004,19:59:23:996
-0.0269,-0.0369,-0.0616,45.56,5,1017.04,27.1,59.39,293003,19:59:24:995
0.0082,-0.0436,-0.0297,45.56,5,1017.24,27.1,59.741,294003,19:59:25:995
0.0549,-0.0213,0.0102,45.56,5,1017.56,27.1,58.699,295003,19:59:26:995
-0.0713,0.0218,-0.0547,45.56,5,1017.45,27.1,59.258,296004,19:59:27:996
1.00E-04,-0.0016,0.0408,45.56,5,1017.31,27.2,58.954,297004,19:59:28:996
-0.002,-0.0471,-0.1114,45.56,5,1017.19,27.2,58.803,298003,19:59:29:995
-0.0607,0.009,0.0113,45.56,5,1017.16,27.2,59.2,299004,19:59:30:996
-0.0505,0.0068,-0.0155,45.56,5,1017.16,27.2,61.074,300004,19:59:31:996
0.0098,0.0519,-0.0062,45.56,5,1017.11,27.2,61.53,301004,19:59:32:996
0,-0.0453,-0.0102,45.56,5,1017.09,27.2,59.679,302003,19:59:33:995
-0.0314,0.0108,0.0408,45.56,5,1017.06,27.2,54.272,303003,19:59:34:995
-0.0271,0.0404,0.0377,45.56,5,1017.02,27.2,51.061,304004,19:59:35:996
0.0199,0.0326,0.0083,45.56,5,1017.02,27.2,56.025,305004,19:59:36:996
0.0194,-0.0058,-0.0313,45.56,5,1017.01,27.2,55.236,306004,19:59:37:996
-0.0617,0.016,-0.0113,45.56,5,1017.01,27.2,57.363,307003,19:59:38:995
0.0424,-0.014,-0.0046,45.56,5,1017,27.1,56.318,308003,19:59:39:995
